tenure,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,region,internet_service,online_backup,tech_support,churn
28,106.03,2991.17,4,0,0,3,1,3,2,1,0,1
11,114.58,1345.1,5,1,0,3,1,2,0,1,1,0
65,112.99,6285.85,4,1,0,3,0,1,0,0,1,0
19,58.14,1167.78,5,2,2,1,3,0,1,1,0,0
9,27.87,283.49,2,7,1,1,2,3,1,0,1,1
27,37.19,1068.5,5,2,0,1,2,3,2,0,1,1
34,25.92,758.88,2,3,0,2,2,0,1,1,1,0
44,30.54,1294.52,2,3,0,2,2,1,0,1,1,1
68,38.47,2858.55,5,1,0,2,1,3,1,0,0,0
15,54.11,923.31,4,0,2,3,2,2,1,1,0,1
51,74.35,3644.35,3,1,0,3,2,3,1,1,1,1
13,91.17,1306.5,5,1,0,2,1,0,0,1,1,0
49,41.09,2233.31,4,1,2,1,1,1,1,1,0,0
70,87.25,5417.41,2,1,0,0,1,3,1,1,0,1
56,90.43,5589.16,1,5,0,2,2,3,2,1,1,1
51,75.86,3664.98,3,5,0,0,0,1,2,0,1,1
37,110.36,4197.6,4,2,1,1,2,1,1,0,0,0
17,31.1,534.87,3,3,1,0,1,2,1,1,0,0
58,37.71,2294.3,1,3,0,3,2,3,1,1,0,0
29,62.87,1954.65,1,2,1,0,3,2,1,0,1,0
33,32.67,1059.03,1,0,1,2,3,2,1,0,0,0
60,76.63,5133.39,5,2,1,2,2,0,0,1,0,0
55,59.84,3596.79,3,2,2,1,1,3,0,1,1,0
10,48.46,526.09,5,2,0,2,2,1,0,1,0,1
47,37.0,1717.17,1,2,0,0,2,2,1,1,1,0
23,53.53,1060.47,4,3,1,3,2,0,1,1,1,0
21,80.8,1692.77,1,2,0,0,3,0,0,0,0,1
13,77.58,1129.07,5,3,0,0,1,3,1,0,0,1
33,36.36,1088.53,1,1,0,0,2,0,2,0,1,1
24,32.49,892.71,1,2,1,2,1,0,0,1,0,0
11,22.67,272.36,5,5,0,1,1,3,2,1,1,1
17,21.24,383.86,5,0,0,2,2,2,1,0,1,0
68,107.98,7732.96,4,1,0,0,1,0,1,0,0,1
47,24.51,1181.99,5,3,1,1,2,2,2,0,0,0
25,93.12,2482.17,4,1,1,1,2,2,0,1,1,0
21,107.2,2198.43,2,2,0,0,2,2,1,0,1,1
12,29.81,394.72,2,3,1,0,3,1,0,0,1,0
37,63.63,2492.99,5,1,1,2,2,3,1,0,0,1
42,116.23,5278.92,1,2,1,1,3,3,0,1,1,0
17,103.41,1912.3,3,5,0,3,2,2,2,0,0,1
48,68.97,2905.43,1,3,1,1,2,0,1,1,0,0
28,96.26,2335.91,5,1,2,2,1,1,2,0,1,0
41,103.34,4619.42,4,3,0,0,2,1,2,0,0,0
47,54.8,2389.8,1,4,0,1,2,3,2,0,0,1
18,109.22,2014.22,2,3,0,3,2,1,1,0,0,1
71,67.05,4679.97,5,2,1,2,2,2,1,1,1,0
13,72.78,810.48,1,4,1,1,3,2,1,0,0,1
13,119.97,1344.52,1,3,0,2,1,3,2,1,0,1
31,104.33,3551.64,4,0,0,1,2,3,1,1,0,0
2,56.18,115.98,4,2,2,0,2,1,2,0,0,0
16,21.03,338.96,4,1,1,3,1,0,0,1,1,1
9,82.62,842.68,3,3,2,0,3,1,2,1,0,1
38,90.39,3098.03,5,1,2,1,2,3,1,1,0,0
54,85.08,4260.75,5,1,0,3,1,2,1,0,1,0
56,116.79,7043.75,2,1,0,1,1,2,2,1,0,1
45,106.3,5178.34,2,0,1,1,2,0,2,1,1,1
34,64.88,2143.09,5,0,0,3,0,0,2,1,0,1
9,26.29,268.58,1,2,0,3,1,1,1,0,0,1
8,67.61,611.96,5,3,0,2,1,2,2,0,0,1
7,88.92,531.42,3,1,2,3,3,1,2,0,0,1
36,80.77,2621.92,2,3,0,0,2,0,2,1,1,0
18,73.81,1456.28,2,3,0,3,1,3,2,1,0,1
3,66.88,190.73,2,1,1,3,3,1,2,0,1,0
28,49.38,1214.75,5,3,2,2,3,1,1,1,0,0
70,47.73,3627.12,2,1,2,0,2,2,2,0,0,0
44,70.02,3039.04,2,2,1,0,1,2,1,0,0,0
21,36.06,755.54,5,3,0,3,2,2,2,0,0,1
28,54.07,1371.48,1,1,0,3,1,1,1,0,1,1
54,52.4,2966.06,2,6,2,2,2,2,1,1,0,0
54,78.71,4315.86,2,5,0,0,0,2,1,0,1,1
65,26.67,1580.9,2,2,1,0,2,0,2,1,1,0
21,102.97,2058.73,3,1,0,1,1,2,2,1,0,1
13,76.24,1019.9,5,1,0,2,2,3,1,0,0,1
57,87.08,5596.4,2,1,1,2,0,0,1,1,1,0
49,90.31,4983.23,3,0,2,3,2,1,2,1,0,1
54,49.15,2485.14,1,2,2,0,2,1,0,1,1,0
10,67.04,717.76,1,1,2,3,0,2,2,1,0,1
53,115.62,6634.63,3,1,1,2,2,3,2,1,0,1
44,96.67,4647.58,1,3,1,0,0,0,0,0,0,1
47,116.96,5613.61,4,1,2,0,2,2,2,1,1,0
53,94.63,4278.69,1,4,0,2,1,0,1,0,0,1
46,37.56,1863.39,4,2,2,0,2,2,0,1,0,0
13,26.45,303.31,3,1,1,1,1,0,1,1,0,0
37,77.77,2546.63,4,0,2,2,1,0,2,0,1,0
24,55.78,1381.17,1,2,1,2,0,1,2,1,0,0
2,47.55,108.89,2,0,0,0,3,0,2,0,1,1
14,100.72,1301.18,4,2,0,2,2,3,1,1,0,0
10,56.7,591.8,1,1,0,3,3,1,0,0,1,0
35,51.7,1702.92,2,0,0,2,3,2,1,1,0,0
25,105.0,2938.96,3,1,0,3,3,2,1,0,0,1
3,104.63,322.69,3,1,1,1,2,0,2,0,0,1
17,55.64,862.82,5,2,0,1,0,1,1,0,1,0
12,103.25,1150.58,3,2,0,3,3,1,1,0,1,1
54,105.08,5559.27,5,0,2,2,0,2,0,0,0,0
24,62.39,1327.64,3,1,0,3,2,3,1,0,0,1
29,26.65,675.11,3,4,2,0,3,3,0,1,1,0
43,20.16,913.64,3,1,0,3,1,1,2,1,0,1
25,72.33,1757.87,5,0,2,1,1,1,2,0,0,0
60,54.41,3486.0,5,2,0,1,1,2,2,0,1,0
65,119.71,6871.07,4,3,1,3,3,1,0,1,1,1
28,97.24,2812.49,1,5,1,1,3,2,0,1,0,0
16,96.13,1511.88,1,3,2,0,2,3,1,1,1,1
47,115.52,4709.67,1,2,0,2,3,1,2,0,0,1
58,108.77,6393.6,3,4,0,2,0,3,2,0,0,1
27,51.82,1224.0,1,0,2,3,1,3,2,0,0,0
53,36.6,2130.44,5,0,0,1,1,0,0,1,1,0
42,94.59,4130.02,4,0,0,2,0,2,2,0,0,1
59,57.83,3470.12,2,1,0,1,1,2,0,0,0,0
47,67.32,2816.01,4,0,0,3,0,2,2,0,1,1
34,83.04,2643.33,1,4,0,1,2,0,1,1,1,1
37,110.79,4090.37,1,2,0,0,0,2,2,1,1,0
6,61.91,386.31,5,4,0,0,1,0,1,1,1,1
7,98.33,622.91,4,4,0,1,3,1,2,0,1,1
25,46.83,998.34,5,0,0,0,1,0,1,1,1,0
33,89.8,2825.3,5,1,1,3,0,3,2,1,1,1
55,20.16,1102.99,2,1,2,0,1,2,0,0,1,0
58,107.15,5626.39,5,3,0,0,2,0,2,1,0,0
7,23.04,160.89,5,1,2,2,2,0,2,0,0,0
57,91.28,4950.6,2,3,2,2,2,0,2,0,1,0
12,24.63,291.53,3,2,1,3,0,0,2,0,0,1
16,46.62,711.85,3,2,2,0,1,1,1,0,0,0
43,69.72,3113.51,2,1,0,2,1,1,2,1,0,0
7,61.99,374.45,5,0,2,1,1,1,0,0,0,1
51,39.18,1801.07,1,1,1,1,2,2,1,1,1,0
32,53.38,1673.75,4,1,0,0,3,0,2,1,1,0
8,92.77,710.17,1,1,1,3,1,1,2,1,1,0
45,86.93,3784.49,1,7,1,0,2,2,2,0,1,0
59,27.18,1749.85,5,2,0,2,0,3,1,0,0,0
4,94.73,422.84,4,3,0,0,1,3,2,0,1,1
67,25.3,1567.57,4,4,1,0,1,2,0,1,0,0
29,74.29,2371.91,3,2,1,1,3,0,1,0,1,1
29,46.01,1317.69,2,1,1,1,1,0,2,0,1,0
28,78.77,2055.88,5,0,1,2,2,3,2,0,0,0
44,46.13,2325.47,4,2,0,3,1,0,2,1,0,1
4,118.5,520.17,5,2,0,3,1,0,1,0,0,1
9,50.97,526.78,3,2,2,2,1,0,1,1,1,0
5,44.2,198.98,1,6,2,2,0,0,1,0,1,1
56,47.85,2393.12,4,1,1,0,2,1,1,0,0,1
50,109.65,5487.92,3,4,2,0,2,1,2,1,1,0
15,83.62,1306.5,5,2,2,3,1,0,2,1,0,0
32,93.07,2684.3,3,0,0,0,2,2,1,0,0,0
28,111.8,3468.92,3,4,0,0,1,1,2,1,1,1
22,111.19,2469.61,3,2,0,1,2,0,1,1,1,1
17,93.89,1553.56,3,2,0,2,2,1,0,0,0,1
59,39.78,2419.03,3,3,1,2,0,2,2,1,1,1
71,104.34,7707.87,3,1,0,1,2,2,2,1,1,0
57,40.38,1985.83,2,0,2,1,1,1,1,1,0,1
26,94.29,2819.19,5,0,1,0,1,0,2,0,0,1
25,88.56,2123.62,1,4,1,2,2,0,1,0,0,1
10,95.89,832.76,5,3,0,3,1,3,0,0,1,1
45,73.27,3645.58,4,1,0,2,0,0,1,0,1,1
11,83.87,1059.06,4,0,1,3,1,2,0,0,0,1
53,115.33,6692.73,5,0,2,1,2,2,2,0,1,0
68,30.11,2263.54,3,1,2,2,1,2,0,0,1,0
28,50.88,1478.6,2,0,1,1,1,3,0,0,1,0
65,81.14,5942.0,1,2,0,2,1,3,1,0,0,0
49,116.41,4909.44,3,1,0,3,1,3,1,0,0,0
47,29.56,1500.36,5,3,2,1,2,2,2,1,1,0
52,22.25,1216.52,5,3,0,0,1,1,1,1,0,0
54,25.57,1194.43,2,0,1,2,2,0,0,0,1,0
60,25.24,1534.41,2,3,1,3,2,0,2,1,0,0
57,110.78,6343.08,5,2,0,0,1,1,1,0,1,1
47,92.13,4578.71,3,2,0,1,1,1,1,1,0,0
31,87.71,2374.42,3,2,2,2,2,0,0,0,1,1
46,72.26,3628.24,3,5,2,2,2,0,2,0,0,0
26,98.2,2276.89,1,4,2,0,3,3,1,1,1,0
5,35.56,173.48,1,2,0,0,3,3,1,1,1,1
52,59.19,3430.19,3,5,0,1,2,1,1,1,0,1
54,69.0,3793.69,5,1,2,0,3,1,0,0,1,1
33,31.04,987.35,2,1,0,2,2,2,2,0,0,0
50,61.95,2677.73,4,2,1,2,0,1,1,1,1,1
38,51.65,2064.14,2,2,0,2,2,1,1,0,1,1
27,23.56,728.92,2,0,1,2,1,2,1,1,1,1
15,33.67,567.5,4,2,0,0,1,0,1,0,0,0
61,96.4,6263.98,3,1,2,0,1,3,1,1,1,0
21,21.8,403.66,2,2,2,3,1,2,1,0,1,1
46,113.43,4809.72,4,0,0,1,1,1,0,0,0,0
69,28.64,1790.66,5,3,0,0,1,1,2,0,1,0
6,99.92,573.55,5,3,1,1,1,0,0,1,0,1
38,109.86,3843.5,5,2,0,0,1,3,2,1,0,1
62,114.11,6532.61,3,0,2,3,2,3,2,1,1,0
62,106.75,6850.13,2,1,0,0,1,3,2,1,1,0
46,48.76,2120.75,2,3,0,2,2,3,2,0,1,1
13,53.31,729.85,1,1,1,0,3,0,2,1,1,0
3,62.65,213.22,5,4,1,1,2,2,2,1,0,1
6,33.93,212.04,3,1,0,2,1,0,0,0,1,0
8,22.23,191.24,4,1,0,0,2,1,1,0,1,1
44,106.91,5059.18,3,2,0,2,1,0,0,1,0,1
33,75.41,2362.23,2,2,0,2,2,1,1,1,0,1
50,80.87,3455.22,5,2,0,2,1,0,1,1,0,0
11,112.7,1074.21,1,3,2,3,2,3,2,0,1,1
28,86.51,2263.96,3,3,0,1,2,3,2,0,1,0
70,89.09,6590.57,1,2,0,1,2,2,1,1,1,0
41,98.7,4540.27,2,2,1,0,2,3,1,1,1,0
16,31.63,575.82,4,1,0,2,1,0,1,1,0,1
68,56.02,3267.28,3,1,2,0,2,1,1,1,1,0
48,116.82,6431.83,2,1,1,1,1,2,1,0,0,0
56,112.29,5953.55,5,0,0,2,1,2,2,0,1,0
64,108.41,7651.92,3,2,2,1,1,0,2,1,1,0
59,65.21,3478.32,1,3,0,2,1,0,0,1,1,0
62,105.72,5695.09,3,3,1,2,1,3,1,0,0,0
11,24.84,263.26,2,4,2,3,2,3,2,0,0,0
18,34.85,694.88,2,4,2,2,2,3,2,1,1,0
19,61.4,1068.84,1,1,0,0,0,2,1,0,1,1
55,68.34,3368.46,2,6,0,1,0,2,2,0,0,1
26,46.35,1353.28,3,3,0,1,2,1,1,0,0,1
6,55.65,377.79,1,1,1,1,2,2,1,0,1,1
4,36.28,123.89,2,2,2,2,0,3,2,1,1,1
29,68.91,2134.85,2,4,0,0,2,2,2,0,1,0
59,99.38,5528.05,3,2,0,3,3,2,1,1,1,1
17,86.14,1409.27,2,2,2,3,0,2,0,0,1,1
43,30.78,1311.24,3,1,0,0,1,1,1,0,1,0
66,68.76,4438.37,5,0,0,0,3,2,1,1,1,0
34,89.76,3065.71,3,1,0,0,0,1,1,0,1,0
8,72.99,598.34,4,1,0,2,2,2,1,1,1,1
13,59.17,761.24,2,5,2,2,2,1,2,1,0,0
8,82.19,697.29,5,1,2,3,1,3,0,0,0,0
65,116.86,8094.31,1,2,0,0,0,1,1,1,0,0
43,29.49,1245.41,4,1,2,0,2,0,0,1,1,0
39,59.0,2054.25,1,4,0,1,2,1,2,0,0,0
59,60.66,3729.98,4,2,2,3,1,1,2,1,0,0
44,77.7,3698.6,5,1,0,2,2,3,2,0,0,0
9,35.22,330.09,5,1,2,0,2,1,2,1,0,0
37,37.66,1430.39,5,1,0,2,1,3,0,1,1,0
36,48.54,1605.46,4,4,0,1,2,3,1,0,0,1
28,115.59,3377.35,3,3,2,0,1,3,2,1,0,1
42,93.41,3728.89,1,0,0,2,1,0,2,0,1,1
43,86.17,4171.66,3,0,2,2,2,1,1,0,0,0
42,101.7,4468.19,3,0,0,3,1,0,1,1,1,0
66,32.76,2018.13,2,1,0,2,1,3,0,1,1,0
55,105.93,5779.01,1,1,2,2,2,1,1,0,0,0
48,79.48,4211.88,4,3,1,2,2,3,2,0,0,0
22,53.53,1119.59,2,3,0,2,2,1,0,1,1,1
27,101.59,2763.74,2,2,0,1,3,1,1,1,1,1
67,100.26,7079.25,5,4,1,2,3,1,1,0,0,0
13,104.57,1463.22,4,1,0,3,2,2,2,1,1,0
45,31.55,1280.93,3,2,0,1,1,2,0,0,1,0
10,116.94,1192.22,3,0,1,1,2,2,1,1,1,1
9,115.96,1172.72,3,1,1,2,0,1,1,0,1,1
54,55.75,3433.31,5,1,2,0,2,3,2,1,0,0
27,26.59,751.54,3,2,1,2,2,3,0,1,0,0
34,36.71,1429.07,1,2,0,1,3,2,1,1,0,0
1,119.28,121.81,3,3,0,2,3,0,0,0,1,1
32,76.3,2399.6,3,2,0,3,2,1,2,1,0,1
71,55.66,4013.18,1,1,0,3,1,3,1,0,0,0
67,48.82,2893.86,5,2,0,3,2,3,0,0,0,0
20,45.7,887.03,2,2,2,2,1,2,2,1,0,0
35,86.42,2986.79,4,2,2,2,2,0,2,1,1,0
17,61.94,1163.09,5,2,1,1,2,0,1,1,0,1
18,116.54,2260.51,3,1,1,1,2,1,1,1,1,1
45,88.38,4098.31,2,0,0,1,0,3,1,1,1,1
53,99.2,5016.94,4,0,1,0,1,1,2,0,0,0
68,49.27,3036.05,4,2,2,3,2,0,2,1,1,0
65,27.92,1731.83,4,3,1,0,0,0,1,0,1,0
1,68.78,72.49,1,2,0,0,1,1,2,1,0,1
58,51.46,2772.4,1,2,1,3,0,0,1,0,0,1
26,40.21,1022.49,2,5,1,0,3,2,1,1,1,1
20,115.26,2226.98,3,2,0,2,2,2,1,0,0,0
10,64.4,695.3,2,2,0,3,2,0,2,1,1,1
59,37.47,2465.32,3,2,1,0,1,3,2,1,0,0
41,39.87,1732.23,5,3,1,0,1,0,2,1,1,0
5,48.07,228.93,4,2,2,0,0,1,0,1,0,1
65,119.93,7639.28,4,2,0,2,2,3,2,0,0,1
17,46.8,710.49,1,4,0,0,2,2,1,1,1,0
22,52.88,1047.53,5,2,0,0,0,2,2,1,0,1
41,85.93,3168.41,5,1,0,0,0,2,1,1,0,1
68,49.4,2986.69,3,3,1,1,1,2,1,1,0,0
69,41.58,2593.26,5,1,2,3,2,2,1,0,0,0
11,35.86,359.31,1,2,1,0,3,3,1,0,0,1
56,51.27,2536.7,3,1,2,0,2,2,2,1,1,0
51,30.59,1625.82,2,2,0,3,2,3,1,0,1,0
21,21.86,526.71,3,1,0,0,0,1,1,1,0,1
26,100.46,2909.21,2,3,0,2,2,0,1,1,1,0
19,33.79,554.48,3,2,1,0,0,3,2,0,0,1
60,97.6,5720.69,4,2,0,0,1,2,2,1,1,1
71,99.75,7846.0,2,2,1,1,1,1,0,1,0,0
47,73.79,3088.11,1,1,0,1,1,1,0,0,0,0
71,50.97,3996.15,2,3,0,2,1,0,2,0,0,0
26,34.5,922.03,2,2,0,3,2,0,1,1,1,0
40,93.68,4232.07,3,2,0,2,1,3,1,1,1,0
5,80.14,445.9,4,2,2,3,2,3,0,1,1,0
21,85.55,1891.86,3,0,2,0,3,0,1,1,0,0
4,20.87,87.42,3,2,0,1,1,0,1,1,0,0
23,112.75,2370.13,4,3,2,2,0,0,1,1,0,0
15,26.63,353.51,3,2,1,2,2,1,2,1,0,0
8,56.68,441.94,4,4,1,1,2,0,2,1,1,1
41,60.27,2238.77,1,2,0,3,1,1,2,0,0,1
19,20.14,336.94,4,2,1,0,2,2,0,0,1,1
46,69.71,3016.45,5,4,0,3,2,2,1,1,0,0
28,95.28,2956.39,4,1,0,1,3,3,0,1,1,1
68,102.33,5950.29,4,2,0,0,2,3,2,1,0,1
15,107.94,1518.37,5,1,1,3,1,0,2,1,0,0
37,68.77,2486.58,4,2,1,0,1,3,0,1,0,1
1,83.06,83.33,2,3,2,1,0,2,1,0,1,1
67,27.95,1693.88,3,2,1,0,0,3,1,0,0,0
24,68.8,1881.26,3,2,2,2,2,1,1,0,0,0
27,35.48,980.67,1,2,1,1,3,3,0,1,0,0
40,56.96,2293.69,1,2,0,2,3,2,0,0,0,1
63,52.93,2843.26,5,2,1,0,1,2,1,1,0,0
61,62.35,3787.3,2,0,0,3,1,2,1,1,0,1
36,77.16,3059.3,1,4,1,0,2,2,2,0,1,0
24,110.29,2424.28,3,0,1,1,1,1,1,0,1,0
24,59.45,1363.08,1,2,1,1,1,3,1,1,1,1
4,118.11,404.5,1,1,0,0,2,2,1,0,0,1
67,95.9,7344.84,4,0,1,3,2,3,0,1,0,1
34,71.15,2104.55,1,1,0,1,3,0,2,0,1,0
57,84.4,5385.7,5,3,0,0,1,1,0,0,0,0
49,30.22,1397.81,3,1,1,3,2,0,1,1,1,0
53,104.45,5681.38,5,1,1,2,2,1,1,1,1,0
23,78.24,1896.22,5,4,0,1,1,2,1,0,1,0
69,118.61,7302.04,2,1,1,2,2,3,2,1,1,0
53,83.64,4358.28,4,3,1,1,0,1,1,0,0,0
62,103.41,6075.79,5,3,0,2,2,0,1,0,1,0
41,99.98,3553.78,2,3,1,0,2,0,0,0,0,0
57,54.55,3419.91,3,3,0,3,1,3,1,0,1,1
60,45.96,2381.38,3,1,1,0,2,1,0,1,1,0
54,63.05,3561.2,2,1,0,0,1,0,0,1,0,0
70,66.72,4410.17,5,0,0,0,2,0,2,1,0,0
57,44.01,2276.8,5,1,2,1,2,1,0,0,0,0
10,109.46,1149.47,4,1,2,2,2,2,2,1,0,1
40,74.25,3036.61,4,1,1,1,3,2,1,1,1,0
7,117.84,779.19,3,4,0,1,1,3,0,0,0,1
38,101.0,3852.99,4,0,0,3,1,2,2,1,0,1
61,75.57,4258.86,2,2,1,0,3,3,2,0,0,0
3,114.7,381.66,3,6,0,1,2,0,1,1,1,1
51,70.49,3394.07,5,3,2,2,3,0,0,0,0,1
47,108.71,4718.77,3,0,0,1,1,2,1,0,1,0
68,55.81,4082.13,1,2,0,3,2,1,0,1,0,0
38,57.86,1880.62,3,2,1,3,3,2,2,1,0,0
36,61.81,2070.4,4,2,1,2,2,3,1,1,0,0
41,74.66,2946.73,2,3,0,3,3,3,2,1,1,0
69,75.35,5795.27,5,0,2,0,1,1,1,0,1,0
13,69.64,1027.66,5,5,1,0,1,0,1,0,0,0
58,50.6,3125.4,4,5,2,3,1,0,0,1,0,0
50,112.72,5623.4,4,0,1,1,1,2,2,0,0,0
30,78.86,2465.56,4,2,1,3,1,3,0,1,1,0
62,60.77,3670.77,1,1,0,2,3,3,2,0,1,1
25,85.12,1999.52,2,5,1,0,2,1,1,1,0,1
27,96.8,2966.87,1,5,1,0,3,1,1,1,1,0
51,116.07,5236.68,4,3,0,1,3,2,1,0,0,1
57,69.95,3803.68,2,4,0,2,0,1,2,0,1,1
47,31.21,1642.49,4,1,1,0,1,0,1,0,1,0
39,64.08,2666.27,2,0,0,0,1,1,1,0,1,1
16,67.9,932.88,5,3,0,2,2,3,1,1,1,1
22,109.7,2068.1,1,4,0,1,0,3,1,1,1,1
54,59.48,3227.84,4,1,0,3,2,3,1,0,0,0
21,115.33,2410.54,4,2,1,1,0,3,2,0,0,0
16,68.51,1077.46,3,3,0,0,1,0,2,0,1,1
59,117.38,6514.66,5,0,0,0,1,2,1,1,1,0
31,20.82,739.64,4,1,0,1,2,1,2,1,0,0
42,109.88,4299.34,1,1,0,1,3,2,2,0,0,1
32,113.11,3608.77,5,1,1,0,3,2,1,1,1,0
59,116.1,6654.58,4,3,0,2,3,1,1,0,1,0
34,21.31,652.79,1,4,0,2,0,3,2,1,1,1
9,37.17,304.69,3,2,0,3,2,3,1,1,0,1
11,85.38,1056.99,3,1,2,0,1,3,1,0,0,1
10,22.55,249.71,1,4,0,0,0,1,2,0,1,0
17,26.36,407.67,5,5,2,3,2,1,0,1,1,0
68,42.11,3186.03,1,2,0,0,1,3,0,0,1,0
48,71.24,3121.36,1,1,1,0,1,0,2,1,1,0
52,74.59,4025.94,3,2,0,1,0,2,0,1,1,1
25,23.43,512.09,3,1,0,2,3,0,2,0,1,0
21,37.04,866.52,3,1,1,2,2,2,1,0,1,0
65,69.97,3936.14,4,0,1,2,1,2,1,1,0,0
63,79.39,5084.27,4,2,0,3,3,0,1,0,0,1
51,34.84,1925.95,2,2,0,1,3,2,2,1,1,0
36,59.88,1908.02,4,1,0,0,2,0,2,0,1,0
66,110.44,7080.18,5,2,2,2,2,3,2,1,1,0
15,119.89,1551.23,5,2,2,2,1,1,1,0,0,1
39,118.72,4883.99,3,4,0,1,1,2,1,1,1,1
70,108.17,7134.34,1,2,1,0,1,0,1,0,0,0
1,59.47,60.53,3,6,0,3,3,1,0,1,1,0
23,88.66,2303.84,1,2,1,0,2,2,1,0,0,1
39,61.66,2264.65,3,0,1,3,1,2,1,1,1,0
57,84.85,4181.67,3,1,0,3,2,2,1,0,0,0
34,50.94,1823.33,5,3,0,0,2,2,0,1,1,0
41,80.62,3589.87,1,0,2,3,2,1,0,0,0,0
13,72.38,1070.13,2,0,2,2,0,2,1,0,0,0
70,22.45,1410.05,2,2,1,1,2,2,0,1,1,0
6,99.07,575.19,3,1,0,2,1,1,1,0,1,1
52,21.19,1215.63,3,2,0,3,0,1,1,0,1,1
3,49.32,161.57,5,3,1,3,2,2,1,1,0,1
63,20.59,1345.89,1,2,2,1,1,1,0,1,0,0
49,57.62,2628.04,3,0,2,1,2,1,1,0,0,0
47,26.32,1156.72,2,2,0,2,1,0,1,0,1,0
55,111.35,5433.49,1,2,1,1,3,1,2,0,1,0
64,61.57,4439.02,3,1,1,1,2,3,0,0,0,0
65,65.95,3866.11,1,0,0,3,1,0,1,1,0,1
67,54.99,3764.55,5,1,0,1,2,3,1,0,1,0
15,82.75,1272.67,2,1,0,3,0,0,0,1,0,1
32,98.44,3026.88,1,0,1,0,2,0,1,0,1,0
68,84.81,5512.22,2,1,2,0,0,0,1,0,0,0
18,94.82,1793.1,3,4,2,0,1,0,1,0,0,1
43,110.6,4596.32,4,4,1,3,3,1,2,1,1,1
35,106.35,3448.94,1,2,0,0,0,3,2,0,1,1
58,87.41,4916.13,2,5,1,2,2,1,0,0,0,0
33,41.46,1494.6,1,1,2,3,0,1,0,0,0,1
14,83.77,1336.91,3,3,1,2,2,2,1,0,0,1
34,70.61,2498.59,3,3,0,3,1,1,1,0,0,1
61,91.72,6068.55,2,3,2,2,1,0,2,1,0,0
4,103.29,417.24,5,1,2,0,1,2,2,0,1,0
59,94.27,5770.34,1,0,2,2,1,2,0,0,0,0
29,104.66,3479.43,1,3,2,0,3,1,2,1,0,1
6,26.39,155.39,3,2,0,3,3,3,1,1,0,0
49,23.16,987.26,1,2,2,0,3,2,1,1,1,0
40,45.85,2085.45,2,2,1,1,0,1,1,1,0,0
65,110.07,7783.33,4,3,0,1,1,1,0,0,1,1
69,102.37,6847.77,3,0,1,0,2,0,1,1,0,0
27,88.27,2728.28,4,2,0,1,3,3,1,1,1,1
6,90.08,515.41,1,2,0,1,2,2,2,1,1,1
13,92.67,1158.46,5,3,2,1,1,3,2,0,1,1
64,114.26,7553.39,2,2,0,1,2,3,1,0,0,1
62,103.22,5966.36,1,3,2,2,0,3,2,1,1,0
19,82.34,1657.64,2,0,0,1,3,2,1,0,1,1
43,86.57,3334.89,1,2,0,3,3,2,0,0,1,0
20,41.37,730.18,1,3,0,0,3,3,1,0,0,1
68,85.73,5890.77,1,3,1,3,0,1,1,1,1,0
44,62.47,2794.35,3,1,0,1,2,2,2,0,0,0
23,35.3,716.02,4,2,2,3,2,0,1,0,0,0
2,100.64,229.31,5,1,1,1,1,3,0,0,1,1
22,71.02,1596.9,4,2,1,2,2,2,0,1,0,0
57,117.74,6008.72,4,2,0,2,2,2,1,0,1,0
7,48.17,318.1,2,1,0,2,1,3,1,1,1,1
56,68.07,4155.08,3,0,2,1,1,0,1,0,0,0
67,64.8,4371.83,3,1,0,0,0,1,1,1,0,0
16,32.08,465.23,1,3,0,2,3,1,1,0,0,1
51,62.61,2812.73,4,2,0,1,2,2,0,0,0,0
12,48.76,572.91,5,3,2,1,2,0,2,1,0,1
53,36.03,1816.55,2,0,0,3,0,0,0,1,0,1
5,48.22,252.35,3,3,0,1,2,3,2,0,1,1
27,43.33,1319.01,1,2,1,3,1,3,0,0,0,0
12,93.41,1036.06,5,2,2,2,2,0,1,0,0,1
17,23.08,434.13,4,0,0,3,2,1,1,0,0,0
6,81.75,552.35,5,0,0,1,3,3,1,1,1,1
5,96.07,538.26,3,1,0,3,1,3,2,0,1,1
57,68.07,4406.36,2,2,0,2,0,1,1,0,0,1
28,113.16,3493.56,4,3,0,1,3,1,1,1,0,1
69,90.79,6440.07,2,2,0,0,3,3,1,1,1,0
59,94.79,5441.49,5,0,1,0,1,0,1,0,1,0
33,39.69,1306.61,5,2,0,1,0,3,1,1,1,1
62,97.73,6736.56,1,1,0,2,1,1,2,1,1,1
50,103.21,4853.01,4,3,2,1,2,3,1,0,1,0
19,56.13,957.4,5,1,0,0,2,2,1,1,1,1
69,41.34,2544.87,3,4,0,1,2,1,2,1,1,0
66,58.51,4240.13,3,3,0,3,0,3,2,1,1,0
47,93.96,4762.59,2,2,1,3,2,2,1,1,1,0
39,61.76,2407.09,3,1,1,2,0,1,1,0,1,0
68,93.67,5939.06,5,0,2,2,0,2,2,1,0,0
33,31.36,1089.9,3,6,1,2,1,0,2,1,1,0
13,100.6,1126.72,4,5,2,2,0,1,0,1,1,0
54,45.32,2497.41,2,1,1,3,2,2,1,1,0,0
7,44.89,304.67,4,2,0,0,1,0,2,0,0,1
14,79.04,1265.16,5,3,0,2,2,2,1,0,0,1
