age,income,monthly_expense,credit_score,loan_amount,loan_tenure_months,num_existing_loans,num_late_payments,employment_type,education,years_employed,num_dependents,loan_default
45.0,43199.0,13426.608421749592,300,26509,12,1,6,salaried,phd,22.0,0,1
49.0,64589.0,50616.21498036598,395,42170,36,4,6,salaried,bachelors,3.0,3,1
29.0,52115.0,43312.01599932813,712,48555,60,1,9,contract,bachelors,11.0,4,0
49.0,81934.0,39972.62545007447,837,19662,24,2,9,salaried,masters,9.0,2,1
57.0,136335.0,66283.18447355951,728,70930,60,3,9,salaried,bachelors,1.0,3,1
47.0,,18234.029821554243,534,52403,24,4,0,self_employed,high_school,3.0,3,1
29.0,74316.0,50099.23058467805,648,41365,12,4,7,salaried,masters,19.0,4,1
49.0,25520.0,19241.874376727756,780,67188,60,0,9,salaried,masters,27.0,1,1
49.0,129814.0,49411.6954466134,695,31673,48,0,6,salaried,high_school,27.0,1,1
58.0,56455.0,21894.180064437372,650,68471,48,0,6,salaried,phd,5.0,4,1
62.0,135284.0,99372.29231402479,715,22156,48,1,5,self_employed,bachelors,13.0,1,0
57.0,106465.0,68026.86698793819,350,62287,48,3,3,salaried,bachelors,22.0,0,1
48.0,143364.0,46546.46394105701,380,6645,48,1,7,salaried,high_school,2.0,4,0
38.0,61605.0,39575.10404108588,335,64076,24,3,1,salaried,bachelors,14.0,2,1
30.0,34955.0,16425.52045110211,366,55151,60,4,6,salaried,bachelors,25.0,2,1
54.0,64049.0,32203.76261551372,780,72384,12,1,2,unemployed,bachelors,0.0,2,1
41.0,33917.0,24533.93928290641,767,38541,48,1,2,salaried,masters,18.0,3,1
34.0,90293.0,67359.87424359343,441,77847,48,1,6,unemployed,high_school,24.0,4,1
49.0,98581.0,51281.45614677355,655,55955,12,2,2,self_employed,masters,0.0,4,0
50.0,139072.0,114168.94921395168,770,14290,12,3,4,self_employed,bachelors,12.0,1,1
34.0,84925.0,44462.86547714385,738,63942,48,3,7,salaried,phd,7.0,4,0
56.0,127216.0,92169.24118180851,830,35143,24,1,3,salaried,bachelors,17.0,4,0
27.0,90269.0,51104.21423722311,426,29509,12,2,6,contract,high_school,21.0,1,0
39.0,50954.0,40439.27419108345,504,41741,60,1,6,contract,high_school,2.0,4,0
26.0,116671.0,93251.47663185048,328,31898,60,3,1,salaried,masters,22.0,4,0
46.0,,20884.754659745766,744,67948,24,4,7,salaried,masters,17.0,0,0
23.0,61458.0,50092.653935615126,763,66768,36,2,9,salaried,bachelors,19.0,1,1
31.0,109037.0,82218.71338317386,579,48262,24,2,9,contract,bachelors,25.0,0,0
51.0,41113.0,30227.13656864517,450,10506,48,1,8,salaried,bachelors,8.0,3,1
26.0,119977.0,49250.70689079745,539,25605,36,4,5,self_employed,phd,5.0,1,1
54.0,132622.0,98513.68583690365,565,33231,48,3,4,self_employed,phd,19.0,4,1
22.0,145947.0,112024.97722599239,404,18515,60,0,0,self_employed,phd,1.0,4,0
39.0,110226.0,50597.33662104879,732,43622,12,3,0,self_employed,masters,25.0,0,0
53.0,63939.0,52669.30643272474,796,21600,48,3,8,salaried,phd,29.0,0,1
32.0,49345.0,16156.691908236719,739,32892,60,4,3,unemployed,bachelors,24.0,3,1
42.0,144616.0,55308.40211217359,457,74310,24,2,0,self_employed,masters,3.0,3,0
47.0,66313.0,39500.63990418554,471,26801,48,3,9,self_employed,masters,24.0,4,1
46.0,130107.0,80235.1470721707,793,42695,60,2,2,salaried,phd,29.0,2,0
43.0,141866.0,92898.47394466128,610,33853,12,4,5,self_employed,bachelors,17.0,3,0
48.0,112365.0,34758.20491854281,702,9429,48,4,7,salaried,high_school,6.0,4,0
34.0,120598.0,99879.47175723383,762,9606,60,1,9,salaried,bachelors,26.0,3,0
54.0,89166.0,28936.458032202972,666,9478,48,0,1,self_employed,bachelors,10.0,1,0
55.0,67861.0,25697.879945569544,849,45134,12,4,7,salaried,bachelors,4.0,0,0
62.0,117406.0,36126.76364456534,554,74963,48,4,0,self_employed,bachelors,7.0,4,1
56.0,69298.0,42394.58564072779,507,75897,48,2,1,salaried,bachelors,10.0,3,0
22.0,,48764.80716939209,749,30475,60,4,7,self_employed,bachelors,29.0,0,1
42.0,64942.0,43268.96747277863,394,71177,36,3,6,salaried,bachelors,23.0,2,1
27.0,23453.0,17647.4820845493,777,26730,48,1,4,self_employed,high_school,29.0,3,1
49.0,122811.0,37740.392832873426,489,26113,36,1,9,salaried,phd,29.0,4,1
38.0,74935.0,44819.254015368046,783,25011,24,3,1,self_employed,masters,19.0,1,0
26.0,142439.0,78734.53002409996,835,60746,48,4,8,contract,high_school,28.0,0,0
,63370.0,36401.77924389941,722,47853,36,0,4,salaried,masters,19.0,0,0
26.0,123932.0,42101.83846672828,432,41818,24,4,7,salaried,masters,14.0,1,1
59.0,28328.0,19162.17669960424,354,42321,60,1,3,self_employed,high_school,23.0,4,1
24.0,35534.0,20494.988821872696,809,26309,48,0,8,self_employed,bachelors,2.0,2,1
44.0,105280.0,75889.17900236663,840,23688,60,2,9,self_employed,bachelors,6.0,1,0
58.0,104925.0,59483.015878409016,709,33176,24,2,6,self_employed,bachelors,23.0,2,0
58.0,56320.0,21523.24556374996,510,73879,60,4,1,salaried,masters,7.0,4,1
31.0,69170.0,45412.963432459626,592,72592,60,4,2,salaried,bachelors,10.0,3,1
31.0,120546.0,47593.06752348116,414,14416,12,0,1,salaried,high_school,9.0,3,0
40.0,100201.0,78138.4442034937,558,44994,24,0,4,salaried,phd,19.0,4,0
38.0,148935.0,94903.45688617764,421,71422,60,4,1,self_employed,bachelors,8.0,2,1
,141006.0,54493.47994265754,598,13584,36,1,4,salaried,masters,14.0,1,0
35.0,123401.0,102334.71324718112,680,23830,24,2,8,contract,high_school,25.0,4,0
30.0,28640.0,16757.29277845797,800,8591,12,0,1,contract,bachelors,19.0,4,1
22.0,120252.0,40897.00154895864,596,26395,48,1,8,contract,bachelors,23.0,3,1
34.0,111057.0,71604.90002609327,661,59182,60,4,6,contract,high_school,21.0,1,1
25.0,50049.0,21984.493653396275,762,21738,36,3,6,salaried,bachelors,4.0,3,0
22.0,25618.0,19009.360367606005,737,7631,12,0,4,contract,high_school,14.0,2,0
61.0,122540.0,91880.75429214054,426,22905,24,3,7,salaried,bachelors,3.0,2,1
53.0,76053.0,63764.43579014803,496,24056,60,1,6,salaried,bachelors,4.0,0,1
55.0,21920.0,12626.539066031417,520,40447,12,2,5,self_employed,high_school,28.0,4,0
49.0,63937.0,35179.81791053378,390,59418,12,1,1,salaried,masters,14.0,1,0
52.0,89724.0,64099.86487269402,710,42190,36,2,5,unemployed,high_school,26.0,1,1
29.0,32207.0,12008.665335842436,307,31014,48,1,1,self_employed,bachelors,16.0,3,1
60.0,85774.0,51533.32220405029,843,77999,48,0,0,self_employed,bachelors,22.0,3,0
47.0,52972.0,31806.305330772288,767,55278,48,0,8,salaried,bachelors,7.0,1,0
55.0,30799.0,10755.325490190413,619,6780,24,3,4,self_employed,bachelors,27.0,3,1
24.0,91088.0,48266.73390935955,693,64258,12,1,9,salaried,high_school,24.0,0,0
33.0,48916.0,37631.40356369229,568,47192,24,1,9,contract,masters,28.0,4,1
22.0,90463.0,69736.52380857663,490,64300,12,3,3,salaried,bachelors,18.0,0,1
,113500.0,40244.911232611084,360,48923,36,4,7,self_employed,high_school,8.0,2,1
51.0,,20993.78913067842,737,7395,36,1,4,salaried,bachelors,9.0,1,0
51.0,57158.0,25405.73144096214,563,20779,24,1,6,salaried,masters,4.0,0,1
38.0,104607.0,81710.75942807208,394,76028,24,1,2,salaried,bachelors,9.0,0,1
44.0,139639.0,51791.60544239308,769,34722,36,4,7,salaried,high_school,21.0,3,0
36.0,133945.0,93225.4844503633,813,12111,60,0,7,self_employed,bachelors,0.0,3,0
58.0,91696.0,32610.86546082371,493,14984,48,3,2,salaried,bachelors,24.0,3,1
42.0,81510.0,52388.58155244188,781,77328,48,4,8,salaried,bachelors,24.0,2,1
35.0,140076.0,69454.86564527733,635,31924,36,2,7,self_employed,masters,21.0,0,0
23.0,78692.0,57752.26966554051,734,57703,48,2,0,salaried,bachelors,23.0,4,0
,81744.0,35029.735626829286,495,37577,60,4,7,salaried,bachelors,3.0,3,1
60.0,35810.0,23332.39963074995,548,12711,60,4,3,contract,phd,20.0,2,0
59.0,25126.0,10794.767650064527,797,9096,12,0,5,salaried,bachelors,4.0,2,0
55.0,50009.0,34631.890403985635,511,71555,24,2,9,salaried,bachelors,22.0,3,1
59.0,119120.0,92975.89011228202,765,13254,48,3,8,salaried,bachelors,6.0,1,0
55.0,131718.0,48701.54365755821,520,10965,60,1,4,salaried,bachelors,22.0,0,1
39.0,110932.0,86152.85611000202,572,62987,24,1,6,salaried,bachelors,4.0,3,1
51.0,20192.0,12649.609345423427,453,37963,24,0,0,salaried,bachelors,19.0,4,1
36.0,136464.0,50479.50331412266,548,8273,12,0,8,self_employed,phd,7.0,0,0
48.0,56413.0,30189.305277524087,578,20330,24,2,5,salaried,masters,16.0,2,0
55.0,32816.0,12748.135265053834,739,26494,24,3,3,salaried,masters,0.0,4,1
59.0,59082.0,40482.474683508066,575,8212,36,3,5,salaried,bachelors,21.0,0,0
54.0,85048.0,61011.51940278779,813,6080,12,4,4,self_employed,bachelors,17.0,4,0
45.0,143130.0,51267.46077065515,387,37675,12,0,2,unemployed,high_school,11.0,2,1
36.0,70940.0,41030.058632586944,804,27007,48,1,6,salaried,bachelors,2.0,3,0
51.0,52130.0,38995.52229384708,540,51815,24,1,2,unemployed,masters,19.0,4,1
63.0,60142.0,49009.09470472802,535,5639,48,2,1,salaried,bachelors,13.0,3,0
38.0,149564.0,87111.28242175136,427,68593,60,1,3,salaried,masters,15.0,2,0
26.0,56468.0,46453.601959388914,802,8736,24,3,6,salaried,high_school,17.0,2,1
50.0,,35677.73602504898,499,21473,60,3,4,salaried,bachelors,9.0,4,1
,30655.0,15842.650286578097,842,39019,36,0,8,salaried,bachelors,22.0,4,0
31.0,67897.0,52043.846300645775,801,41820,24,2,9,salaried,bachelors,14.0,2,1
38.0,50075.0,28599.86007440385,791,62589,48,1,6,salaried,masters,9.0,4,0
31.0,29359.0,16427.722194215108,320,70807,48,0,8,salaried,phd,0.0,4,1
38.0,149048.0,84908.45275685586,533,23414,24,4,8,salaried,high_school,18.0,4,1
41.0,122197.0,93570.12278041251,715,29220,48,4,1,salaried,high_school,1.0,4,0
45.0,125115.0,94783.10129356536,447,65531,24,1,0,contract,high_school,12.0,0,1
26.0,62056.0,32389.26015797836,328,47425,12,1,3,salaried,bachelors,24.0,2,1
55.0,71831.0,34716.99422889783,660,14387,48,1,3,self_employed,bachelors,15.0,2,0
27.0,79191.0,45183.249683425485,607,32584,24,3,1,self_employed,masters,7.0,1,0
23.0,138592.0,85237.52821821698,461,49783,24,1,2,salaried,bachelors,2.0,3,0
34.0,141948.0,61191.7197058226,360,44809,48,4,2,salaried,bachelors,20.0,1,0
64.0,53272.0,39244.16640013292,424,59327,12,1,4,salaried,masters,18.0,4,1
64.0,128117.0,72714.79187353744,755,15857,48,2,0,self_employed,bachelors,13.0,4,0
32.0,34671.0,16771.23126509763,370,47261,24,4,8,salaried,bachelors,10.0,0,1
44.0,47048.0,16878.542742333408,765,78588,12,2,7,salaried,high_school,28.0,0,1
37.0,96274.0,41529.21843498327,542,21995,60,4,7,salaried,bachelors,11.0,0,1
52.0,45963.0,37786.39577358116,789,18580,36,0,2,contract,bachelors,10.0,0,0
32.0,63954.0,29917.989953970802,520,23240,48,4,1,salaried,bachelors,27.0,0,0
37.0,92309.0,36265.677678199914,772,51111,24,4,0,self_employed,phd,10.0,0,0
29.0,122120.0,67577.54872429927,832,39866,12,2,5,salaried,phd,21.0,0,0
25.0,115430.0,54124.92601884042,793,78401,12,2,9,contract,masters,20.0,0,0
61.0,20717.0,6615.71680332758,381,17211,60,4,0,salaried,bachelors,26.0,0,1
25.0,31676.0,15132.57134639855,821,63985,48,4,4,salaried,masters,17.0,2,1
46.0,24434.0,14642.312564535336,311,38268,12,3,8,contract,bachelors,29.0,0,1
24.0,69810.0,42126.272379892645,562,8646,60,0,8,self_employed,bachelors,9.0,3,0
53.0,123361.0,61200.30579141619,748,60371,24,0,3,salaried,bachelors,15.0,0,0
24.0,138696.0,75730.30669466588,491,47816,60,1,6,salaried,high_school,7.0,4,1
48.0,114636.0,95266.51164111838,413,49112,48,4,6,self_employed,bachelors,5.0,4,1
50.0,24994.0,12685.496311941926,325,56048,60,4,3,contract,bachelors,29.0,0,1
53.0,24234.0,10712.027725898335,798,59911,12,4,4,salaried,phd,18.0,0,1
40.0,89300.0,38747.88386933892,807,6778,12,4,8,self_employed,bachelors,12.0,4,0
42.0,63949.0,35285.17406979918,844,50752,36,0,6,self_employed,phd,14.0,3,1
26.0,57405.0,41201.639775402895,361,75726,60,2,6,salaried,bachelors,12.0,1,1
39.0,54872.0,22678.241003534447,528,32289,24,3,9,self_employed,high_school,0.0,2,1
49.0,62215.0,42935.372202534585,334,49788,48,2,6,salaried,bachelors,20.0,4,1
63.0,43185.0,13457.845316739498,755,9747,36,2,8,unemployed,bachelors,27.0,0,1
43.0,63442.0,33650.470294091625,801,79822,60,0,4,self_employed,high_school,26.0,2,1
42.0,143263.0,104112.91625988077,324,5045,24,3,5,self_employed,bachelors,1.0,0,1
27.0,71759.0,34896.62599537958,331,12758,36,4,2,salaried,bachelors,12.0,1,0
22.0,61153.0,37306.718230579776,311,28437,12,0,0,salaried,bachelors,1.0,1,0
26.0,97535.0,40256.45721052137,618,24585,48,0,1,salaried,masters,24.0,4,0
62.0,122023.0,86404.1769862639,300,14854,60,3,7,self_employed,bachelors,10.0,2,1
33.0,22581.0,7423.5829370015235,734,57076,24,1,0,self_employed,high_school,12.0,2,1
47.0,71717.0,55143.09047439494,435,61950,12,0,9,salaried,masters,9.0,1,1
,22763.0,9310.249389264038,495,22349,36,2,6,self_employed,bachelors,22.0,0,1
35.0,112910.0,88173.55496810318,432,26348,48,2,4,contract,masters,21.0,4,0
47.0,75480.0,37278.898923349676,385,39296,36,4,5,salaried,masters,14.0,3,1
48.0,58759.0,40982.9902839005,775,24455,36,0,7,salaried,phd,28.0,1,0
30.0,96067.0,45686.959175334174,623,59021,24,4,3,self_employed,bachelors,0.0,1,1
47.0,138094.0,110233.73148011259,479,76923,12,0,5,salaried,bachelors,13.0,4,1
43.0,45307.0,16747.751535223542,815,44293,60,3,2,self_employed,bachelors,9.0,0,0
51.0,116371.0,46337.28951859287,474,51116,24,0,6,salaried,bachelors,,2,1
64.0,31064.0,17742.71829436317,320,45484,48,1,1,unemployed,bachelors,10.0,1,1
38.0,96848.0,33418.9656691815,404,35215,36,2,7,salaried,bachelors,6.0,4,1
47.0,57548.0,23467.447218069345,742,8404,48,3,6,salaried,masters,14.0,4,1
57.0,56945.0,46642.02714928474,348,42260,24,2,7,salaried,high_school,2.0,4,1
,67937.0,56867.97796017221,827,70642,24,4,1,salaried,masters,1.0,2,0
29.0,26476.0,13421.81310184374,444,51009,60,3,2,salaried,masters,21.0,1,1
56.0,71756.0,57965.02144813179,639,34605,36,1,3,salaried,bachelors,7.0,4,0
36.0,,35979.21429722325,653,58205,24,2,8,unemployed,bachelors,7.0,2,1
43.0,22382.0,10035.156729152659,374,42569,48,0,4,contract,bachelors,10.0,0,1
,69683.0,47824.78754458264,618,10580,60,0,5,salaried,phd,15.0,3,0
47.0,107999.0,71538.1049145529,386,10400,48,0,0,self_employed,high_school,1.0,1,0
49.0,65276.0,55094.179381577924,341,44643,36,3,3,salaried,bachelors,21.0,2,0
44.0,53402.0,23805.3303832268,392,44015,60,1,3,contract,bachelors,27.0,3,0
35.0,111881.0,74919.1790695137,806,76713,60,1,9,self_employed,phd,4.0,3,1
45.0,130300.0,42818.28240418531,828,77805,60,1,7,salaried,masters,6.0,2,0
23.0,46946.0,17018.174812960904,564,19974,12,2,7,self_employed,bachelors,19.0,2,0
47.0,99698.0,30124.25978023075,591,19037,60,3,9,self_employed,high_school,27.0,2,0
35.0,134690.0,114446.54752256005,763,21167,48,0,5,salaried,bachelors,12.0,4,0
28.0,132309.0,98074.1168277371,396,48148,48,2,7,contract,high_school,1.0,0,1
24.0,93933.0,68824.48911863113,394,77153,36,1,8,contract,masters,25.0,4,1
44.0,42335.0,24569.089368528796,625,26534,24,0,4,salaried,masters,2.0,3,0
64.0,65095.0,30271.576718951288,373,61879,24,3,0,self_employed,masters,,3,1
39.0,99930.0,38292.711970495366,635,70839,12,4,0,unemployed,bachelors,9.0,3,1
59.0,149974.0,68473.79510606774,367,34756,60,1,1,salaried,bachelors,23.0,2,0
56.0,47197.0,23918.69256876427,376,17683,12,1,1,salaried,high_school,12.0,1,1
36.0,147619.0,105690.85711337373,507,54485,36,1,4,salaried,bachelors,24.0,4,1
46.0,42010.0,25072.155463501793,520,16025,36,1,6,contract,high_school,20.0,1,1
58.0,44123.0,15117.245529979158,561,23715,24,0,6,self_employed,masters,12.0,0,1
49.0,107923.0,33447.059603629976,709,75097,36,3,3,salaried,high_school,4.0,0,0
31.0,22890.0,8155.310974244088,630,22116,60,2,3,unemployed,masters,22.0,4,1
60.0,113305.0,59572.85621551487,643,41744,48,0,9,self_employed,bachelors,6.0,3,1
38.0,129162.0,105041.78495353693,373,7124,36,3,2,contract,bachelors,16.0,0,1
60.0,140927.0,91683.07070815458,553,43051,12,2,1,salaried,high_school,27.0,1,1
43.0,28026.0,20767.38496845115,631,12176,60,1,2,salaried,bachelors,14.0,1,0
47.0,84925.0,47261.27434106434,697,69818,36,3,7,self_employed,bachelors,29.0,2,1
46.0,88842.0,44324.72598976769,644,23676,36,1,0,salaried,masters,4.0,3,0
38.0,53665.0,19299.018301010656,754,50177,60,3,3,self_employed,high_school,23.0,2,0
34.0,29277.0,22887.68009980004,414,5997,36,4,6,contract,masters,6.0,4,1
,62239.0,45480.40337566721,612,64330,48,1,4,salaried,masters,26.0,0,1
46.0,67664.0,26555.748625718858,527,48769,24,1,1,contract,high_school,1.0,2,0
25.0,68008.0,39563.1990354532,544,16231,60,1,0,salaried,masters,29.0,2,0
31.0,34683.0,19701.891254722897,825,77976,12,0,5,salaried,bachelors,23.0,4,1
24.0,20670.0,13307.3533167168,827,60965,36,2,4,salaried,masters,17.0,1,1
62.0,109211.0,89597.0092838238,726,66517,24,1,2,salaried,high_school,9.0,1,0
39.0,37889.0,23448.528086316226,341,32387,12,1,8,salaried,high_school,0.0,4,1
57.0,75612.0,45149.3993866157,764,9090,12,0,2,contract,bachelors,26.0,1,0
43.0,64535.0,21146.674762316197,577,29945,48,0,1,self_employed,bachelors,26.0,4,0
55.0,98542.0,32972.06567597246,318,45239,24,4,4,salaried,masters,13.0,1,0
29.0,74319.0,29953.584401538592,365,8743,60,3,8,self_employed,masters,26.0,4,1
61.0,134072.0,42615.98171624084,466,35924,24,1,7,salaried,phd,18.0,1,0
,112067.0,79438.03092131452,702,15196,24,3,5,salaried,high_school,15.0,2,0
63.0,41639.0,29057.01279040255,708,73860,12,0,2,self_employed,high_school,18.0,2,0
62.0,84712.0,31752.677652145336,411,46400,48,0,5,self_employed,bachelors,5.0,1,1
58.0,36633.0,27835.34310505844,573,53795,48,4,4,self_employed,bachelors,11.0,4,1
27.0,141145.0,54359.501188594964,706,56553,24,2,0,salaried,bachelors,2.0,2,0
,54660.0,25452.2416719016,672,29111,24,0,4,self_employed,bachelors,6.0,0,1
55.0,88975.0,38876.49578158535,338,68083,36,1,6,self_employed,high_school,23.0,1,1
27.0,52172.0,26334.803270714176,404,66600,12,4,8,unemployed,bachelors,2.0,0,1
58.0,79197.0,34851.833446953024,623,55022,60,2,0,salaried,bachelors,24.0,0,1
54.0,121158.0,68929.57398998649,713,8199,60,4,2,self_employed,bachelors,16.0,3,0
43.0,78847.0,41321.68907164508,728,55897,48,0,7,self_employed,masters,14.0,0,0
42.0,31577.0,26607.197645686338,360,43038,12,2,5,unemployed,high_school,18.0,0,1
27.0,97299.0,32182.567867619426,606,60038,48,3,4,salaried,phd,27.0,3,1
27.0,40176.0,15194.55343775603,653,12897,60,2,9,salaried,bachelors,18.0,3,0
25.0,64386.0,21186.486402859602,692,69541,24,1,1,salaried,phd,22.0,3,0
51.0,83972.0,54095.82525378303,503,19892,12,3,2,salaried,bachelors,10.0,4,0
32.0,140018.0,46203.15400270281,557,13271,12,3,1,salaried,bachelors,26.0,3,1
51.0,109791.0,83445.75536344408,785,29815,36,1,0,salaried,bachelors,20.0,4,0
52.0,61003.0,35477.2857581193,816,50612,24,3,6,self_employed,masters,19.0,1,0
45.0,39996.0,23591.808324019665,745,38357,24,0,2,salaried,bachelors,1.0,4,1
30.0,120922.0,73626.62208386567,479,21267,48,2,6,salaried,bachelors,,1,0
24.0,106598.0,41994.019705656196,641,23268,12,2,6,salaried,phd,18.0,3,0
52.0,55931.0,22860.658988923024,432,19263,48,1,7,salaried,bachelors,6.0,3,1
61.0,144168.0,68530.19069217544,742,75935,24,0,0,unemployed,bachelors,9.0,1,0
58.0,55710.0,34898.026928989435,552,64660,36,3,4,self_employed,bachelors,11.0,2,1
57.0,143099.0,59466.90399059782,564,70527,12,2,9,contract,bachelors,22.0,4,1
45.0,54693.0,19907.2921336547,392,68379,24,2,8,salaried,bachelors,26.0,0,1
52.0,55740.0,46462.873386929874,710,46271,36,2,6,contract,bachelors,17.0,3,0
27.0,97241.0,30347.943509646397,437,71612,60,2,0,salaried,phd,22.0,4,0
23.0,128944.0,95609.85782850638,507,12235,24,4,7,self_employed,masters,5.0,4,1
41.0,113583.0,83303.96801679886,606,21417,60,1,2,salaried,high_school,25.0,3,0
49.0,96502.0,44725.5660278537,565,39609,48,3,3,self_employed,bachelors,19.0,1,1
32.0,37374.0,14000.100030661533,617,38902,60,3,3,self_employed,phd,26.0,3,0
25.0,96674.0,36745.37708538006,412,28645,24,1,9,salaried,masters,20.0,4,1
36.0,136500.0,93309.67866408222,677,67873,60,0,7,salaried,phd,27.0,2,0
27.0,101471.0,66315.72518225783,753,69558,12,1,0,self_employed,bachelors,7.0,1,0
51.0,65913.0,48150.113594812414,490,67233,24,2,7,salaried,masters,4.0,3,1
59.0,143683.0,117189.95901160131,739,28401,36,2,8,salaried,masters,2.0,0,0
23.0,86025.0,58545.178283754714,486,12771,60,1,8,salaried,bachelors,1.0,3,0
36.0,64516.0,24885.004752684108,666,46335,12,1,4,salaried,bachelors,21.0,4,1
32.0,107796.0,46771.97717426432,388,79451,48,3,3,contract,bachelors,5.0,4,1
29.0,46069.0,35160.16264317643,486,72449,48,3,3,salaried,bachelors,6.0,0,1
47.0,138333.0,57424.565563605465,431,6942,60,4,8,salaried,masters,7.0,1,1
26.0,76233.0,25910.62658361504,675,25388,48,4,7,contract,masters,3.0,4,0
27.0,104811.0,71984.61715932228,398,62042,36,2,9,self_employed,masters,11.0,1,1
47.0,79049.0,41215.31823132713,333,58740,24,4,9,salaried,masters,23.0,1,1
25.0,121820.0,98189.60356062811,470,70873,12,4,6,contract,bachelors,11.0,3,1
40.0,138028.0,90772.77382410376,665,52024,60,0,2,salaried,bachelors,16.0,1,0
41.0,59178.0,20696.347847265195,358,28450,48,1,3,salaried,masters,21.0,4,0
54.0,52821.0,43383.002456398084,480,61965,24,3,8,unemployed,bachelors,21.0,4,1
41.0,71727.0,31718.145267018157,318,15057,36,4,7,contract,bachelors,18.0,2,1
33.0,80935.0,39291.26110106801,525,13983,48,3,0,salaried,bachelors,8.0,1,0
22.0,36999.0,19285.478175232554,772,24995,48,4,2,salaried,high_school,11.0,2,1
,82522.0,27081.522263332205,394,43886,12,4,9,salaried,bachelors,27.0,3,0
35.0,58712.0,33646.8774085018,596,7673,36,2,1,salaried,bachelors,20.0,2,0
59.0,84551.0,31099.98595639887,474,39890,36,0,1,salaried,bachelors,16.0,1,1
58.0,60172.0,31321.552573620324,521,28466,60,1,7,salaried,phd,22.0,4,1
32.0,53722.0,26479.057176780916,353,55406,12,1,5,contract,masters,9.0,3,0
57.0,30625.0,22205.025155215168,702,8688,60,2,5,contract,masters,29.0,1,1
34.0,87165.0,64654.096705556854,617,74284,12,2,3,salaried,bachelors,18.0,3,0
64.0,96509.0,37095.84812656867,648,18665,36,1,0,self_employed,masters,25.0,0,0
24.0,26859.0,13472.55908800025,742,25641,12,1,6,salaried,masters,25.0,1,1
54.0,61609.0,31133.753193905566,839,37500,12,0,7,salaried,bachelors,10.0,0,0
27.0,63307.0,24264.037535843956,581,40797,12,4,1,salaried,phd,19.0,2,1
31.0,130986.0,96818.22694694938,659,50950,24,0,1,self_employed,high_school,21.0,1,0
26.0,121582.0,83767.0290386226,307,30046,24,1,0,salaried,phd,23.0,0,1
44.0,41839.0,16932.6609562849,790,14638,36,4,3,contract,bachelors,12.0,4,0
31.0,47216.0,23688.12789989065,640,26173,12,1,5,self_employed,bachelors,3.0,2,0
23.0,72953.0,26131.236688096506,771,18222,36,0,4,salaried,high_school,14.0,1,0
34.0,104481.0,67443.90940898308,548,55064,24,0,3,salaried,bachelors,11.0,1,1
,80593.0,29557.850133330798,534,42010,12,0,3,self_employed,bachelors,24.0,4,1
23.0,92075.0,77551.43871687663,382,23095,60,4,9,contract,phd,23.0,4,1
41.0,69522.0,50707.61855804726,392,6439,24,3,6,self_employed,phd,25.0,0,1
22.0,119161.0,61323.96869383814,693,10375,24,3,6,salaried,phd,9.0,0,0
58.0,24886.0,15384.778110287209,567,25600,24,1,1,self_employed,bachelors,21.0,0,0
30.0,131249.0,105161.6861201231,716,7466,12,4,6,salaried,phd,6.0,3,0
38.0,27485.0,16621.680296923605,828,50097,48,2,1,unemployed,bachelors,23.0,2,0
30.0,51455.0,20374.850789683733,552,58276,60,3,3,self_employed,masters,1.0,1,1
32.0,131984.0,67085.73102566306,421,55117,60,4,0,self_employed,bachelors,20.0,2,0
36.0,36767.0,28080.048988901755,309,51971,36,4,4,salaried,bachelors,28.0,4,1
45.0,132701.0,86828.54128916106,615,11928,12,3,0,self_employed,phd,6.0,2,0
59.0,48453.0,31877.151726769094,572,60309,24,4,3,salaried,phd,7.0,2,1
56.0,96280.0,74785.66495314827,605,79647,48,4,8,salaried,bachelors,20.0,0,1
51.0,122638.0,97090.68730159766,509,45888,12,3,7,salaried,masters,18.0,4,1
52.0,73442.0,59185.87333114396,763,48832,12,0,5,contract,high_school,5.0,2,0
26.0,71877.0,25312.711504901403,715,14404,48,1,7,self_employed,masters,20.0,1,0
35.0,32226.0,19312.052496594588,515,38639,24,2,4,salaried,bachelors,7.0,0,1
32.0,113405.0,80209.11523956987,379,65598,12,1,6,contract,high_school,24.0,2,1
30.0,42588.0,30506.200264148098,779,71399,60,0,7,salaried,high_school,24.0,4,1
55.0,,38021.634665010126,846,32684,60,0,6,salaried,high_school,27.0,1,0
33.0,51709.0,20256.123473256936,317,73591,48,4,3,salaried,masters,27.0,4,1
56.0,67788.0,50066.94948082865,464,7682,24,1,4,self_employed,high_school,21.0,4,1
56.0,108031.0,75196.1911090242,824,43046,48,0,9,salaried,bachelors,19.0,4,0
22.0,57019.0,19806.956556874975,501,26832,12,1,5,salaried,bachelors,3.0,3,1
61.0,64948.0,36052.33627112327,645,21997,60,0,5,self_employed,bachelors,24.0,1,0
43.0,85133.0,33686.069874419336,665,39640,36,2,8,salaried,masters,19.0,4,1
50.0,134444.0,65287.67016360913,747,45491,48,0,9,self_employed,bachelors,23.0,3,0
29.0,86458.0,26797.19028845553,812,68043,36,1,1,salaried,bachelors,8.0,0,0
32.0,137603.0,71578.52498560905,618,77725,36,4,5,self_employed,bachelors,4.0,3,1
62.0,47526.0,28631.19780517853,516,50520,60,1,2,self_employed,bachelors,28.0,0,1
58.0,93493.0,59907.54944315056,333,67919,48,3,1,self_employed,masters,5.0,3,1
