credit_score,monthly_income,loan_amount,debt_to_income_ratio,employment_stability,late_payment_rate,total_debt_burden,default
577,4365.51,35621,0.2138,7,0.0539,933.3,0
653,5631.6,32449,0.3559,8,0.0914,2004.05,0
555,1931.34,14079,0.142,4,0.0982,274.33,0
398,8944.99,7895,0.5177,4,0.0255,4630.83,1
581,4992.52,28979,0.3712,9,0.0675,1853.07,0
702,18594.12,46703,0.3307,4,0.2629,6149.38,1
408,5547.12,13552,0.25,1,0.026,1386.63,0
498,8685.76,28394,0.3875,6,0.3198,3365.37,0
602,7933.01,49821,0.1825,7,0.3017,1448.06,0
626,3195.3,33276,0.3019,4,0.0299,964.63,0
453,2702.32,34630,0.3396,7,0.0436,917.58,0
704,3751.94,5527,0.4189,5,0.1845,1571.67,0
761,4018.75,13247,0.1747,3,0.0134,702.0,0
431,2598.19,18603,0.4443,6,0.0459,1154.37,0
383,10499.89,37563,0.2649,7,0.1357,2781.06,1
698,4628.33,46564,0.3755,8,0.041,1737.95,0
408,16848.48,46502,0.5005,4,0.101,8433.14,1
520,8143.3,1527,0.5801,8,0.0235,4724.31,0
667,4745.06,3922,0.1049,7,0.1602,497.81,0
446,13252.89,6849,0.2974,0,0.0476,3941.1,0
411,4311.78,31300,0.1284,7,0.0436,553.76,1
793,10225.24,28780,0.1173,7,0.0834,1198.91,0
804,3273.57,46724,0.0244,6,0.0007,79.71,0
774,3403.39,29140,0.5399,0,0.0425,1837.57,0
570,3666.04,18230,0.705,5,0.0305,2584.48,0
720,4664.15,27693,0.1614,1,0.0779,752.69,0
666,4725.18,7959,0.2676,5,0.5675,1264.52,0
579,4243.88,36854,0.2459,1,0.0576,1043.71,0
582,2961.14,43730,0.613,1,0.3428,1815.22,0
339,11980.51,20667,0.3473,6,0.1395,4161.0,0
488,5052.62,27401,0.1717,9,0.1893,867.42,0
463,3595.23,49187,0.1243,0,0.1497,446.98,0
835,5712.76,4323,0.8748,4,0.0072,4997.57,0
835,7343.5,1445,0.3406,0,0.1722,2501.41,0
303,14448.98,18409,0.5268,8,0.1957,7611.79,1
589,4268.98,10963,0.5295,4,0.0663,2260.34,0
732,1975.58,16437,0.5812,4,0.2254,1148.24,0
770,3824.75,17855,0.7907,3,0.04,3024.3,0
480,4107.79,17411,0.3145,2,0.0313,1292.06,0
547,10591.88,11847,0.6957,7,0.0758,7369.23,0
578,3508.79,4236,0.1384,6,0.1262,485.56,0
553,13758.12,14487,0.9495,8,0.0995,13063.11,0
480,4155.38,12848,0.2701,5,0.1348,1122.56,0
808,16065.01,14155,0.2019,0,0.0402,3242.99,0
625,1532.93,12255,0.4163,4,0.1343,638.1,0
656,10663.23,2979,0.3596,4,0.0717,3834.33,0
690,12201.58,22305,0.0468,6,0.1948,570.45,0
384,14478.92,10007,0.2663,9,0.0224,3856.35,0
616,1552.65,36094,0.6692,0,0.1105,1039.02,0
511,2253.52,36098,0.4436,0,0.1589,999.77,1
814,5742.54,25030,0.0777,5,0.0868,446.2,0
683,1603.21,34770,0.7502,5,0.0279,1202.76,0
641,1762.89,10734,0.4668,8,0.2662,822.96,0
337,2499.38,7448,0.211,2,0.2575,527.37,1
810,4373.37,40605,0.3598,4,0.0192,1573.72,0
719,4657.77,13396,0.629,4,0.0238,2929.77,0
468,1639.45,28881,0.4038,0,0.1157,661.93,1
642,2247.09,32177,0.1777,5,0.0053,399.33,0
605,4270.23,41122,0.3645,3,0.044,1556.62,0
841,5105.02,48019,0.4727,5,0.0161,2413.37,0
836,2142.56,36297,0.3669,7,0.0323,786.1,0
411,3535.59,46977,0.415,7,0.1736,1467.21,1
710,10890.39,37680,0.4801,2,0.0051,5228.27,0
505,28747.19,18916,0.0198,8,0.0142,568.93,0
484,18937.76,32239,0.489,3,0.0905,9260.17,0
681,10037.26,45084,0.3122,0,0.1042,3133.83,0
795,3507.86,35189,0.2375,8,0.0106,833.04,0
678,6140.77,14510,0.3637,4,0.1213,2233.09,0
346,3655.48,25966,0.2856,7,0.0497,1043.92,1
827,5682.49,23152,0.2739,6,0.0993,1556.25,0
803,2980.97,20202,0.498,4,0.2778,1484.55,0
321,5227.67,27445,0.1106,7,0.0295,578.34,1
512,4467.32,12152,0.6355,0,0.303,2838.86,1
609,1599.14,6617,0.3714,3,0.078,593.98,0
571,7756.0,2195,0.3708,4,0.1449,2875.89,1
501,1547.88,39997,0.1809,3,0.0654,280.04,1
331,2887.78,26433,0.059,5,0.2454,170.25,0
742,1523.77,6305,0.3023,8,0.2527,460.64,0
461,3387.71,9077,0.3976,0,0.0309,1346.99,0
553,1760.97,49648,0.4153,9,0.0484,731.38,0
820,11290.95,32385,0.5234,1,0.1307,5909.96,0
779,3649.22,43113,0.0556,0,0.0053,203.05,0
309,3961.01,38968,0.4721,6,0.2703,1870.17,1
804,3222.21,43642,0.3962,1,0.1511,1276.6,0
735,5450.14,34062,0.5458,8,0.0596,2974.85,0
410,7637.47,7097,0.0899,7,0.0275,686.52,1
452,5678.16,40180,0.3397,9,0.0486,1928.82,0
401,7016.59,42604,0.3913,0,0.2169,2745.78,1
490,10956.72,45593,0.723,2,0.0221,7921.32,0
380,9467.09,7678,0.3507,5,0.0202,3319.88,0
788,5984.15,33121,0.2284,2,0.0069,1366.67,0
387,2466.44,49503,0.56,8,0.1205,1381.21,1
493,5561.16,22404,0.0707,9,0.5779,393.29,1
403,4321.55,6743,0.3975,9,0.0567,1717.91,0
395,6552.33,17494,0.48,1,0.0609,3144.88,0
722,8657.41,42543,0.3835,5,0.0225,3320.41,0
497,6930.38,45185,0.3582,1,0.1849,2482.38,0
300,8997.81,10678,0.1441,2,0.2109,1296.52,1
706,1763.99,38632,0.4084,9,0.1689,720.35,0
677,1628.52,47235,0.1703,8,0.0659,277.36,0
466,2696.32,2648,0.4262,8,0.041,1149.29,0
808,10737.07,16677,0.1754,1,0.0267,1883.49,0
612,8441.35,49686,0.2505,7,0.0021,2114.64,0
717,6091.97,23765,0.2994,2,0.0309,1824.01,0
776,6326.02,3381,0.7672,1,0.1661,4853.03,0
372,6688.31,17489,0.2929,9,0.2256,1959.32,0
440,12931.03,12745,0.2342,7,0.0422,3027.92,0
561,8639.72,6818,0.3081,2,0.1829,2661.73,0
639,5406.18,43654,0.2034,7,0.0644,1099.7,0
607,5883.05,34149,0.4623,5,0.0791,2719.53,0
544,2461.87,28312,0.2102,0,0.0738,517.39,0
814,5783.82,38124,0.0996,1,0.023,576.07,0
636,3711.31,39686,0.4432,1,0.0551,1645.0,0
375,2164.04,2316,0.3874,6,0.1761,838.4,0
474,8067.9,6454,0.2908,5,0.1689,2346.11,0
408,4355.42,14107,0.7121,1,0.36,3101.36,1
482,16663.66,5074,0.8544,0,0.1514,14237.63,1
491,2823.36,22188,0.2075,4,0.1605,585.72,0
364,4120.86,48579,0.4103,1,0.058,1690.94,1
773,3876.8,32968,0.3282,9,0.0238,1272.37,0
399,2014.88,41389,0.0248,9,0.0239,50.03,0
843,3721.31,24102,0.5384,5,0.058,2003.44,0
427,2856.2,49894,0.1412,1,0.1096,403.27,0
751,2198.94,42422,0.2486,8,0.1079,546.57,0
668,2826.01,32957,0.1307,4,0.0135,369.24,0
342,2562.39,13872,0.0916,6,0.1347,234.75,1
718,6798.14,48719,0.2197,3,0.042,1493.63,0
787,1625.03,9349,0.1528,1,0.3146,248.29,0
377,5343.72,20693,0.5174,2,0.0466,2764.88,1
569,7219.5,33627,0.1781,4,0.0769,1285.62,0
614,4121.27,44677,0.2642,0,0.1494,1088.84,0
467,12227.48,11760,0.0555,3,0.1816,678.87,0
638,6422.37,12584,0.0193,3,0.2452,123.82,0
492,7012.09,3106,0.6969,1,0.0908,4886.58,0
752,2377.27,14669,0.2519,8,0.1246,598.93,0
582,7507.64,26223,0.3969,5,0.2384,2979.67,0
635,8637.42,36706,0.403,8,0.1182,3481.11,0
689,3293.07,3483,0.3465,5,0.1453,1140.94,0
824,2459.95,28482,0.6515,1,0.0338,1602.62,0
539,3444.86,35143,0.0631,0,0.148,217.41,0
782,6882.27,25240,0.9265,3,0.0501,6376.41,0
757,3662.66,11015,0.2927,0,0.0893,1072.07,0
388,6837.11,17628,0.105,7,0.0099,717.65,0
394,1982.19,26443,0.4328,0,0.0518,857.84,0
751,8059.83,31819,0.4624,4,0.045,3726.8,0
727,2667.87,16060,0.5289,8,0.0796,1411.1,0
450,2645.02,28437,0.4239,0,0.3223,1121.3,1
813,5070.11,11654,0.2263,3,0.257,1147.54,0
675,1790.79,15253,0.2817,7,0.0178,504.48,0
321,1606.6,12565,0.2901,7,0.164,466.09,1
612,2709.98,28597,0.6323,0,0.0344,1713.53,0
818,4589.35,28768,0.136,7,0.1781,624.34,0
505,11027.22,1087,0.7068,2,0.0262,7793.74,0
674,8994.53,10432,0.1496,6,0.2241,1345.63,0
750,4196.88,9764,0.5574,9,0.069,2339.51,0
478,1651.02,1178,0.7066,0,0.0263,1166.55,1
509,4565.05,27301,0.0084,4,0.0428,38.39,0
799,6380.35,36408,0.5983,3,0.2274,3817.33,0
763,3157.0,42965,0.0557,3,0.2488,175.69,0
423,1970.92,32913,0.5393,4,0.1223,1062.85,0
412,2806.07,19732,0.1454,2,0.2341,407.94,1
311,7406.43,3421,0.4985,6,0.1455,3691.9,0
425,3230.79,44715,0.3201,1,0.0566,1034.02,1
630,8184.86,21526,0.3051,0,0.019,2496.86,0
582,3039.84,29317,0.1009,5,0.2291,306.82,1
439,2214.38,2217,0.2049,0,0.245,453.75,0
700,3789.73,36242,0.6365,6,0.0206,2412.01,0
396,3907.92,1929,0.1005,7,0.0417,392.82,1
816,1564.96,41726,0.3464,1,0.0523,542.04,0
368,1997.92,35270,0.4611,3,0.3299,921.24,1
417,2317.91,34188,0.6078,6,0.2243,1408.8,1
358,1982.29,14580,0.1765,5,0.1647,349.96,1
332,3171.32,49608,0.5778,1,0.082,1832.39,1
617,14866.76,39598,0.1508,3,0.0644,2241.23,0
349,4347.06,31431,0.5674,2,0.1033,2466.73,1
788,5450.67,21742,0.562,8,0.0513,3063.24,0
318,3262.63,18833,0.3699,5,0.0408,1206.77,1
496,3063.22,31885,0.2933,1,0.007,898.35,0
749,1593.68,6811,0.626,1,0.0736,997.67,0
751,4275.26,9619,0.2646,2,0.0289,1131.31,0
588,4143.56,25255,0.1292,4,0.3066,535.33,1
440,2187.1,25972,0.0463,5,0.0115,101.23,0
383,7281.19,14527,0.7139,4,0.0719,5198.22,0
690,4214.41,49991,0.3042,0,0.0564,1281.92,0
514,3155.97,33874,0.0796,0,0.1215,251.37,0
825,2135.56,5049,0.2823,6,0.0449,602.9,0
514,4713.28,42057,0.6165,9,0.09,2905.63,1
702,7090.51,2903,0.3578,6,0.2248,2536.87,0
427,2825.14,45261,0.3636,9,0.0011,1027.23,1
776,2487.67,6376,0.2857,5,0.0343,710.69,0
703,4452.03,1042,0.0972,8,0.2334,432.72,0
328,2175.3,23769,0.2736,1,0.086,595.21,1
637,5893.81,2577,0.2363,0,0.2712,1392.76,0
660,5218.96,13382,0.2997,5,0.0072,1564.12,0
691,1864.44,23449,0.701,5,0.1885,1306.9,1
517,1648.82,39653,0.2915,8,0.129,480.64,0
501,5373.38,29859,0.6843,9,0.0055,3676.91,0
316,2894.22,9576,0.2557,0,0.0842,739.94,1
621,1861.65,46874,0.322,0,0.0707,599.43,0
817,7198.96,12663,0.352,9,0.1019,2534.35,0
624,3007.77,37345,0.5153,5,0.0345,1549.85,0
711,3961.78,49910,0.2931,4,0.134,1161.31,0
617,2581.01,6244,0.0914,5,0.1386,235.8,0
381,5448.11,35902,0.4172,5,0.0883,2273.22,1
773,2935.21,4892,0.1698,3,0.1526,498.47,0
767,15270.7,28112,0.3846,9,0.0929,5873.8,0
724,6355.39,5321,0.4461,7,0.0309,2835.01,0
503,2088.08,6776,0.3551,4,0.3449,741.46,0
686,3656.18,44352,0.0834,5,0.0263,304.8,0
397,3447.27,17119,0.288,1,0.0449,992.78,1
644,4556.4,31569,0.5889,0,0.0146,2683.05,0
507,8878.89,39596,0.6222,7,0.0406,5524.68,0
813,5002.73,34063,0.1528,5,0.1918,764.17,0
465,1754.13,34181,0.4099,8,0.0389,718.97,0
321,5761.67,23340,0.546,4,0.0544,3145.76,0
453,1533.2,11187,0.2218,7,0.2003,340.11,0
738,7555.79,48084,0.243,6,0.0041,1836.42,0
594,5894.08,7668,0.3688,9,0.0181,2173.97,0
518,2977.22,16344,0.2154,0,0.051,641.18,0
794,2883.74,9195,0.3113,6,0.0527,897.84,0
529,7903.36,17561,0.3839,3,0.0643,3033.92,1
319,7617.64,38122,0.724,5,0.2949,5515.09,1
447,3237.33,23298,0.2256,8,0.0106,730.45,0
407,2920.69,39250,0.0493,8,0.104,144.1,0
702,4782.33,17076,0.3673,8,0.0503,1756.63,0
782,1533.6,16376,0.1397,4,0.2016,214.22,0
666,1845.14,37039,0.3789,3,0.0451,699.09,0
713,2039.48,44442,0.2777,5,0.1989,566.29,0
608,2320.29,6392,0.4239,9,0.2149,983.54,1
433,4369.91,28106,0.3469,4,0.1397,1515.85,0
582,20936.08,15309,0.3525,9,0.0204,7381.01,0
372,5729.27,25809,0.2284,4,0.0743,1308.41,0
780,1753.03,1693,0.2955,7,0.0876,518.1,0
651,4482.64,34937,0.3094,9,0.061,1386.79,0
625,4245.84,30233,0.19,4,0.0974,806.67,0
742,2122.72,9623,0.5239,0,0.0639,1112.13,1
399,11616.56,41550,0.4012,4,0.0274,4660.6,0
358,3824.74,47624,0.3929,4,0.0155,1502.89,1
807,22355.27,10174,0.4477,4,0.0631,10009.52,0
557,3679.41,12352,0.1265,2,0.0039,465.5,0
712,5245.54,6530,0.2236,8,0.175,1172.99,0
751,1942.67,5992,0.1219,4,0.3046,236.83,0
364,3922.21,24354,0.6283,1,0.009,2464.41,1
453,2591.26,4312,0.1314,4,0.097,340.53,0
565,8720.95,46833,0.5492,8,0.2202,4789.16,0
378,7628.42,5318,0.3553,7,0.0477,2710.5,0
614,8453.18,47827,0.5993,5,0.0509,5066.2,0
547,6643.76,35456,0.3061,8,0.1262,2033.9,0
713,8651.47,1467,0.4116,6,0.0695,3560.82,0
324,2396.72,28192,0.2789,1,0.0123,668.5,1
583,3906.24,43305,0.2157,0,0.1163,842.45,0
748,6208.63,36190,0.5451,2,0.0635,3384.13,0
600,5557.74,24663,0.0669,3,0.2264,371.92,0
367,6540.12,32246,0.4771,8,0.0796,3120.53,0
306,2515.74,48372,0.1753,4,0.1493,441.11,1
436,1914.49,38489,0.2252,1,0.0273,431.08,0
463,11446.35,42971,0.1164,9,0.1605,1332.17,0
382,4785.49,41309,0.4955,4,0.009,2371.05,1
719,2168.12,43637,0.1663,1,0.216,360.53,0
372,7808.59,29273,0.5066,8,0.0171,3955.55,1
536,11357.12,48553,0.2183,5,0.0611,2479.31,0
345,2243.22,30473,0.5453,4,0.0353,1223.16,1
561,8302.1,14679,0.606,1,0.1156,5031.48,0
475,12325.71,28445,0.3602,6,0.1959,4439.15,1
465,12645.88,46310,0.5682,6,0.0158,7185.31,0
669,11320.92,18870,0.1768,1,0.0253,2001.82,0
353,4662.34,48229,0.439,9,0.3468,2046.74,1
718,3261.54,26992,0.192,5,0.0,626.36,0
806,1529.2,30433,0.6063,9,0.0624,927.18,0
640,1751.39,12038,0.6999,9,0.1121,1225.81,0
426,3740.34,26933,0.9366,2,0.0976,3503.1,1
708,3538.81,46020,0.3297,7,0.0114,1166.6,0
666,2316.86,30236,0.2206,4,0.0232,511.09,0
570,3513.28,10770,0.2639,7,0.0937,927.05,0
678,2267.79,4749,0.5012,6,0.0453,1136.6,0
372,9056.38,45585,0.366,7,0.1323,3314.5,1
547,2916.4,36271,0.1616,0,0.0557,471.4,0
342,5150.83,8855,0.5323,5,0.0452,2741.97,1
676,4295.4,47146,0.5324,2,0.031,2286.97,0
340,1713.11,45097,0.3955,4,0.0864,677.48,1
469,12905.4,24439,0.0808,1,0.0535,1042.76,0
511,4496.55,31290,0.4125,3,0.0562,1854.92,0
792,3072.51,12101,0.2182,5,0.0561,670.55,1
338,2188.5,28240,0.1677,0,0.0206,366.96,1
668,3153.14,17783,0.3526,1,0.1844,1111.66,0
450,1582.9,45917,0.3126,1,0.3545,494.75,1
410,3307.45,27809,0.3635,8,0.235,1202.28,1
779,4532.76,48387,0.5055,4,0.1016,2291.5,0
735,9718.72,18923,0.2049,4,0.0374,1991.26,0
346,6151.0,48753,0.2156,5,0.1842,1325.96,0
665,1973.25,16026,0.4838,9,0.0197,954.66,0
368,2139.48,42196,0.2156,2,0.3044,461.17,1
598,3735.33,24569,0.6425,8,0.0993,2399.78,0
595,2371.17,42887,0.5776,2,0.1641,1369.47,1
502,1612.98,21893,0.6161,3,0.1715,993.71,1
360,8039.33,23435,0.3246,8,0.0009,2609.4,0
613,1578.86,37892,0.4186,9,0.0127,660.85,0
460,8604.09,33399,0.1368,7,0.0405,1177.02,0
630,2122.43,26236,0.3889,5,0.1479,825.35,0
827,16204.39,28199,0.3894,7,0.0041,6309.22,0
637,5204.09,21334,0.7976,0,0.0944,4150.84,1
603,6811.84,34217,0.1871,3,0.0961,1274.53,0
802,1968.31,16034,0.3996,9,0.3693,786.5,0
637,9425.02,32085,0.4213,3,0.1919,3971.14,0
849,8810.19,10442,0.7392,1,0.0586,6512.52,0
574,5733.64,13643,0.3709,1,0.0342,2126.35,0
463,4290.83,36069,0.0354,9,0.1329,152.1,1
742,6613.19,8710,0.2446,8,0.111,1617.56,0
618,1523.78,39560,0.1505,5,0.0495,229.27,0
803,5090.28,43427,0.535,6,0.0135,2723.32,1
686,9019.9,8216,0.1654,3,0.0124,1492.06,1
793,3265.82,12712,0.0373,2,0.0101,121.65,0
789,1958.45,5905,0.2835,2,0.1418,555.2,0
372,3684.96,49534,0.1621,4,0.0547,597.28,1
808,6694.66,39767,0.116,5,0.126,776.91,0
689,1954.02,28930,0.5591,1,0.1484,1092.5,1
594,2422.93,32192,0.4772,6,0.0579,1156.18,0
668,2138.57,24506,0.2117,6,0.1316,452.83,0
848,7877.17,8288,0.0706,0,0.0421,555.89,0
486,1759.83,45034,0.4856,6,0.0177,854.59,0
744,6140.93,31011,0.206,3,0.0192,1265.01,0
662,3325.71,16586,0.2602,3,0.0319,865.27,1
422,7138.93,33400,0.0846,2,0.3354,604.09,1
487,14839.78,2567,0.2284,8,0.0136,3389.87,0
719,1986.62,48878,0.0786,2,0.0299,156.1,0
551,3009.76,49850,0.1873,3,0.1956,563.62,1
848,8145.57,2094,0.7619,2,0.1356,6206.46,0
634,2737.85,12135,0.3425,7,0.0767,937.77,0
391,2468.9,14508,0.187,7,0.0128,461.62,0
829,8480.53,46113,0.4676,9,0.1147,3965.69,0
362,18896.65,10684,0.5703,7,0.079,10776.87,1
811,4755.66,28247,0.4059,4,0.4846,1930.42,1
438,2803.19,7191,0.5241,6,0.2278,1469.14,1
484,3533.75,18842,0.2225,2,0.0619,786.43,0
504,2245.95,9046,0.2044,7,0.24,458.98,0
513,7240.04,5934,0.2957,9,0.122,2140.67,0
555,7439.58,47806,0.323,1,0.0933,2402.79,0
434,9821.64,2354,0.1282,7,0.3675,1259.53,0
387,1607.85,40241,0.0538,5,0.0786,86.45,1
506,4801.98,30816,0.1693,1,0.0392,812.75,0
428,2464.49,46562,0.6815,5,0.0276,1679.63,1
302,3167.42,3963,0.2958,9,0.1567,936.94,1
420,7647.64,28424,0.1821,1,0.0079,1392.27,1
684,2352.94,15503,0.4328,2,0.0686,1018.28,0
337,5568.22,4042,0.428,4,0.0309,2383.47,0
640,5751.82,31241,0.5343,0,0.1635,3073.47,1
320,13824.63,40741,0.135,8,0.1156,1865.82,1
541,7469.48,8139,0.3126,9,0.1401,2335.33,0
754,8011.12,12226,0.396,2,0.1012,3172.73,0
602,4533.74,40698,0.4492,0,0.2043,2036.44,0
368,2327.02,15762,0.682,5,0.0798,1587.05,1
428,3717.46,19116,0.355,0,0.1047,1319.81,1
495,4689.5,39108,0.419,2,0.0405,1964.77,1
439,6038.03,6111,0.1567,6,0.0641,945.92,0
743,5243.01,4081,0.5962,3,0.1267,3125.64,1
582,3503.35,30815,0.673,8,0.1193,2357.71,1
611,2733.24,8802,0.1547,6,0.0101,422.83,0
834,2236.8,43230,0.0965,4,0.1715,215.87,0
576,6234.66,49348,0.4562,8,0.1634,2844.41,0
360,5647.04,18913,0.5764,2,0.0215,3254.77,1
618,6150.97,18465,0.3722,7,0.182,2289.6,0
351,3364.22,8994,0.5168,7,0.0705,1738.69,0
452,2717.46,4531,0.4898,3,0.0087,1330.88,0
610,7203.82,10343,0.1258,0,0.0458,906.47,0
843,7442.65,34484,0.1595,3,0.3009,1187.03,0
688,3932.4,7229,0.5625,8,0.0275,2212.12,0
847,5286.01,29775,0.61,9,0.1218,3224.5,0
476,3370.55,27766,0.4857,0,0.1788,1637.03,0
661,6341.94,17588,0.7319,2,0.0447,4641.49,0
613,8724.77,24168,0.1761,7,0.0441,1536.12,0
396,6162.0,45789,0.4123,2,0.0058,2540.65,0
512,4374.54,45069,0.6352,1,0.1664,2778.83,0
436,3954.82,37862,0.1049,0,0.0432,414.75,1
305,5612.46,22866,0.1692,8,0.1286,949.48,1
408,6055.37,10524,0.4214,9,0.0758,2551.65,1
846,4772.39,23538,0.5733,2,0.0452,2735.96,0
338,5422.7,43809,0.5912,6,0.0355,3205.82,1
724,1906.31,22226,0.3302,9,0.1069,629.4,0
560,13626.72,9103,0.4719,2,0.0867,6430.28,0
725,7757.34,19402,0.2487,7,0.277,1929.31,0
386,3373.16,16090,0.1837,8,0.0417,619.78,1
764,4809.57,16915,0.1864,7,0.0072,896.62,0
375,1693.92,42477,0.2308,4,0.1911,390.98,1
770,1668.41,35206,0.3187,9,0.2348,531.76,0
713,2654.99,22511,0.0352,1,0.1205,93.56,0
756,6180.88,16029,0.2442,5,0.1252,1509.32,0
584,9146.17,31831,0.2572,7,0.0137,2352.44,1
538,4776.53,24531,0.2878,1,0.0214,1374.52,0
671,4538.28,5517,0.3948,5,0.1928,1791.61,0
794,3558.73,22961,0.2822,6,0.0901,1004.43,0
344,2205.03,27835,0.4626,8,0.3021,1020.09,1
700,2003.86,28725,0.1895,8,0.1256,379.67,0
546,7219.81,26357,0.3555,1,0.0629,2566.89,1
749,11996.87,44673,0.538,0,0.1148,6454.66,0
784,3952.05,2244,0.4616,6,0.2959,1824.15,0
317,5808.72,3416,0.1816,5,0.2578,1055.1,0
588,11334.97,49061,0.4384,9,0.1294,4968.87,0
713,1877.74,7490,0.3923,9,0.1077,736.6,0
534,7387.09,12683,0.5545,9,0.1668,4096.42,0
715,5336.97,6839,0.6413,3,0.1844,3422.55,0
798,5151.56,25992,0.3634,8,0.0946,1871.92,0
414,2884.3,48618,0.1652,0,0.0037,476.41,0
533,6106.7,45938,0.6571,6,0.0309,4012.51,0
839,7835.04,45735,0.178,4,0.0037,1394.8,0
310,1979.0,38777,0.1866,4,0.1741,369.25,1
505,4550.17,48080,0.6312,5,0.0716,2872.18,1
546,1927.07,9924,0.3375,1,0.3572,650.41,1
426,9740.88,16921,0.2017,2,0.1839,1964.83,1
446,4334.15,25260,0.599,8,0.0512,2596.23,1
417,8100.32,29380,0.1235,3,0.2388,1000.23,1
681,3336.01,19811,0.2545,5,0.3351,849.12,1
711,2034.48,6721,0.4491,2,0.1495,913.6,0
662,1669.54,42191,0.3074,2,0.1958,513.15,0
808,2822.41,5930,0.6206,8,0.0399,1751.51,0
436,2620.09,5353,0.1924,8,0.1758,504.05,0
474,4787.12,8832,0.5461,2,0.1984,2614.22,1
588,1587.91,23951,0.2136,2,0.2054,339.21,0
780,4440.63,8770,0.5669,5,0.0049,2517.3,0
318,3488.82,26525,0.1098,0,0.0208,382.98,0
494,4942.69,17556,0.4488,4,0.0021,2218.04,0
629,6348.26,16094,0.1476,8,0.0916,937.31,0
474,5521.49,8935,0.2497,8,0.0881,1378.65,0
748,18205.09,3675,0.549,7,0.0055,9995.43,1
653,2095.23,32280,0.6696,5,0.0672,1402.94,0
798,3746.63,12240,0.2953,8,0.196,1106.34,0
440,3712.36,5005,0.4341,2,0.0073,1611.42,0
392,3658.64,7544,0.131,8,0.0425,479.36,0
538,5860.18,18332,0.2887,7,0.0486,1691.69,0
504,4192.03,27836,0.1882,0,0.3184,788.77,1
732,4414.54,15388,0.5484,8,0.0737,2421.06,0
544,3765.04,48727,0.1882,7,0.2011,708.71,0
616,20665.74,2694,0.3303,7,0.2021,6825.55,0
594,12000.06,22141,0.21,5,0.0289,2519.53,0
581,2971.08,23666,0.1221,8,0.0616,362.89,0
316,1973.31,48521,0.3734,7,0.0627,736.85,1
370,8824.45,39769,0.2282,1,0.6012,2014.0,1
568,24970.27,40420,0.2886,5,0.0638,7205.8,0
624,2884.69,48753,0.3436,7,0.1047,991.09,0
604,3271.33,38349,0.4185,5,0.1634,1369.13,0
750,12864.03,38855,0.6715,8,0.0816,8638.69,0
306,6467.11,2460,0.4489,4,0.0418,2903.08,1
613,2901.85,37655,0.3515,7,0.1113,1020.06,0
402,4979.98,48646,0.7788,9,0.0171,3878.42,1
492,13046.05,42252,0.5445,1,0.1251,7103.33,1
828,8181.28,10835,0.4194,4,0.0498,3431.01,0
470,6916.59,49411,0.5323,0,0.0387,3682.01,0
836,6842.35,11910,0.316,4,0.0189,2161.93,0
550,2284.16,18221,0.2203,6,0.1131,503.14,0
686,8464.6,26613,0.1363,0,0.0494,1154.09,0
506,2792.51,32353,0.2074,9,0.139,579.25,0
840,12158.05,39614,0.2047,2,0.087,2488.83,0
715,3314.25,9463,0.0749,5,0.2305,248.38,0
679,9298.16,14336,0.1597,0,0.1388,1484.84,0
443,2738.26,27534,0.1266,2,0.2001,346.55,0
324,4390.53,3369,0.2638,7,0.1026,1158.19,1
372,1952.16,26381,0.2798,8,0.0002,546.13,0
392,5816.64,47760,0.3513,6,0.2112,2043.1,1
804,8733.49,20558,0.2909,3,0.0215,2540.5,0
635,6569.74,23369,0.5562,6,0.0397,3653.84,0
724,4463.12,34650,0.2055,6,0.1996,917.22,0
798,1684.66,31954,0.0483,6,0.0256,81.44,0
663,12338.67,26407,0.2,7,0.0075,2467.4,0
498,6389.76,36939,0.3464,3,0.0578,2213.16,0
712,6979.55,27767,0.1881,3,0.0644,1312.94,0
638,7832.75,3040,0.4781,8,0.0673,3744.74,1
728,7009.23,24116,0.219,7,0.0692,1535.34,0
438,3827.25,27170,0.2037,3,0.1434,779.7,1
841,6791.35,7372,0.4583,5,0.3605,3112.66,0
356,5423.6,23369,0.602,8,0.0022,3265.15,1
531,9197.04,8562,0.4581,5,0.0641,4213.61,1
734,7987.25,45544,0.0991,4,0.0039,791.32,0
683,1669.02,6900,0.2843,6,0.0155,474.49,0
493,3404.97,41733,0.4205,1,0.0169,1431.73,1
833,1641.33,22700,0.4423,7,0.2238,725.98,1
817,1930.67,42233,0.0509,6,0.3897,98.36,0
484,5179.3,1589,0.2275,5,0.0587,1178.43,0
591,9780.24,6063,0.5849,2,0.1371,5720.15,0
634,2010.54,21017,0.388,8,0.3324,780.14,0
415,3899.28,19374,0.3274,1,0.146,1276.68,1
348,11171.04,23899,0.2468,3,0.141,2757.08,1
381,8234.51,2258,0.1597,1,0.2981,1315.13,0
632,4433.11,14598,0.2446,5,0.0375,1084.33,0
634,7406.13,3866,0.1768,6,0.0072,1309.17,0
831,4458.39,42504,0.0522,8,0.0505,232.67,0
520,2188.34,31132,0.3279,5,0.2215,717.59,1
622,2032.92,30404,0.475,5,0.0407,965.66,0
302,2334.83,46472,0.1231,4,0.1705,287.43,1
505,3228.81,1637,0.0485,9,0.2936,156.7,0
339,12167.4,25616,0.5442,9,0.0736,6621.79,1
358,7931.33,38650,0.1269,3,0.0564,1006.59,1
