age,income,credit_score,loan_amount,debt_to_income,employment_years,num_accounts,late_payments,savings,education_level,default
69,59818.68,478,61530,0.4265,12,2,1,19953.24,0,1
51,40306.62,656,65274,0.2279,10,9,3,7922.68,0,1
31,40912.6,718,28122,0.3234,26,10,1,11929.87,1,0
53,31722.06,500,30381,0.1068,7,8,2,1459.4,0,1
50,79621.32,312,46435,0.3887,28,4,1,28062.37,1,1
40,138823.57,742,24267,0.4,27,13,1,8750.94,3,0
67,142170.18,585,62978,0.0171,25,11,2,14952.6,3,0
62,23644.81,557,8088,0.1266,6,6,1,65472.31,0,0
19,108482.68,847,13822,0.0584,28,6,2,19641.55,1,0
58,75175.94,789,51216,0.4871,26,11,3,7019.23,2,0
38,28116.26,797,37589,0.5937,27,2,1,20252.62,3,0
19,18134.48,632,66262,0.1465,21,9,1,10756.54,2,0
44,29038.7,331,58911,0.0103,24,6,3,13094.01,0,1
26,124475.44,342,2436,0.4389,29,5,2,10141.65,1,0
18,60129.62,650,62854,0.3615,27,2,1,3391.63,2,0
28,72453.27,633,62888,0.564,19,13,1,4071.82,1,0
20,28376.89,569,28281,0.2557,14,14,1,8172.13,3,0
69,72185.23,712,54952,0.342,14,10,1,20720.78,3,0
40,16283.6,318,23766,0.1452,20,1,1,6024.71,1,1
43,36173.31,646,22213,0.6488,11,7,0,7777.63,3,1
21,59348.21,336,63239,0.6348,16,4,1,4606.02,3,1
35,22107.17,391,23537,0.6792,22,11,0,183.02,3,1
23,92923.16,484,3794,0.2679,5,13,1,10315.32,2,0
52,27056.42,327,60204,0.3647,12,7,0,8345.63,3,1
39,62536.24,847,33324,0.0471,15,5,1,38284.34,1,0
60,38378.64,671,57764,0.2315,26,1,1,7092.09,3,0
32,55790.17,829,31858,0.1281,22,5,1,7656.06,1,0
39,20115.3,644,43850,0.3611,0,12,2,3316.51,1,0
54,15767.59,718,14018,0.4746,12,4,0,1049.15,2,0
69,123140.29,495,51790,0.447,6,1,1,12295.39,1,0
59,29139.18,377,10850,0.4152,12,10,2,16524.27,2,0
29,92085.25,466,46975,0.4176,6,2,1,20379.04,1,0
64,345255.03,389,66510,0.4432,7,13,1,5179.71,1,0
66,25689.11,563,66696,0.3645,17,13,3,12159.27,2,1
59,28865.27,771,26832,0.2268,16,9,0,3047.5,2,0
55,63926.54,507,25886,0.1296,15,12,0,2914.11,1,0
35,166438.87,570,9418,0.4216,27,1,2,54550.32,1,0
62,126362.89,562,8081,0.1011,16,10,1,18933.89,0,0
52,46451.17,805,11114,0.4442,7,4,2,2960.01,1,0
47,86337.75,811,19722,0.584,6,8,0,5681.0,2,0
41,21564.98,823,18985,0.1992,24,5,1,8323.37,1,0
59,185617.34,611,6888,0.4117,17,10,2,130.57,0,0
47,165034.36,473,70254,0.6206,3,7,1,32008.79,1,0
31,23046.11,730,20299,0.0658,23,11,0,1151.54,3,0
23,31013.3,762,57050,0.2068,21,2,2,16995.79,0,1
20,19748.97,400,23036,0.1672,1,4,0,37267.98,2,1
33,29267.99,315,30346,0.2598,15,4,1,12181.7,3,1
24,91166.07,557,27691,0.4375,25,1,1,34019.08,2,0
69,36389.52,543,18986,0.5222,17,12,1,198.86,1,0
31,19164.78,647,28846,0.0597,22,8,1,4378.05,0,0
26,33850.19,548,50665,0.3195,24,11,0,6471.27,2,0
32,194266.41,404,42401,0.0599,7,3,2,15275.81,1,0
38,59702.89,586,74728,0.7682,13,12,4,10628.55,2,1
52,39215.85,468,51054,0.7636,17,13,1,13318.41,3,0
19,23197.55,719,39487,0.2573,18,12,2,1562.58,1,0
44,207663.3,346,10412,0.0912,23,13,2,18628.18,0,0
19,92378.68,342,52473,0.2357,3,4,0,17272.41,1,0
52,29875.11,620,67553,0.0785,21,2,0,14649.59,2,0
35,18269.01,520,6279,0.3551,27,12,2,17034.73,1,0
31,17623.14,812,76948,0.3292,13,10,0,2402.83,2,0
37,20771.84,740,8712,0.4971,1,5,0,1511.33,0,0
35,54119.95,443,16817,0.1979,29,12,4,22543.81,2,0
27,133878.7,327,54832,0.1896,16,5,2,31467.95,3,0
42,45899.48,466,57224,0.1952,5,3,0,5521.1,2,0
19,98302.3,548,7624,0.1803,7,14,0,5923.97,0,0
42,41567.37,656,30126,0.3638,28,8,2,13508.39,3,0
50,70485.09,410,38462,0.4562,15,1,0,6831.95,0,0
53,74233.21,533,59676,0.4346,20,13,2,3762.3,1,0
48,23600.25,323,47815,0.5572,0,2,3,2108.4,0,1
31,35168.51,325,27093,0.393,25,1,0,229.12,3,1
18,60638.33,680,33525,0.2663,17,6,0,8860.01,2,0
63,18299.4,645,30030,0.6894,2,4,3,1533.31,1,0
33,35191.34,677,45067,0.4314,28,10,0,19544.03,0,0
63,49437.9,821,6207,0.0774,28,1,1,40668.45,2,0
69,266064.93,316,77433,0.5771,27,7,2,6120.1,0,0
20,43956.1,544,27639,0.0929,17,9,2,1228.12,2,0
52,91190.76,838,3792,0.1864,24,5,1,8747.11,0,0
58,40458.85,501,1420,0.5183,9,7,0,8530.31,1,0
23,86619.86,547,20198,0.2808,1,4,0,1431.24,1,0
42,55720.18,417,36608,0.1539,18,4,1,10410.9,1,0
30,112955.72,308,47205,0.2296,29,4,1,3798.89,2,1
51,38815.42,322,18875,0.5473,29,13,1,18675.09,1,0
25,56719.95,539,71511,0.1842,24,5,1,8865.33,1,0
38,59743.62,326,22331,0.2275,10,8,1,5673.09,1,0
51,39310.13,380,17893,0.8324,18,4,1,33054.67,2,0
21,22013.23,498,65913,0.2789,23,7,1,6757.48,1,0
42,19420.34,391,19243,0.191,23,9,1,21829.76,3,0
32,15756.54,383,16535,0.778,26,6,2,3069.47,1,1
21,108050.27,599,64203,0.4349,29,4,3,5829.94,0,0
62,27141.42,595,71597,0.608,2,5,2,876.17,2,1
29,25693.41,753,68394,0.2894,9,8,1,5494.93,1,1
49,74937.31,580,26489,0.4074,15,4,0,22489.76,1,0
49,32355.88,358,14346,0.6984,29,13,1,17687.98,1,1
45,46738.96,641,49005,0.5571,29,4,0,37175.29,0,0
30,22980.63,764,7773,0.4415,27,7,0,13852.3,0,0
48,159564.25,641,76324,0.224,25,6,0,3167.52,0,0
31,100847.34,361,33343,0.3208,2,1,1,1753.44,1,0
37,104709.96,728,75783,0.4635,23,9,0,1978.61,2,0
35,38498.07,555,46963,0.2256,18,13,3,10828.85,2,0
46,79665.16,646,42983,0.2198,19,5,1,4816.67,0,0
23,21990.31,825,36972,0.524,20,10,1,5344.99,1,0
49,15389.54,603,17959,0.5224,6,11,0,19702.22,2,0
46,15907.88,544,35133,0.3093,16,2,4,12970.58,1,1
60,54750.47,711,52150,0.1772,7,5,2,2348.04,3,0
19,42346.25,516,22734,0.6249,2,8,0,1876.57,0,0
40,47842.94,815,18400,0.4168,6,6,3,17255.94,0,0
36,15337.1,773,21002,0.1715,26,8,2,30706.43,3,0
48,39721.65,335,37492,0.8183,9,5,2,2047.42,1,1
68,71974.05,477,31875,0.4927,26,4,1,30315.96,2,0
22,41308.81,686,26046,0.1761,18,10,0,5616.58,2,0
36,74291.4,316,24664,0.1899,24,3,1,23608.4,3,0
51,26938.19,347,25453,0.2054,14,2,2,13897.29,0,1
27,90483.28,361,5746,0.4031,25,9,0,23550.44,1,0
42,54950.06,368,14217,0.1973,14,1,1,10360.53,3,0
19,25650.99,665,64184,0.42,4,10,1,1708.0,3,0
28,27155.89,461,42835,0.4291,2,14,1,622.65,0,0
67,59502.45,787,10133,0.1558,2,2,2,9864.78,2,0
48,94722.07,730,41533,0.2695,28,6,4,601.28,1,0
32,39174.77,788,6404,0.2394,3,13,0,2691.7,1,0
26,28446.5,529,34339,0.2953,14,6,0,2309.62,0,0
40,105787.2,669,29725,0.1542,15,12,1,5570.51,1,0
36,64790.15,477,75332,0.2099,4,1,0,9097.63,1,0
26,41746.3,709,46380,0.1636,20,8,0,24209.69,1,0
52,45115.61,569,49073,0.3486,7,11,0,27518.77,1,0
38,25281.53,505,61873,0.2819,9,4,1,40383.66,0,0
26,59354.15,381,42341,0.6459,21,14,2,14431.76,1,1
45,34994.59,492,2236,0.6271,20,7,1,25420.74,2,1
63,259641.21,488,68916,0.3483,1,10,2,15636.32,0,0
68,44442.57,575,15538,0.5059,13,9,2,24146.48,1,0
24,44938.93,373,12971,0.4059,4,2,0,1100.1,3,0
33,52546.62,309,39655,0.1507,6,7,0,32590.45,0,1
33,126869.07,515,78022,0.2506,10,1,0,2673.08,2,0
50,87609.16,589,61784,0.3029,2,3,0,8404.18,1,1
21,41995.22,744,62289,0.3799,29,4,0,7273.82,1,0
21,72074.89,492,38410,0.3106,11,3,1,8311.73,3,0
56,54710.62,588,52302,0.466,13,8,1,12107.61,3,0
57,45509.85,443,22703,0.1815,22,11,0,7756.54,0,0
34,24611.28,688,45191,0.6854,28,12,0,11671.52,0,0
54,43057.6,706,55112,0.4134,0,14,1,7644.04,0,0
56,27695.51,669,12399,0.492,28,12,0,121.16,3,0
69,125846.19,740,13685,0.0861,21,14,0,9871.6,0,0
46,33386.11,828,5487,0.4005,15,7,0,8101.33,0,0
69,151893.14,312,13018,0.6955,14,3,3,8815.13,1,0
53,49269.5,639,31825,0.1889,0,7,1,15.62,0,0
55,59929.58,611,8750,0.3832,22,2,1,6325.17,0,0
56,50232.37,403,59956,0.3443,21,12,0,20792.59,3,0
67,21234.77,638,51229,0.3023,12,11,2,4042.99,0,0
54,36209.33,497,44118,0.3191,25,11,2,5885.75,2,0
69,19698.55,599,60615,0.111,26,3,2,1306.15,3,0
52,58892.47,743,58290,0.4525,14,7,0,5982.63,1,0
24,41647.64,658,16105,0.195,16,10,1,5038.14,0,0
44,82725.46,667,19913,0.4494,8,13,2,21459.28,1,0
45,26207.91,468,50515,0.5383,4,5,0,360.84,1,1
39,23091.18,448,48342,0.2076,26,12,0,30203.57,0,0
31,38464.59,341,53184,0.3668,22,13,2,8589.73,2,1
24,132523.45,501,61506,0.8022,11,9,2,7542.45,2,0
54,70769.85,543,25967,0.3809,16,8,3,21733.32,1,0
39,39429.29,763,37023,0.3085,10,6,0,2119.68,0,0
22,47773.6,748,55288,0.2313,10,12,1,2344.74,1,0
19,18958.72,736,27622,0.3374,23,4,1,20748.59,3,0
44,202732.07,830,46201,0.1078,7,3,0,26513.52,1,0
38,64402.55,572,76033,0.3789,14,6,1,18189.95,3,0
55,30121.71,729,17350,0.3279,24,9,0,421.41,0,0
32,54664.2,512,55820,0.1818,1,5,0,10557.52,2,0
38,20217.86,403,49709,0.1186,21,12,0,5999.07,1,0
27,166947.11,491,28470,0.2142,9,7,1,16493.48,1,0
40,23645.01,679,31889,0.1557,20,7,2,1721.34,1,0
56,61989.46,380,11224,0.4247,21,14,2,25298.96,1,0
22,27673.78,848,6465,0.0633,13,7,0,4085.71,1,0
18,71893.23,676,56214,0.0921,4,9,2,3904.23,0,0
30,82490.23,453,3944,0.5407,26,2,1,1965.35,2,0
38,65358.58,539,25336,0.2217,16,8,0,69.75,3,0
43,57894.57,673,39624,0.4846,17,2,0,3750.47,0,0
67,115348.96,503,66206,0.1168,18,11,3,1605.49,3,0
62,18685.05,649,45764,0.6197,6,1,3,13399.44,0,1
38,33082.97,442,46420,0.3773,25,12,0,14132.04,0,0
35,27843.06,488,66671,0.386,24,10,2,17598.68,3,1
54,214080.58,571,16773,0.3004,17,6,4,54.57,2,0
62,37198.34,831,27447,0.1503,11,2,1,4330.68,0,0
49,74357.57,599,5033,0.2642,14,14,1,58.25,3,0
53,66943.97,725,56852,0.4717,28,13,1,7086.97,2,0
34,25726.21,345,21497,0.2041,13,5,0,23969.81,1,0
52,27290.35,394,73082,0.0717,9,1,0,5240.63,1,0
66,29863.04,363,74932,0.3017,16,7,1,20688.05,3,1
28,38829.53,712,21978,0.212,0,13,1,29484.44,0,0
38,27014.89,308,13882,0.4263,3,1,3,2716.33,1,1
69,15893.12,758,17945,0.3967,8,12,4,102.07,1,0
43,110184.83,708,57485,0.1354,3,12,2,13454.18,3,0
21,166649.3,769,69850,0.4523,18,8,0,8651.47,3,0
51,33805.39,805,60870,0.4387,25,12,0,4264.06,1,0
69,33596.51,372,19595,0.5165,23,5,0,4582.39,0,1
65,15320.27,383,65038,0.4826,24,5,1,844.44,3,1
35,66309.81,358,57126,0.4686,4,3,2,20484.65,3,1
57,93546.88,320,36449,0.5885,17,2,1,2771.57,0,1
52,22134.15,757,19639,0.653,14,6,0,1021.48,2,1
58,22828.03,456,46370,0.3702,19,4,0,15120.12,3,0
46,85246.99,628,75628,0.4153,25,13,0,6637.33,1,0
69,58104.16,502,72918,0.217,7,10,1,14392.6,0,1
46,17065.41,405,43710,0.1156,1,12,2,23215.12,1,1
55,58843.91,421,55051,0.4284,24,4,0,4814.72,0,0
59,31627.34,617,61639,0.419,12,6,2,560.11,2,0
38,35700.63,481,4159,0.3854,26,2,0,2920.11,3,0
59,81082.9,615,72192,0.5843,12,2,0,524.2,2,0
30,89954.94,705,67988,0.0695,29,13,0,1615.25,3,0
66,38013.91,369,19706,0.469,27,10,0,18901.25,0,0
58,147315.89,459,10862,0.1376,13,10,2,28373.66,1,0
34,38474.49,539,11219,0.4477,14,13,0,11298.34,2,0
26,81496.08,822,35536,0.0709,28,4,3,13161.05,0,0
58,44763.48,437,72632,0.3977,20,6,0,13148.51,2,1
18,117519.36,794,78391,0.8463,11,2,3,1316.54,0,1
19,122251.87,546,63886,0.2543,22,14,1,482.58,2,0
65,19116.42,842,34937,0.2153,4,7,1,11986.51,0,0
46,139047.47,823,22094,0.5354,2,11,1,381.35,2,0
50,93571.36,542,28924,0.4506,17,8,2,16700.1,2,0
27,85510.9,635,1123,0.2096,2,9,1,8943.77,0,0
67,25092.75,721,54149,0.365,13,6,0,1204.86,2,0
57,88591.53,493,72445,0.3609,1,2,1,10767.32,0,0
38,100410.24,607,32854,0.4676,17,6,0,9321.84,2,0
45,30358.24,805,61796,0.5511,12,8,0,4721.01,3,0
28,151889.43,580,70432,0.4324,1,10,2,17022.12,3,0
51,17301.57,738,59968,0.4205,11,1,0,3632.8,2,0
25,22308.55,782,41834,0.2552,26,11,2,4746.7,0,0
39,49707.79,522,18111,0.7214,1,6,0,11927.79,3,1
25,53588.96,416,73575,0.3398,7,12,0,13944.52,2,0
66,61622.72,491,25099,0.4209,28,11,1,3196.01,2,0
32,15770.16,815,70206,0.5586,4,1,0,169.29,0,0
34,160263.94,829,51293,0.2803,28,6,0,1939.53,1,0
40,17052.57,606,16029,0.4241,24,10,1,3054.34,0,0
41,21947.53,831,32811,0.4084,10,4,2,23539.55,1,0
62,15635.11,421,16793,0.7518,12,3,2,22406.49,2,1
36,52651.08,453,49106,0.164,27,3,3,10808.64,1,0
22,136148.1,836,1972,0.0931,20,4,1,12355.31,1,0
49,64340.53,751,1360,0.3346,16,3,0,9708.87,0,0
61,92835.25,468,3632,0.352,23,9,4,15104.3,1,0
18,15601.66,358,36958,0.0407,15,4,1,4326.31,1,1
40,50141.38,600,19008,0.3915,18,1,2,7912.14,2,0
54,42691.97,849,78656,0.0463,25,4,0,11106.62,3,0
25,46098.83,416,31283,0.2898,26,1,2,6319.19,0,0
30,18372.9,426,51908,0.4628,25,10,0,14813.48,0,0
25,66902.63,704,8818,0.1364,14,10,2,26969.25,3,0
40,46482.4,698,71655,0.4314,17,3,1,10900.5,3,0
60,80196.15,814,31579,0.2703,28,4,3,776.06,3,0
18,44886.88,797,56178,0.3556,5,14,0,9422.15,1,0
62,22280.63,827,58584,0.4291,3,4,0,11917.66,2,0
68,62018.45,697,66020,0.3169,3,9,1,3330.3,0,1
41,23514.4,564,1975,0.4603,29,6,2,3882.66,2,0
52,107646.55,562,64479,0.4132,12,3,2,9048.17,1,0
41,57733.39,697,17265,0.5096,8,7,2,12279.7,3,0
34,22696.36,826,64518,0.054,9,11,2,20512.82,1,0
22,162559.73,735,5318,0.615,13,14,0,14376.8,3,0
37,47875.64,659,36081,0.3219,27,4,2,1438.37,0,0
38,18406.15,428,59649,0.1831,7,7,0,4278.51,1,1
57,59357.8,540,44069,0.1401,2,2,2,1610.68,2,0
48,28138.04,521,79670,0.1953,8,7,2,14144.52,2,0
63,88263.5,513,77377,0.3696,28,8,1,3098.58,1,0
53,91624.72,434,13427,0.2296,0,12,0,1318.27,1,0
28,188732.81,685,41251,0.5234,14,7,1,1011.8,2,0
69,46360.2,602,26165,0.1614,14,6,1,1215.98,1,0
32,42310.07,586,68285,0.4089,27,4,0,2838.48,1,0
36,78013.24,488,65927,0.4668,29,13,0,15248.9,1,0
24,21394.77,596,74170,0.4123,6,9,0,2714.52,3,1
68,50625.45,825,77150,0.2671,14,1,2,3304.01,2,0
45,50559.16,688,25866,0.2144,6,5,1,21260.61,1,0
68,19217.93,758,11282,0.4555,12,11,1,5839.61,2,0
60,39356.59,560,21319,0.2429,11,14,0,7109.61,0,0
22,101366.79,412,37726,0.2531,17,1,0,27.26,1,0
22,102255.42,335,16412,0.2431,6,11,1,856.75,3,1
47,19703.12,378,74586,0.5361,6,10,2,13493.7,3,1
49,19279.64,574,25583,0.4761,14,11,1,4056.6,1,0
25,28713.94,577,62922,0.0862,8,1,1,1619.76,1,0
27,108490.73,611,7185,0.4537,5,6,0,5600.27,0,0
55,21210.07,828,57389,0.0821,25,6,1,461.46,1,0
64,72282.94,503,18423,0.3141,26,11,1,12357.26,2,0
49,19799.54,316,52268,0.4774,25,7,2,835.91,1,1
65,58914.41,775,42644,0.2843,8,10,1,564.38,2,0
45,34807.25,810,37786,0.042,18,13,0,5442.12,2,0
34,84997.03,509,76525,0.5975,23,9,2,8844.88,2,0
48,26977.61,798,31477,0.5394,19,6,2,14434.9,2,0
25,60874.65,701,4571,0.333,29,2,0,736.05,2,0
57,27094.74,728,20576,0.3578,15,4,0,4076.97,1,0
42,71275.94,377,63703,0.4952,15,13,2,3127.48,1,1
26,108101.46,379,10680,0.1297,26,13,0,13616.35,1,0
19,21101.67,605,26706,0.1719,0,9,1,4611.25,3,0
32,105646.69,357,65527,0.2536,22,2,4,9884.69,2,0
67,55516.04,829,71565,0.9167,12,14,1,6721.26,0,1
20,21117.58,507,49436,0.3677,18,7,0,8431.76,1,1
66,40101.7,810,3774,0.4609,3,14,0,4551.19,1,0
53,22892.01,434,17972,0.4487,18,4,0,2734.63,3,0
21,69230.99,821,15048,0.3842,21,14,1,615.99,1,0
31,79008.51,382,77680,0.0733,9,10,3,1905.18,2,1
58,20031.99,343,58602,0.0955,12,14,1,1894.68,1,1
58,46747.63,782,67403,0.4792,0,11,0,27309.29,2,0
42,90841.87,792,28182,0.4914,12,6,2,27706.82,1,0
67,138814.03,798,78373,0.3127,9,1,0,2954.47,1,0
27,47424.98,317,48059,0.3018,14,11,0,1116.49,2,1
38,150059.96,593,9787,0.0785,28,14,1,3308.93,2,0
53,49524.03,447,1393,0.1617,14,14,1,15918.31,1,0
29,37553.54,771,62775,0.4415,6,8,1,20461.32,2,0
44,99834.54,471,60454,0.2724,25,6,1,6953.53,3,0
57,45564.46,830,13056,0.48,13,11,1,7767.88,2,0
19,43731.35,419,62483,0.3914,7,14,3,6137.88,2,1
30,45328.09,365,45957,0.3368,18,7,0,2018.78,0,0
49,99416.09,440,29429,0.1395,24,13,2,510.55,2,0
48,95254.95,745,46909,0.2817,17,6,0,9712.67,2,0
33,38251.93,805,53906,0.2906,14,7,1,16031.07,0,0
49,33243.67,488,45389,0.3211,25,5,1,13836.87,2,0
49,45470.95,457,21905,0.2247,26,3,1,23055.44,0,0
51,53269.74,545,54730,0.3968,25,6,2,16801.18,1,0
28,27251.31,332,58557,0.6741,8,10,1,3390.82,1,1
27,86084.75,660,67199,0.2176,11,9,2,1242.19,3,0
32,44991.23,629,48301,0.8231,20,6,0,5634.07,1,0
34,33294.03,811,48259,0.47,21,9,0,4281.83,2,0
57,20083.57,370,75801,0.185,13,2,3,13040.98,0,1
35,27281.33,612,5574,0.1622,1,11,0,703.94,1,0
26,149165.61,378,57776,0.656,4,1,3,28648.82,2,1
42,31379.41,468,25737,0.0889,21,14,0,31504.74,1,0
57,23323.03,479,24390,0.2697,4,13,1,924.93,3,0
31,42784.48,559,53330,0.2719,13,4,1,5690.97,1,0
42,31508.34,785,72082,0.3192,3,5,1,22940.8,1,0
67,16610.65,304,54642,0.4759,23,10,1,2073.7,2,1
39,32563.43,596,22280,0.1855,1,7,0,11783.5,0,0
69,50347.53,659,22037,0.2576,0,8,0,12420.7,3,0
47,51104.41,416,41576,0.3896,1,12,2,2660.47,0,1
37,34841.62,656,29564,0.3879,12,1,2,61.85,0,1
38,41682.52,738,29087,0.5767,26,6,0,10920.41,0,0
61,166529.2,630,77213,0.1215,19,1,2,9603.9,3,0
49,36319.57,824,13803,0.4619,16,8,1,10489.91,3,0
68,28442.03,487,47002,0.2856,24,12,2,1701.28,2,0
63,27555.41,580,67761,0.4035,12,1,1,9256.7,2,1
66,42542.48,810,72310,0.2133,16,4,2,7801.76,2,0
38,79130.35,765,79579,0.4947,4,3,1,6024.94,3,0
52,25379.56,414,17163,0.1928,23,2,3,15002.37,3,0
49,70595.26,535,69380,0.4581,24,8,0,4915.1,1,0
47,15961.95,637,73883,0.4384,24,6,0,4358.22,0,0
56,39430.01,821,52885,0.2455,7,13,0,7787.17,2,0
66,82297.82,498,37764,0.7622,21,12,1,28858.43,1,0
29,33611.89,349,63126,0.4468,21,4,0,4219.87,3,1
58,52327.96,441,68224,0.186,28,3,0,5893.82,1,0
64,25322.42,827,48055,0.3559,11,6,0,3096.86,1,0
35,75965.0,813,52599,0.1891,8,6,0,11382.24,3,0
38,17416.29,329,79040,0.427,17,5,2,4526.91,0,1
30,101139.73,381,40720,0.4986,15,3,1,11799.2,3,0
38,24940.12,330,45484,0.1767,18,11,1,1574.85,2,0
25,108358.68,632,39852,0.0717,21,10,0,3062.05,1,0
63,34560.67,476,14219,0.0565,7,9,2,2310.58,2,0
57,72716.82,669,49865,0.6331,6,14,0,15023.91,1,0
63,32303.57,846,55457,0.3649,23,6,0,938.36,1,0
24,121358.46,834,37817,0.3595,20,5,1,2902.8,2,0
40,21093.19,405,69993,0.2665,8,11,2,7080.38,1,1
61,23849.13,396,53380,0.1966,21,7,1,919.23,3,0
49,45568.67,529,51400,0.082,11,1,2,111.17,3,0
28,18847.09,526,37258,0.6601,13,7,0,11748.75,1,0
39,24815.91,670,49957,0.1418,9,1,0,9508.28,1,0
39,144520.82,399,19281,0.4095,15,9,2,84.51,3,0
60,183764.18,744,78264,0.4149,28,6,0,497.53,0,0
42,36240.93,767,52331,0.2516,1,7,2,2476.55,1,0
39,130545.21,354,46680,0.171,5,7,0,23663.65,3,0
45,50418.27,494,39723,0.3908,10,1,2,10576.44,0,0
46,29146.11,819,11162,0.214,3,2,0,16347.57,0,0
30,69540.03,723,52095,0.1444,4,10,3,14249.44,2,0
35,63401.32,614,12338,0.1704,4,3,0,40760.16,0,0
19,218459.31,427,12675,0.2414,16,8,3,29988.8,1,0
46,28857.71,331,21080,0.0836,25,9,1,696.78,0,0
38,65171.54,392,14936,0.0403,4,11,1,229.5,2,0
32,17404.16,818,11019,0.0623,25,8,0,6873.02,3,0
69,20428.75,557,68282,0.3192,10,12,1,3170.77,2,1
44,15176.67,519,50681,0.0392,8,6,1,7023.22,3,0
67,353634.15,405,74861,0.0458,14,2,0,950.51,1,0
48,87939.22,847,5486,0.5609,23,2,0,23953.86,3,0
32,84532.36,715,20112,0.168,23,14,0,14876.62,0,0
68,47075.6,608,52697,0.3166,2,13,1,8032.22,3,0
40,31054.69,665,56998,0.5233,15,12,1,6256.21,0,0
41,22380.33,820,27576,0.1927,8,10,0,6320.41,2,0
61,30075.81,758,51100,0.5148,24,7,2,9583.32,2,0
30,36220.15,669,22320,0.3206,25,9,2,7882.08,3,0
39,78533.64,630,66729,0.407,22,6,1,6582.4,2,0
60,49910.72,310,30144,0.6012,5,1,3,11371.14,2,1
54,18629.26,806,58326,0.2222,8,14,2,14480.89,2,1
50,15818.71,718,78148,0.4407,26,9,0,10298.9,0,0
20,19857.98,421,20307,0.0188,21,14,1,4965.73,3,0
36,38781.53,534,61598,0.0436,18,7,0,5349.88,0,0
40,136767.58,630,20623,0.4279,5,3,2,1037.3,3,0
46,60650.78,842,21249,0.2391,10,2,1,5353.67,0,0
47,87837.42,647,74765,0.3316,1,3,1,15408.09,1,0
56,43262.75,711,73131,0.1389,17,2,2,687.83,1,0
61,35200.22,523,39377,0.416,27,13,2,1930.02,1,0
64,20163.21,452,53365,0.6183,6,11,2,18490.7,0,0
42,108912.02,511,35551,0.2851,23,10,0,8392.08,3,0
54,83786.8,391,43926,0.3358,22,13,0,11123.02,0,0
64,23282.92,630,39599,0.3341,20,2,0,3879.58,3,0
25,47308.83,766,23593,0.1603,3,4,0,6709.93,1,0
59,45069.46,527,61334,0.2486,23,6,2,14337.06,0,0
33,59148.3,493,60893,0.0804,27,3,4,20878.24,3,0
25,146500.72,829,43636,0.7521,24,9,1,36576.33,3,0
18,54013.04,542,70225,0.4411,6,5,1,19039.8,2,0
61,49965.05,688,41363,0.4191,16,5,4,698.68,3,1
22,17323.5,575,56959,0.3397,3,7,1,4206.15,1,0
20,17923.8,749,2120,0.8009,12,9,0,13818.63,0,0
18,24335.29,777,17491,0.0308,19,13,3,5412.04,2,0
21,16485.43,779,44638,0.1082,25,1,1,5733.59,1,0
57,76202.4,587,40062,0.5378,18,9,0,15814.03,0,0
52,72821.89,839,6193,0.5834,3,2,0,17922.73,0,0
49,21581.14,629,16213,0.2817,24,3,0,15673.77,2,0
59,96376.65,769,18187,0.6882,12,12,0,4379.23,1,0
51,22567.45,833,11040,0.4091,0,5,2,2587.88,0,0
60,31126.01,766,67302,0.8265,1,10,2,4443.24,2,0
42,27884.35,719,30949,0.5277,6,12,1,12085.95,0,1
27,35956.69,421,4527,0.3937,29,4,1,4536.81,0,0
38,28226.39,607,77557,0.2631,24,5,2,569.75,1,0
63,45208.03,633,78294,0.5074,22,13,0,16132.3,1,0
56,38546.2,719,19757,0.1134,29,10,0,655.28,0,0
44,208960.19,625,26412,0.1973,16,5,1,55554.31,3,0
44,17589.8,549,15312,0.2864,28,12,1,19773.7,0,0
19,21901.32,394,23119,0.5995,6,5,0,31312.62,3,1
58,17442.26,595,12804,0.4341,21,14,0,17912.97,1,0
65,59238.37,483,54986,0.505,12,14,1,1065.49,0,0
30,17522.3,559,47545,0.5133,16,10,3,5425.83,0,1
26,96475.82,485,77519,0.5821,0,10,1,23852.59,0,0
69,47279.14,708,30999,0.3507,27,10,2,952.78,2,0
53,48690.42,368,40758,0.4454,1,5,0,3641.97,2,0
39,52107.5,307,70519,0.4114,5,11,5,6294.19,1,1
59,23428.97,564,4768,0.5896,11,2,2,5976.81,0,0
43,24911.73,783,2504,0.2868,12,11,0,28806.43,0,0
29,32276.61,670,68986,0.2061,19,1,1,5027.23,3,0
34,55507.31,382,77772,0.0696,19,10,1,2730.71,2,1
31,25614.21,510,9002,0.2898,21,11,1,5886.69,1,0
31,20565.31,612,76427,0.206,8,8,1,5041.71,1,1
51,172970.78,636,39787,0.3388,16,3,0,9763.13,0,0
37,16000.22,789,14898,0.0862,29,12,0,51408.3,0,0
28,88035.75,702,11472,0.077,17,7,2,8016.62,2,0
33,84810.07,490,33632,0.1431,7,8,3,6203.18,3,0
68,30871.64,634,34743,0.7274,7,11,2,9010.38,2,1
48,21558.77,821,79538,0.2567,26,12,0,39020.29,1,0
23,22082.52,386,44386,0.337,10,6,2,9802.96,2,1
36,68795.16,361,44388,0.5744,21,14,2,1311.74,2,1
54,61326.5,686,22323,0.3559,21,6,1,24382.67,1,0
21,83700.9,445,70269,0.3518,27,11,1,8936.04,1,0
64,139752.94,452,42319,0.1511,7,3,0,1721.0,1,0
