session_id,student_id,window_index,eye_away_duration_sec,face_missing_duration_sec,tab_switch_count,window_focus_loss_count,multiple_faces_detected,audio_voice_detected,head_pose_deviation_deg,label_cheating,archetype,split
S00171,171,3,12.1,1.9,1,0,1,1,48.2,1,cheating_collaboration,train
S00363,363,1,3.0,0.6,0,0,0,0,7.6,0,honest_normal,val
S00242,242,8,3.3,1.0,0,1,0,0,2.7,0,honest_normal,train
S00170,170,2,5.9,0.0,2,1,0,0,18.2,0,honest_distracted,train
S00306,306,1,10.0,2.4,2,0,0,0,23.3,0,honest_distracted,test
S00337,337,3,0.7,0.3,0,0,0,0,5.6,0,honest_normal,test
S00206,206,7,2.9,0.6,0,0,0,0,4.2,0,honest_normal,train
S00365,365,1,2.2,1.0,0,0,0,0,4.6,0,honest_normal,train
S00274,274,6,0.0,1.3,0,0,0,0,16.2,0,honest_normal,test
S00164,164,2,8.4,4.7,6,3,0,0,38.0,1,cheating_lookup,train
S00053,53,1,1.7,0.2,0,1,0,0,3.5,0,honest_normal,test
S00133,133,7,32.3,3.6,8,2,1,0,47.0,1,cheating_lookup,test
S00274,274,8,2.6,0.0,0,1,0,0,4.8,0,honest_normal,test
S00118,118,2,0.1,0.1,0,0,0,0,4.7,0,honest_normal,train
S00039,39,2,0.2,0.5,0,1,0,0,1.4,0,honest_normal,test
S00039,39,5,1.6,1.1,0,0,0,0,9.3,0,honest_normal,test
S00025,25,4,9.7,0.0,1,0,1,1,38.2,1,cheating_collaboration,train
S00032,32,5,2.0,0.8,0,0,0,0,9.9,0,honest_normal,val
S00215,215,7,12.0,0.0,1,3,1,1,45.6,1,cheating_collaboration,test
S00328,328,9,1.3,0.9,0,0,0,0,7.5,0,honest_normal,train
S00204,204,6,0.2,0.0,0,1,0,0,7.9,0,honest_normal,train
S00303,303,3,22.4,2.4,6,5,0,0,16.6,1,cheating_lookup,train
S00122,122,7,15.4,3.8,5,3,0,0,21.4,1,cheating_lookup,train
S00190,190,5,1.2,1.3,1,0,0,0,6.7,0,honest_normal,train
S00302,302,4,1.3,0.0,0,0,0,0,0.3,0,honest_normal,train
S00113,113,1,0.0,0.0,1,0,0,0,11.5,0,honest_normal,train
S00208,208,1,1.5,0.6,0,0,0,0,12.9,0,honest_normal,train
S00409,409,8,1.9,0.2,0,0,0,0,5.3,0,honest_normal,train
S00287,287,1,1.4,0.5,0,1,0,0,3.3,0,honest_normal,train
S00092,92,3,2.4,0.0,0,0,0,0,4.5,0,honest_normal,train
S00316,316,1,3.5,0.7,0,0,0,0,12.2,0,honest_normal,train
S00165,165,2,1.2,1.1,1,0,0,0,3.0,0,honest_normal,train
S00237,237,6,1.7,1.1,1,0,0,0,5.6,0,honest_normal,test
S00280,280,4,1.8,0.2,0,0,0,0,3.8,0,honest_normal,train
S00297,297,3,2.1,1.2,1,0,0,0,8.2,0,honest_normal,val
S00357,357,2,1.1,0.3,0,0,0,0,3.8,0,honest_normal,train
S00073,73,2,16.0,5.5,7,7,0,0,11.7,1,cheating_lookup,train
S00141,141,5,2.7,5.5,2,0,1,1,6.1,0,honest_environment_noise,val
S00268,268,3,26.1,3.2,8,8,0,0,32.4,1,cheating_lookup,train
S00016,16,1,0.6,0.1,0,0,0,0,6.2,0,honest_normal,train
S00123,123,5,3.6,1.3,0,0,0,0,5.2,0,honest_normal,test
S00002,2,2,0.1,1.0,1,0,0,0,10.4,0,honest_normal,train
S00255,255,8,2.5,0.0,0,0,0,0,14.3,0,honest_normal,val
S00308,308,2,0.6,0.9,0,0,0,0,6.2,0,honest_normal,val
S00325,325,6,1.5,1.4,0,0,0,0,7.4,0,honest_normal,train
S00304,304,5,1.8,0.3,0,0,0,0,11.5,0,honest_normal,train
S00084,84,4,0.7,0.8,0,0,0,0,3.2,0,honest_normal,train
S00409,409,6,1.0,0.0,0,0,0,0,3.9,0,honest_normal,train
S00152,152,6,0.6,0.2,0,0,0,0,2.5,0,honest_normal,val
S00220,220,1,2.3,0.6,0,0,0,0,2.1,0,honest_normal,train
S00274,274,5,2.6,0.9,0,0,0,0,2.6,0,honest_normal,test
S00167,167,1,1.6,0.1,0,0,0,0,0.0,0,honest_normal,train
S00079,79,7,0.7,0.3,0,0,0,0,9.4,0,honest_normal,val
S00314,314,8,1.5,1.3,0,0,0,0,3.5,0,honest_normal,train
S00094,94,3,15.1,1.6,5,7,0,0,32.4,1,cheating_lookup,train
S00087,87,1,1.6,0.9,0,0,0,0,14.3,0,honest_normal,train
S00214,214,1,9.9,1.9,4,4,0,0,4.7,0,honest_distracted,train
S00251,251,5,3.9,0.0,1,0,0,0,14.1,0,honest_distracted,train
S00388,388,2,19.8,5.5,8,5,0,1,30.8,1,cheating_lookup,train
S00246,246,6,0.8,0.1,1,0,0,0,11.5,0,honest_normal,test
S00037,37,1,0.6,0.5,0,0,0,0,11.9,0,honest_normal,val
S00324,324,8,16.9,2.8,7,6,0,0,17.9,1,cheating_lookup,train
S00017,17,3,29.9,1.1,4,4,0,0,30.6,1,cheating_lookup,train
S00068,68,5,0.3,0.0,0,0,0,0,6.4,0,honest_normal,train
S00108,108,1,5.7,8.7,0,0,0,1,13.6,0,honest_environment_noise,train
S00235,235,6,12.6,2.1,3,1,1,1,41.0,1,cheating_collaboration,test
S00259,259,6,3.4,1.6,0,1,0,0,6.5,0,honest_normal,train
S00378,378,5,2.8,6.7,0,0,0,0,9.2,0,honest_environment_noise,train
S00259,259,7,2.9,0.1,0,0,0,0,5.5,0,honest_normal,train
S00165,165,3,0.5,0.0,0,0,0,0,0.0,0,honest_normal,train
S00009,9,4,3.3,0.3,0,0,0,0,0.3,0,honest_normal,train
S00193,193,8,18.3,2.6,8,6,0,0,25.4,1,cheating_lookup,train
S00145,145,4,11.4,1.8,2,1,0,0,24.4,0,honest_distracted,train
S00225,225,2,2.5,0.0,0,0,0,0,10.8,0,honest_normal,train
S00141,141,6,3.6,5.9,1,0,0,0,3.1,0,honest_environment_noise,val
S00125,125,4,1.8,0.0,0,0,0,0,9.1,0,honest_normal,train
S00051,51,2,2.9,1.2,0,0,0,1,0.0,0,honest_normal,train
S00121,121,6,2.6,0.7,0,0,0,0,2.6,0,honest_normal,train
S00206,206,1,1.8,0.1,0,0,0,0,0.9,0,honest_normal,train
S00202,202,2,0.5,0.7,0,0,0,0,8.6,0,honest_normal,train
S00367,367,1,6.6,0.6,0,1,0,0,16.1,0,honest_distracted,train
S00374,374,4,1.2,0.2,0,0,0,0,0.0,0,honest_normal,train
S00240,240,3,1.1,1.1,0,0,0,0,10.6,0,honest_normal,train
S00037,37,9,0.0,0.0,0,0,0,0,7.9,0,honest_normal,val
S00114,114,6,2.9,3.8,0,0,0,1,12.8,0,honest_environment_noise,train
S00068,68,1,2.4,0.2,0,0,0,0,3.8,0,honest_normal,train
S00285,285,2,0.9,1.2,0,0,0,0,5.7,0,honest_normal,train
S00087,87,3,2.2,0.2,0,0,0,0,5.4,0,honest_normal,train
S00404,404,2,2.1,0.6,0,0,0,0,2.0,0,honest_normal,train
S00119,119,6,0.0,0.3,0,0,0,0,4.6,0,honest_normal,val
S00250,250,1,4.4,2.0,1,2,0,0,14.1,0,honest_distracted,train
S00213,213,4,2.2,0.0,1,0,0,0,5.5,0,honest_normal,test
S00261,261,4,2.6,0.0,0,0,0,0,0.0,0,honest_normal,train
S00167,167,4,0.0,0.5,0,0,0,0,3.7,0,honest_normal,train
S00348,348,6,2.8,4.7,2,1,1,1,36.2,1,cheating_collaboration,train
S00116,116,1,2.7,0.7,0,0,0,0,4.6,0,honest_normal,train
S00170,170,6,9.9,0.5,5,0,0,0,14.5,0,honest_distracted,train
S00003,3,1,2.4,5.7,0,0,0,1,3.2,0,honest_environment_noise,train
S00321,321,9,1.4,1.2,0,0,0,0,3.4,0,honest_normal,val
S00275,275,5,6.8,0.8,5,1,0,0,15.4,0,honest_distracted,train
S00172,172,5,1.9,0.3,0,0,0,0,14.1,0,honest_normal,train
S00364,364,5,3.8,0.3,0,1,0,0,6.3,0,honest_normal,test
S00184,184,7,5.6,3.9,3,3,0,1,36.7,1,cheating_collaboration,val
S00250,250,5,8.4,1.6,2,2,0,0,11.2,0,honest_distracted,train
S00086,86,7,13.4,4.1,2,2,1,0,32.2,1,cheating_collaboration,test
S00146,146,4,25.4,5.1,3,4,1,0,23.3,1,cheating_lookup,test
S00151,151,1,9.0,2.1,3,2,0,0,10.3,0,honest_distracted,train
S00053,53,3,2.1,0.0,0,0,0,0,5.0,0,honest_normal,test
S00100,100,3,2.2,0.3,0,1,0,0,0.0,0,honest_normal,train
S00102,102,1,2.8,9.5,0,0,0,1,10.6,0,honest_environment_noise,train
S00238,238,7,2.0,0.2,0,0,0,0,1.9,0,honest_normal,train
S00225,225,3,1.2,0.7,0,0,0,0,1.7,0,honest_normal,train
S00140,140,2,2.5,1.6,0,0,0,0,7.5,0,honest_normal,train
S00199,199,3,0.8,0.8,0,0,0,0,13.1,0,honest_normal,train
S00319,319,7,0.2,0.4,0,0,0,0,2.3,0,honest_normal,train
S00349,349,6,4.1,0.3,2,0,0,0,13.6,0,honest_normal,train
S00012,12,3,2.1,0.5,1,0,0,0,0.0,0,honest_normal,test
S00165,165,4,0.9,0.1,0,0,0,0,6.2,0,honest_normal,train
S00413,413,3,3.9,2.3,1,0,0,0,11.5,0,honest_distracted,train
S00004,4,5,0.7,0.0,0,0,0,0,5.9,0,honest_normal,train
S00024,24,4,1.4,0.0,0,0,0,0,3.0,0,honest_normal,train
S00139,139,2,6.8,1.0,0,0,0,0,17.9,0,honest_distracted,train
S00253,253,1,2.3,0.0,0,0,0,1,0.0,0,honest_normal,train
S00209,209,3,2.5,2.2,0,0,0,0,9.4,0,honest_normal,train
S00305,305,2,0.1,0.5,0,1,0,0,12.5,0,honest_normal,train
S00294,294,3,6.7,2.0,1,3,0,0,13.7,0,honest_distracted,train
S00225,225,5,1.1,0.7,0,0,0,0,2.4,0,honest_normal,train
S00381,381,1,0.1,0.8,0,2,0,0,13.4,0,honest_normal,train
S00130,130,3,0.0,1.1,0,0,0,0,8.5,0,honest_normal,train
S00101,101,3,4.0,1.4,1,0,0,0,3.4,0,honest_normal,train
S00108,108,2,1.6,2.1,0,0,0,0,1.8,0,honest_environment_noise,train
S00394,394,8,0.4,0.8,0,0,0,0,7.9,0,honest_normal,train
S00408,408,3,1.8,0.0,1,0,0,0,3.1,0,honest_normal,train
S00283,283,3,2.1,0.0,0,0,0,0,9.6,0,honest_normal,train
S00358,358,7,2.4,0.6,0,0,0,0,1.1,0,honest_normal,train
S00021,21,4,2.8,0.5,0,0,0,0,13.4,0,honest_normal,train
S00031,31,4,2.5,0.9,1,0,0,0,1.5,0,honest_normal,train
S00268,268,7,22.2,2.0,5,5,0,1,19.5,1,cheating_lookup,train
S00337,337,4,2.4,0.3,0,0,0,0,0.7,0,honest_normal,test
S00401,401,2,0.2,0.6,0,0,0,0,6.7,0,honest_normal,train
S00171,171,2,11.4,0.2,3,1,0,1,9.1,1,cheating_collaboration,train
S00333,333,5,2.3,0.9,0,0,0,0,6.0,0,honest_normal,train
S00273,273,1,0.9,0.2,0,0,0,0,6.3,0,honest_normal,val
S00393,393,5,2.1,1.4,0,0,0,0,4.2,0,honest_normal,test
S00121,121,3,0.0,0.0,0,0,0,0,3.4,0,honest_normal,train
S00269,269,3,0.0,0.8,0,0,0,0,0.0,0,honest_normal,val
S00350,350,1,15.6,1.7,1,1,0,0,26.6,0,honest_distracted,train
S00374,374,7,1.6,0.2,0,1,0,0,11.3,0,honest_normal,train
S00148,148,2,2.2,0.0,0,0,0,0,10.1,0,honest_normal,train
S00407,407,5,12.2,0.0,7,5,0,0,18.0,1,cheating_lookup,train
S00244,244,7,14.3,3.7,1,3,0,1,42.2,1,cheating_collaboration,test
S00271,271,9,2.9,0.6,0,0,0,0,7.7,0,honest_normal,train
S00219,219,1,0.7,0.8,0,0,0,0,2.1,0,honest_normal,train
S00395,395,3,18.9,5.4,7,5,0,0,22.3,1,cheating_lookup,test
S00031,31,5,2.9,0.8,0,0,0,0,8.4,0,honest_normal,train
S00146,146,3,15.6,2.5,4,2,1,1,61.7,1,cheating_collaboration,test
S00025,25,8,0.6,0.2,0,1,0,0,2.4,0,honest_normal,train
S00028,28,2,2.4,0.0,1,0,0,0,8.8,0,honest_normal,test
S00164,164,8,28.6,2.8,5,3,0,0,18.3,1,cheating_lookup,train
S00013,13,3,0.3,0.3,0,0,0,0,8.4,0,honest_normal,train
S00208,208,4,2.6,1.1,0,0,0,0,9.9,0,honest_normal,train
S00041,41,5,7.6,2.9,1,2,0,1,24.6,1,cheating_collaboration,train
S00026,26,1,0.0,0.0,0,0,0,0,8.1,0,honest_normal,train
S00179,179,2,18.1,1.2,0,2,0,0,17.7,0,honest_distracted,train
S00359,359,5,2.3,0.2,0,0,0,0,3.3,0,honest_normal,train
S00210,210,3,0.0,0.0,1,0,0,0,6.6,0,honest_normal,train
S00097,97,3,9.0,2.2,3,2,0,0,8.4,0,honest_distracted,val
S00006,6,4,1.8,0.8,1,1,0,0,9.5,0,honest_normal,train
S00349,349,3,1.2,0.9,0,0,0,0,8.1,0,honest_normal,train
S00202,202,7,1.5,1.0,0,1,0,0,6.3,0,honest_normal,train
S00024,24,5,0.6,0.0,1,0,0,0,13.2,0,honest_normal,train
S00374,374,9,3.0,0.0,0,0,0,0,7.7,0,honest_normal,train
S00107,107,5,3.3,1.2,0,0,0,0,8.6,0,honest_normal,train
S00197,197,2,3.0,1.0,0,0,0,1,8.2,0,honest_normal,train
S00033,33,1,22.8,5.1,6,4,0,0,20.9,1,cheating_lookup,test
S00040,40,4,0.5,0.5,0,0,0,0,2.4,0,honest_normal,val
S00035,35,4,22.1,5.6,5,8,0,0,19.0,1,cheating_lookup,val
S00072,72,3,2.3,1.0,0,1,0,0,5.2,0,honest_normal,train
S00378,378,1,1.5,0.0,0,0,0,0,5.1,0,honest_normal,train
S00164,164,6,12.5,1.8,2,1,0,1,33.5,1,cheating_collaboration,train
S00385,385,1,1.5,0.0,0,0,0,0,7.0,0,honest_normal,test
S00062,62,4,3.2,0.4,1,0,0,0,13.0,0,honest_normal,train
S00302,302,1,0.1,0.3,0,0,0,0,6.4,0,honest_normal,train
S00381,381,7,0.7,1.6,0,0,0,0,0.0,0,honest_normal,train
S00119,119,1,1.3,0.6,0,0,0,0,6.7,0,honest_normal,val
S00001,1,5,1.0,0.0,0,0,0,0,8.6,0,honest_normal,train
S00400,400,4,2.9,1.0,0,0,0,0,8.5,0,honest_normal,train
S00333,333,2,3.8,0.8,2,0,0,0,13.2,0,honest_normal,train
S00091,91,1,1.5,0.2,0,0,0,0,6.3,0,honest_normal,val
S00323,323,3,3.7,9.8,0,1,0,0,14.6,0,honest_environment_noise,train
S00327,327,7,7.9,0.2,1,2,0,0,13.1,0,honest_distracted,train
S00157,157,3,0.0,0.0,0,0,0,0,5.6,0,honest_normal,train
S00296,296,2,8.6,0.8,5,0,0,0,21.6,0,honest_distracted,test
S00134,134,3,2.9,0.6,1,0,0,0,8.8,0,honest_normal,val
S00135,135,4,3.7,0.0,0,0,0,1,5.7,0,honest_normal,train
S00364,364,3,1.9,1.1,1,0,0,0,4.0,0,honest_normal,test
S00354,354,1,2.8,0.3,0,0,0,0,6.1,0,honest_normal,train
S00116,116,2,7.7,0.0,5,2,0,0,19.3,0,honest_distracted,train
S00131,131,1,1.3,2.0,0,0,0,0,6.8,0,honest_normal,train
S00344,344,2,2.7,0.3,0,0,0,0,7.8,0,honest_normal,val
S00336,336,6,31.6,3.3,5,3,0,0,25.0,1,cheating_lookup,train
S00284,284,1,3.4,3.5,0,0,0,1,21.5,0,honest_environment_noise,test
S00114,114,1,1.3,9.8,0,0,0,0,9.3,0,honest_environment_noise,train
S00400,400,6,2.8,1.1,0,1,0,0,5.9,0,honest_normal,train
S00385,385,5,0.7,0.7,0,0,0,0,4.5,0,honest_normal,test
S00042,42,1,3.0,0.1,0,1,0,0,4.4,0,honest_normal,test
S00329,329,5,11.0,0.5,4,2,0,0,4.6,0,honest_distracted,train
S00327,327,5,5.3,1.7,3,1,0,0,3.2,0,honest_distracted,train
S00293,293,4,3.3,6.2,0,0,0,0,0.3,0,honest_environment_noise,test
S00403,403,3,1.1,1.5,0,0,0,0,11.7,0,honest_normal,train
S00322,322,5,22.3,1.3,10,8,0,0,19.6,1,cheating_lookup,train
S00049,49,7,15.8,0.3,3,1,0,1,26.0,1,cheating_collaboration,val
S00361,361,7,17.4,4.6,8,2,0,0,22.9,1,cheating_lookup,train
S00155,155,5,3.2,6.2,0,0,0,1,12.5,0,honest_environment_noise,test
S00074,74,5,12.8,2.8,4,3,0,1,12.9,1,cheating_collaboration,train
S00107,107,9,2.8,1.6,1,0,0,0,4.1,0,honest_normal,train
S00328,328,3,2.2,1.6,0,0,0,0,2.9,0,honest_normal,train
S00169,169,2,2.4,0.4,0,0,0,0,1.8,0,honest_normal,val
S00256,256,1,7.5,0.0,2,2,0,0,14.1,0,honest_distracted,train
S00418,418,1,8.7,2.9,2,2,1,1,32.5,1,cheating_collaboration,test
S00041,41,1,11.9,5.5,1,1,0,1,41.3,1,cheating_collaboration,train
S00371,371,7,5.4,1.2,1,2,0,0,16.6,0,honest_environment_noise,train
S00003,3,4,0.0,8.3,1,0,0,1,11.0,0,honest_environment_noise,train
S00106,106,1,7.7,0.0,2,2,0,0,12.4,0,honest_distracted,train
S00199,199,2,1.2,1.2,0,0,0,0,3.8,0,honest_normal,train
S00260,260,3,1.3,3.8,0,1,0,0,6.2,0,honest_environment_noise,test
S00095,95,1,0.4,1.1,0,0,0,0,4.5,0,honest_normal,val
S00082,82,3,1.2,0.2,0,0,0,0,10.8,0,honest_normal,train
S00225,225,1,2.8,0.9,0,0,0,0,8.6,0,honest_normal,train
S00264,264,1,9.8,2.2,1,2,0,0,7.7,0,honest_distracted,train
S00298,298,5,0.0,0.8,0,0,0,0,8.3,0,honest_normal,train
S00399,399,3,0.6,0.0,0,0,0,0,1.6,0,honest_normal,train
S00286,286,7,4.5,7.1,1,1,0,1,15.8,0,honest_environment_noise,train
S00014,14,3,0.7,1.0,0,0,0,0,2.8,0,honest_normal,test
S00278,278,5,10.9,3.3,3,1,1,1,33.7,1,cheating_collaboration,test
S00166,166,7,1.1,0.0,0,0,0,1,11.0,0,honest_normal,val
S00363,363,2,8.2,1.4,2,0,0,0,16.0,0,honest_distracted,val
S00322,322,7,15.5,0.0,3,2,1,0,39.2,1,cheating_collaboration,train
S00317,317,2,0.0,0.0,0,0,0,0,2.8,0,honest_normal,train
S00404,404,1,3.5,1.4,0,0,0,0,8.3,0,honest_normal,train
S00111,111,1,2.4,1.7,3,1,0,0,5.7,0,honest_distracted,train
S00271,271,5,0.8,0.2,0,0,0,0,11.4,0,honest_normal,train
S00011,11,8,8.4,2.4,2,2,0,0,6.6,0,honest_distracted,train
S00152,152,1,4.3,0.0,0,0,0,0,4.7,0,honest_normal,val
S00304,304,6,0.0,0.8,1,0,0,0,9.8,0,honest_normal,train
S00304,304,8,0.0,1.0,0,1,0,0,4.8,0,honest_normal,train
S00224,224,3,18.4,4.4,5,4,0,0,19.8,1,cheating_lookup,train
S00245,245,5,11.1,3.2,3,5,1,1,40.9,1,cheating_collaboration,val
S00273,273,5,0.5,1.0,0,0,0,0,5.6,0,honest_normal,val
S00058,58,1,0.9,0.7,0,0,0,0,4.2,0,honest_normal,train
S00376,376,3,15.1,2.1,14,5,1,0,36.2,1,cheating_lookup,test
S00022,22,1,2.9,0.5,0,0,0,0,11.7,0,honest_normal,train
S00270,270,7,0.8,0.0,0,0,0,0,10.8,0,honest_normal,train
S00047,47,1,2.4,0.7,0,0,0,0,3.4,0,honest_normal,train
S00231,231,2,4.3,0.6,3,1,1,1,14.3,1,cheating_collaboration,train
S00260,260,1,0.0,2.0,0,0,0,1,2.1,0,honest_environment_noise,test
S00011,11,6,5.6,0.4,3,2,0,0,8.8,0,honest_distracted,train
S00405,405,8,2.1,0.0,0,0,0,0,2.1,0,honest_normal,train
S00279,279,2,1.4,1.3,0,0,0,0,8.6,0,honest_normal,test
S00380,380,4,2.4,0.0,0,0,0,0,7.1,0,honest_normal,train
S00211,211,3,10.9,2.5,0,0,1,1,65.1,1,cheating_collaboration,test
S00330,330,3,2.3,1.1,1,0,0,0,5.1,0,honest_normal,train
S00250,250,8,2.0,1.6,4,0,0,1,9.1,0,honest_distracted,train
S00407,407,4,11.3,0.4,4,3,0,0,16.9,0,honest_distracted,train
S00298,298,4,0.0,0.6,0,0,0,0,9.4,0,honest_normal,train
S00277,277,1,0.5,0.5,1,0,0,0,6.0,0,honest_normal,train
S00355,355,4,1.6,0.4,0,0,0,0,6.3,0,honest_normal,train
S00395,395,4,20.4,2.7,4,5,0,0,20.5,1,cheating_lookup,test
S00412,412,6,0.0,1.3,0,0,0,0,4.2,0,honest_normal,train
S00279,279,3,0.9,0.6,0,0,0,0,12.1,0,honest_normal,test
S00056,56,8,2.9,1.6,0,0,0,0,0.4,0,honest_normal,train
S00389,389,1,0.0,12.4,0,1,0,1,12.2,0,honest_environment_noise,test
S00386,386,2,1.5,1.1,2,0,0,0,11.4,0,honest_normal,test
S00264,264,3,7.7,1.7,4,1,0,0,17.4,0,honest_distracted,train
S00408,408,2,0.8,1.5,0,0,0,0,2.3,0,honest_normal,train
S00062,62,3,1.9,0.9,0,0,0,0,3.7,0,honest_normal,train
S00098,98,6,9.0,0.8,4,7,0,0,35.8,1,cheating_lookup,train
S00199,199,1,2.6,1.5,0,0,0,0,0.0,0,honest_normal,train
S00284,284,3,2.6,2.1,1,0,0,0,8.4,0,honest_environment_noise,test
S00106,106,6,2.8,0.8,0,0,0,0,4.6,0,honest_normal,train
S00055,55,1,17.1,7.3,7,5,0,0,20.6,1,cheating_lookup,train
S00402,402,3,6.8,0.7,4,0,0,0,13.5,0,honest_distracted,train
S00075,75,5,0.8,0.3,0,0,0,0,4.7,0,honest_normal,train
S00124,124,1,0.0,0.0,0,0,0,0,4.0,0,honest_normal,val
S00297,297,5,0.6,0.8,0,0,0,0,6.7,0,honest_normal,val
S00396,396,1,3.9,11.0,0,0,0,1,7.5,0,honest_environment_noise,train
S00390,390,1,3.1,1.9,0,1,0,0,10.1,0,honest_normal,train
S00370,370,7,10.3,2.2,0,0,0,0,10.7,0,honest_distracted,val
S00319,319,2,1.4,0.6,0,0,0,0,1.7,0,honest_normal,train
S00193,193,1,1.6,1.0,0,0,0,0,0.0,0,honest_normal,train
S00194,194,3,8.0,0.0,0,0,0,0,14.4,0,honest_distracted,train
S00253,253,7,13.0,5.1,4,2,0,0,17.9,1,cheating_lookup,train
S00354,354,2,2.9,0.5,1,0,0,0,7.3,0,honest_normal,train
S00208,208,2,2.6,0.4,0,0,0,0,13.3,0,honest_normal,train
S00141,141,4,6.3,8.3,0,0,0,0,7.8,0,honest_environment_noise,val
S00044,44,3,20.5,4.5,8,4,0,0,31.5,1,cheating_lookup,test
S00135,135,3,2.4,0.0,0,0,0,0,5.5,0,honest_normal,train
S00038,38,2,11.7,2.3,1,0,0,0,8.3,0,honest_distracted,test
S00190,190,7,0.9,0.0,0,0,0,0,7.6,0,honest_normal,train
S00099,99,6,2.2,0.0,0,0,0,0,7.1,0,honest_normal,train
S00252,252,5,2.5,0.0,0,0,0,0,13.2,0,honest_normal,train
S00310,310,4,1.0,0.4,0,0,0,0,5.2,0,honest_normal,train
S00238,238,2,2.2,0.2,1,1,0,0,5.4,0,honest_normal,train
S00138,138,4,2.0,1.0,0,0,0,1,8.0,0,honest_environment_noise,train
S00234,234,1,5.7,8.8,0,1,0,1,19.8,0,honest_environment_noise,val
S00322,322,1,6.9,3.7,2,4,1,1,26.7,1,cheating_collaboration,train
S00087,87,6,1.8,1.7,0,1,0,0,0.0,0,honest_normal,train
S00308,308,1,0.0,0.0,0,0,0,0,2.9,0,honest_normal,val
S00311,311,2,11.4,0.0,3,1,1,1,30.0,1,cheating_collaboration,train
S00216,216,2,16.1,0.0,4,1,1,1,45.5,1,cheating_collaboration,train
S00361,361,4,20.2,0.0,9,6,0,1,23.9,1,cheating_lookup,train
S00183,183,6,8.8,0.4,1,2,0,1,11.7,0,honest_distracted,val
S00104,104,6,0.9,8.1,0,0,0,1,15.5,0,honest_environment_noise,test
S00098,98,5,10.3,0.6,3,4,0,1,12.4,1,cheating_lookup,train
S00336,336,4,21.4,7.5,8,3,0,0,22.3,1,cheating_lookup,train
S00234,234,6,4.2,1.4,0,0,0,1,11.2,0,honest_environment_noise,val
S00258,258,2,2.2,1.9,0,2,0,0,15.5,0,honest_distracted,val
S00392,392,1,11.9,1.9,3,3,0,0,20.4,1,cheating_lookup,train
S00066,66,3,6.7,1.0,3,0,0,0,15.1,0,honest_distracted,train
S00264,264,4,7.9,2.2,3,1,0,0,0.0,0,honest_distracted,train
S00171,171,1,12.3,0.0,2,2,1,1,29.7,1,cheating_collaboration,train
S00397,397,6,8.9,1.0,0,3,0,0,4.6,0,honest_distracted,val
S00040,40,1,2.7,1.0,0,0,0,0,3.9,0,honest_normal,val
S00260,260,8,0.5,1.1,0,0,0,0,2.6,0,honest_normal,test
S00263,263,4,0.3,0.5,0,0,0,0,7.7,0,honest_normal,test
S00124,124,3,1.8,0.7,0,0,0,0,6.2,0,honest_normal,val
S00244,244,3,18.9,3.0,1,6,1,1,13.1,1,cheating_collaboration,test
S00159,159,6,0.0,0.2,1,0,0,0,0.0,0,honest_normal,train
S00375,375,1,0.0,0.0,0,0,0,0,3.5,0,honest_normal,train
S00310,310,5,1.1,0.7,0,0,0,0,9.8,0,honest_normal,train
S00198,198,6,28.0,1.6,5,6,0,0,16.0,1,cheating_lookup,train
S00311,311,5,7.7,0.0,0,4,1,1,50.4,1,cheating_collaboration,train
S00083,83,2,8.3,0.8,2,0,0,0,4.7,0,honest_distracted,test
S00345,345,4,2.1,0.5,0,0,0,0,12.2,0,honest_normal,test
S00201,201,6,0.7,0.4,0,0,0,0,1.9,0,honest_normal,train
S00001,1,2,0.0,0.9,0,1,0,0,0.0,0,honest_normal,train
S00106,106,2,3.6,0.4,2,3,0,0,4.2,0,honest_distracted,train
S00348,348,7,21.4,3.9,1,3,1,1,45.9,1,cheating_collaboration,train
S00242,242,9,2.7,0.3,0,0,0,0,9.1,0,honest_normal,train
S00200,200,3,2.7,0.7,1,0,0,0,8.8,0,honest_normal,test
S00037,37,4,2.5,1.3,0,0,0,0,7.9,0,honest_normal,val
S00274,274,7,0.0,1.3,0,1,0,0,6.7,0,honest_normal,test
S00054,54,4,3.4,1.0,1,0,0,0,9.8,0,honest_normal,train
S00083,83,3,2.1,1.1,0,1,0,0,7.4,0,honest_normal,test
S00399,399,2,1.9,1.3,0,2,0,0,10.2,0,honest_normal,train
S00157,157,4,2.0,1.9,0,0,0,1,4.2,0,honest_normal,train
S00334,334,7,0.2,0.2,0,0,0,0,2.3,0,honest_normal,val
S00063,63,8,0.0,0.6,0,1,0,0,9.9,0,honest_normal,train
S00071,71,8,2.1,0.9,1,0,0,0,3.8,0,honest_normal,train
S00284,284,7,2.9,1.2,4,0,0,0,15.8,0,honest_distracted,test
S00011,11,2,9.9,3.7,2,1,0,0,13.8,0,honest_distracted,train
S00251,251,8,16.5,5.1,7,10,0,0,22.3,1,cheating_lookup,train
S00079,79,5,0.6,0.7,0,0,0,0,9.1,0,honest_normal,val
S00080,80,2,2.7,0.8,1,0,0,0,8.7,0,honest_normal,train
S00064,64,1,12.3,2.5,2,0,1,0,5.0,0,honest_distracted,val
S00089,89,5,1.0,0.9,0,0,0,0,10.7,0,honest_normal,train
S00177,177,2,4.2,8.1,0,2,0,1,11.0,0,honest_environment_noise,val
S00263,263,5,0.5,0.7,0,0,0,0,6.8,0,honest_normal,test
