age,annual_income,spending_score,num_purchases,account_balance,tenure_months,support_calls,region,noise_feature1,noise_feature2,true_segment
37.9,43092.0,88.7,21,3289.15,50,3,0,1.408,67.826,3
42.8,95672.0,13.0,12,17427.83,116,2,3,-1.372,62.432,1
30.1,50663.0,71.1,22,3280.74,25,3,1,0.284,30.836,3
23.1,22850.0,79.4,1,350.54,117,1,3,-0.763,46.213,0
34.5,35755.0,87.7,16,3872.58,39,0,1,-1.464,72.31,3
27.0,30963.0,75.0,6,579.27,38,1,3,0.277,57.532,0
41.1,84614.0,44.3,9,12219.54,15,5,1,1.233,25.133,1
40.4,55791.0,69.9,20,1305.47,32,2,0,-0.919,13.084,3
28.0,26796.0,51.0,8,551.19,61,1,1,1.49,18.971,0
18.0,30258.0,95.5,3,351.43,64,0,1,-0.03,96.821,0
50.9,46583.0,58.4,13,7688.96,52,1,0,0.209,14.125,2
57.9,50572.0,59.2,7,10846.5,99,1,2,-0.491,40.909,2
60.0,48695.0,60.6,13,5907.01,24,2,2,0.913,55.928,2
61.1,45227.0,53.6,14,7011.17,100,0,0,-0.273,43.81,2
65.1,53980.0,62.6,11,5212.03,40,2,1,0.183,8.022,2
49.3,108864.0,49.1,8,8837.19,57,4,0,-0.82,61.855,1
40.2,87944.0,45.2,8,15507.31,41,4,2,-0.995,30.374,1
25.2,29794.0,66.7,4,602.82,114,1,0,-1.025,77.504,0
37.6,46437.0,69.1,22,4251.96,90,2,3,-1.635,62.377,3
54.0,54184.0,64.0,9,9548.08,101,2,2,-0.989,94.554,2
37.1,75896.0,44.6,13,11154.39,41,5,0,-0.471,13.147,1
40.2,62986.0,14.4,12,19302.17,23,1,0,-0.309,52.831,1
40.9,43975.0,75.9,14,2323.56,19,2,1,0.683,94.216,3
28.4,30881.0,45.9,4,702.36,46,2,1,-1.42,48.435,0
54.1,58707.0,78.7,5,8394.67,11,2,2,-1.281,31.872,2
56.2,48883.0,47.5,4,9766.07,51,3,0,-0.721,84.178,2
53.0,57278.0,46.2,13,6487.31,47,0,0,0.398,6.233,2
26.7,25358.0,79.9,2,261.56,18,3,2,-0.789,66.154,0
39.2,49773.0,90.1,10,2493.45,92,4,2,-0.961,26.227,3
41.4,41430.0,85.6,16,3616.19,79,5,1,-0.109,15.079,3
52.6,36896.0,57.0,14,9078.48,106,3,1,2.131,93.827,2
52.4,70325.0,45.4,9,2776.06,40,5,0,0.037,74.287,2
28.5,40407.0,86.5,22,1672.89,32,2,2,-0.977,87.603,3
58.3,49852.0,45.5,7,9503.12,79,4,0,0.319,53.209,2
23.5,27489.0,88.0,5,271.3,62,3,0,-1.309,25.095,0
60.0,52655.0,58.4,7,6791.8,43,2,0,2.022,57.597,2
57.9,43026.0,75.0,14,8518.62,37,3,3,1.293,96.903,2
43.6,61688.0,32.0,11,8658.89,67,3,1,0.071,17.82,1
52.7,61905.0,48.6,5,9021.48,40,0,0,0.48,89.679,2
35.6,51941.0,68.4,23,3071.23,51,3,1,1.235,44.129,3
39.2,44708.0,64.4,18,3948.17,76,2,1,-0.257,43.316,3
40.5,86110.0,23.5,6,11341.08,16,2,3,0.366,47.55,1
26.3,29954.0,71.6,2,638.52,69,3,0,-0.266,85.027,0
32.5,46453.0,89.6,20,2973.47,47,2,2,-0.172,57.573,3
39.2,40382.0,77.8,26,2832.05,5,5,3,-2.547,74.799,3
23.2,10000.0,64.3,1,416.93,108,2,3,2.041,59.35,0
35.3,52770.0,83.3,25,2554.69,89,4,2,0.274,10.649,3
44.4,36939.0,71.8,14,2809.17,56,2,2,1.388,66.95,3
54.7,43164.0,57.2,9,9047.79,116,1,0,-1.286,27.134,2
48.7,61122.0,62.9,8,7164.44,11,4,2,-0.192,8.36,2
39.2,80532.0,39.5,11,12556.41,40,2,3,0.803,17.0,1
24.6,31584.0,72.8,3,431.59,10,3,0,-0.111,63.005,0
42.2,61799.0,33.5,14,13166.72,101,2,3,2.257,78.862,1
50.1,33058.0,71.1,24,2447.73,8,1,0,0.379,32.812,3
27.4,36853.0,70.7,2,388.77,84,1,0,0.694,43.434,0
38.1,64671.0,26.3,6,10700.42,101,1,2,-0.528,40.912,1
33.4,91251.0,34.8,12,7811.16,99,0,0,-0.503,47.629,1
60.5,50284.0,65.3,13,8479.52,29,1,3,-0.525,47.398,2
33.0,46300.0,74.7,17,3280.3,33,1,0,1.581,0.358,3
39.2,100339.0,31.9,4,21588.78,91,1,0,0.721,84.732,1
33.9,81273.0,57.1,16,15350.48,46,3,3,0.078,37.788,1
49.9,42517.0,66.5,12,8286.49,71,1,1,0.588,70.112,2
44.4,91259.0,27.5,11,12255.32,23,3,0,-0.581,6.989,1
28.9,26003.0,72.9,5,674.14,50,0,3,-2.038,90.287,0
38.5,89998.0,24.4,7,16386.38,91,2,0,0.663,82.366,1
20.6,26043.0,66.8,5,314.97,5,2,2,-2.145,66.154,0
23.7,23166.0,58.8,5,704.39,42,3,1,0.277,2.351,0
39.7,71736.0,29.9,11,16063.22,11,3,1,0.078,85.73,1
36.3,67535.0,40.3,18,12272.71,117,2,3,-0.478,72.465,1
37.5,52421.0,69.3,12,3153.95,73,2,1,-1.549,94.67,3
45.8,78207.0,28.4,14,19483.83,109,2,2,1.178,82.809,1
54.6,51413.0,53.4,5,12704.31,1,3,3,-0.929,95.229,2
63.1,49998.0,36.6,7,12028.61,62,3,0,-0.787,45.799,2
23.4,22706.0,76.6,4,511.64,44,7,2,0.605,83.063,0
46.0,55386.0,61.1,6,5501.35,93,4,1,-0.341,53.276,2
34.1,28566.0,63.8,5,631.51,69,4,3,0.519,96.484,0
39.8,49976.0,91.1,18,3879.03,80,2,3,-0.884,3.386,3
18.9,27458.0,57.3,5,532.36,78,3,1,1.303,27.634,0
39.3,70641.0,27.6,13,10771.92,40,3,3,-0.921,4.9,1
27.9,30323.0,54.1,3,839.47,64,3,2,0.432,47.243,0
36.0,38335.0,71.2,13,2777.85,17,3,1,-0.818,76.86,3
42.6,63803.0,68.6,5,6626.59,73,1,2,0.434,59.582,2
52.7,54204.0,59.4,5,11754.34,115,3,3,0.058,78.345,2
25.7,32798.0,86.1,4,487.4,32,1,1,-0.72,52.112,0
52.6,44176.0,53.2,9,11546.57,97,2,0,-0.721,5.375,2
25.9,21549.0,66.8,5,584.17,42,1,2,0.221,84.541,0
37.9,41839.0,81.3,22,2960.67,7,4,3,0.934,51.836,3
21.2,29882.0,82.7,1,462.65,39,2,2,-1.219,72.136,0
22.3,31032.0,66.9,6,789.44,85,4,2,1.311,29.444,0
21.9,30463.0,75.2,4,516.67,15,3,2,0.115,99.694,0
40.6,78696.0,40.4,11,10012.6,98,2,0,-1.034,39.018,1
56.2,63916.0,58.2,10,7150.72,4,0,3,1.267,89.744,2
26.8,27619.0,74.7,3,267.46,12,4,2,0.199,17.8,0
26.7,38303.0,82.7,16,2266.75,98,0,3,-0.038,68.235,3
40.6,88441.0,23.8,12,7722.16,60,4,3,1.045,48.317,1
61.1,57071.0,30.9,9,8567.63,118,1,3,0.753,97.872,2
33.5,80481.0,24.8,15,20054.2,88,2,2,-1.07,67.491,1
35.5,34969.0,43.0,12,22320.5,55,1,2,0.728,21.556,1
61.0,64138.0,56.9,2,4666.61,53,3,1,1.989,35.47,2
18.4,23579.0,87.0,0,622.53,85,0,3,-1.375,51.945,0
22.9,25564.0,77.0,5,341.01,38,3,3,-0.029,87.114,0
35.3,45100.0,85.9,16,3398.08,59,4,0,1.307,50.651,3
35.8,47744.0,77.1,23,3125.15,107,0,1,-0.461,8.075,3
46.0,82673.0,26.0,15,15391.16,113,3,3,-2.522,14.107,1
39.8,85714.0,40.1,5,12524.09,41,2,2,0.677,45.613,1
59.7,50276.0,63.4,7,5138.02,92,2,3,0.897,13.24,2
49.4,78035.0,17.1,8,13799.04,3,4,0,-0.102,41.707,1
26.1,29541.0,65.1,7,355.29,65,3,3,-1.401,30.535,0
21.0,27614.0,76.5,7,512.52,40,1,0,1.045,2.638,0
52.5,43842.0,57.3,5,8639.86,11,3,2,0.548,97.547,2
51.9,55246.0,33.1,13,13575.06,116,2,1,-0.647,75.49,2
28.1,26300.0,57.2,7,299.78,84,3,2,-0.052,60.451,0
24.8,27625.0,75.3,4,122.82,70,1,3,1.923,29.279,0
23.3,28144.0,79.9,10,805.49,60,0,1,-1.752,15.836,0
58.3,44709.0,33.4,7,9940.22,118,1,0,0.838,39.814,2
20.7,26984.0,85.1,4,82.85,43,3,1,-0.418,1.226,0
32.6,25982.0,81.6,9,422.66,103,2,3,-0.308,54.433,0
34.1,39416.0,77.8,23,2686.99,41,0,0,-0.859,0.344,3
25.8,28970.0,64.9,3,603.1,36,4,1,-0.542,29.47,0
57.7,62869.0,61.7,7,6857.9,24,3,3,0.412,16.777,2
20.0,28804.0,84.9,7,823.76,57,1,3,-0.017,88.511,0
25.7,25246.0,76.4,5,708.4,119,0,0,-0.084,86.21,0
28.8,41353.0,59.2,7,0.0,55,1,0,-0.007,77.842,0
58.9,49872.0,40.5,6,7113.06,110,4,1,-0.184,72.504,2
35.6,49222.0,79.5,24,1923.17,94,3,3,0.77,78.592,3
38.9,57086.0,66.1,14,3678.91,107,1,0,-0.145,11.069,3
44.6,66148.0,39.5,7,17381.29,42,1,0,-0.981,74.416,1
53.5,49308.0,57.0,10,4482.36,1,8,3,-0.948,84.882,2
28.1,22490.0,63.0,1,306.05,90,2,0,1.225,25.549,0
42.7,64181.0,19.5,7,8824.94,74,1,3,-1.01,59.666,1
31.0,48014.0,73.8,26,1897.58,84,1,3,0.275,55.817,3
25.9,27128.0,78.6,3,684.3,81,3,3,0.016,24.24,0
18.0,24372.0,82.7,8,467.97,80,0,0,0.251,3.941,0
27.4,29787.0,60.2,2,202.21,96,2,1,-0.437,90.159,0
26.2,29671.0,74.9,6,453.01,9,4,1,0.089,56.953,0
27.6,30406.0,83.7,7,403.97,95,1,1,0.244,45.433,0
48.4,55176.0,70.1,9,7603.39,27,1,1,-1.106,86.456,2
38.1,70550.0,20.6,14,17432.6,22,1,1,-0.921,71.913,1
30.7,41724.0,84.0,24,1784.61,113,2,1,-0.228,17.446,3
39.9,44876.0,73.8,24,3039.15,47,2,3,0.592,49.722,3
33.3,79023.0,22.7,13,11700.16,85,6,1,-0.946,64.091,1
35.0,86325.0,7.6,16,14589.23,37,1,2,-0.416,70.78,1
38.3,86095.0,31.9,17,10254.31,106,1,2,0.277,60.785,1
45.4,44050.0,57.9,7,7966.13,42,3,2,0.369,47.971,2
43.9,73066.0,31.2,7,12457.16,25,3,3,-1.109,0.538,1
58.1,49422.0,65.4,7,7907.56,3,0,1,-0.767,35.038,2
41.5,73803.0,32.6,12,13484.32,3,0,1,-0.272,59.261,1
50.3,47672.0,44.8,9,7449.18,68,1,2,1.662,45.775,2
40.7,67250.0,24.5,13,20306.86,118,4,0,1.002,1.635,1
40.4,54278.0,25.3,9,10522.15,45,1,2,-0.642,2.537,1
38.8,46038.0,72.5,19,2953.82,106,3,3,1.944,94.614,3
29.7,49312.0,66.5,25,3027.84,37,1,2,-0.183,23.045,3
27.6,23449.0,60.9,3,443.33,34,3,2,0.806,75.714,0
22.9,44127.0,84.2,17,3076.37,60,1,2,-0.947,61.491,3
43.7,101880.0,34.2,13,15062.06,74,2,0,-1.628,72.141,1
34.0,64733.0,79.7,23,3050.91,111,3,2,0.601,2.78,3
27.9,35539.0,65.7,16,2847.97,95,2,1,1.518,17.334,3
38.0,73367.0,33.1,16,15234.16,89,3,1,0.182,63.027,1
30.4,13319.0,90.8,5,510.27,2,3,3,-2.064,8.968,0
44.6,68405.0,31.2,11,18848.99,73,1,3,0.372,76.487,1
57.0,59233.0,69.5,13,8199.27,94,2,1,-0.078,98.141,2
52.7,53382.0,66.1,7,6797.84,89,2,1,-1.171,51.02,2
40.3,79286.0,31.6,16,22148.9,95,0,2,0.073,38.096,1
21.6,29416.0,69.2,11,601.83,29,2,2,-1.571,6.175,0
32.2,32591.0,78.8,21,3704.8,14,0,1,-0.329,20.45,3
38.9,49051.0,85.0,14,2231.28,28,1,2,-1.321,99.075,3
58.5,44226.0,58.0,6,8262.97,8,3,2,-0.351,23.054,2
18.8,21724.0,77.4,5,1036.12,39,5,2,0.871,8.909,0
36.9,71027.0,9.7,16,19513.37,43,2,1,-0.35,91.956,1
23.7,27999.0,85.8,9,750.69,37,4,3,0.717,61.35,0
26.5,29175.0,95.5,14,3375.68,27,2,2,-1.224,8.606,3
22.5,36499.0,57.6,5,571.53,53,0,0,0.428,52.431,0
59.5,60579.0,68.2,5,5630.47,73,0,1,-0.031,64.105,2
38.8,81249.0,36.6,15,13206.47,77,3,0,-0.066,49.817,1
56.7,55248.0,35.9,4,6960.8,63,1,1,-0.332,68.346,2
47.2,57461.0,50.2,13,8991.03,41,1,1,-1.876,27.107,2
44.6,39554.0,84.4,21,3734.47,20,3,2,0.364,2.905,3
20.2,17280.0,67.4,5,289.73,56,2,3,-0.878,95.922,0
20.7,28512.0,70.5,6,525.47,16,2,3,-0.672,65.866,0
31.7,24851.0,63.9,7,379.63,74,1,2,0.676,17.113,0
31.2,42720.0,77.6,23,2826.89,25,3,3,-1.212,1.208,3
30.3,48536.0,82.6,22,1644.34,67,4,3,-0.602,21.905,3
49.7,51987.0,55.0,4,9828.73,79,0,0,-0.05,42.409,2
57.1,53155.0,49.7,11,6289.5,1,0,1,-0.405,97.14,2
59.2,61778.0,41.9,5,9563.81,113,2,2,-0.583,72.144,2
25.9,30609.0,82.7,7,316.17,56,4,0,0.019,28.473,0
37.4,47474.0,74.7,22,4169.92,15,6,0,0.365,83.197,3
30.3,68709.0,20.2,11,15931.9,80,2,1,1.67,69.483,1
44.9,79036.0,34.4,16,3489.03,75,2,0,1.053,51.603,1
59.2,70931.0,55.6,11,5299.52,65,2,2,1.43,6.76,2
26.4,31974.0,63.3,6,492.54,83,4,2,-0.092,59.733,0
32.0,12529.0,75.9,1,620.27,10,2,3,-0.285,12.008,0
60.2,45227.0,49.9,8,5134.02,72,1,2,0.23,84.411,2
20.3,27887.0,79.4,3,470.77,84,1,3,0.437,16.393,0
50.2,52076.0,47.3,8,7698.73,73,1,3,-0.47,27.001,2
33.3,35286.0,81.0,5,413.75,7,1,1,-0.847,32.103,0
43.0,78525.0,40.9,16,18607.7,114,2,1,-1.63,77.324,1
45.5,82115.0,32.9,12,14437.42,58,0,3,1.101,43.84,1
43.6,65973.0,19.4,16,12714.96,12,1,1,0.455,85.285,1
53.6,64315.0,68.3,14,12348.81,56,3,1,1.555,36.286,2
37.4,102817.0,48.7,17,25907.9,23,2,3,0.195,25.864,1
52.7,53991.0,48.7,8,11288.87,103,2,0,-2.019,89.47,2
39.5,60817.0,38.4,16,15659.35,105,2,3,0.89,82.539,1
52.8,57489.0,99.7,3,10668.0,64,1,2,0.513,71.73,2
39.9,50785.0,71.8,16,4194.79,100,1,1,0.255,15.787,3
55.5,49312.0,56.3,12,10472.18,90,2,2,0.463,23.505,2
26.0,30270.0,69.4,6,179.68,64,2,1,-1.449,95.035,0
29.4,25674.0,77.9,3,1010.7,40,5,0,0.986,38.001,0
32.9,82177.0,27.5,8,11760.51,74,1,1,-1.497,66.442,1
51.0,51647.0,66.5,6,7674.1,89,4,2,0.625,31.151,2
22.6,20491.0,85.5,5,594.45,94,1,3,0.23,35.954,0
47.0,88977.0,25.7,18,23311.61,107,1,2,-2.218,31.475,1
58.0,45609.0,54.1,7,7415.61,101,1,2,-1.957,29.769,2
46.6,74665.0,10.1,17,18247.92,106,3,1,0.259,95.95,1
35.9,48031.0,82.7,21,2880.63,33,3,2,-1.941,87.107,3
31.4,35580.0,67.8,4,263.02,51,3,0,0.739,73.834,0
27.3,20868.0,86.9,6,483.92,62,1,3,-1.786,56.402,0
57.5,44917.0,40.2,10,8970.15,108,1,3,-0.677,92.823,2
40.4,69097.0,43.1,14,20151.83,100,3,1,0.705,78.387,1
62.0,52977.0,66.4,5,7227.74,116,1,2,-0.9,85.93,2
37.8,96966.0,37.3,7,14783.62,107,0,3,-0.7,75.048,1
27.0,26196.0,95.2,2,817.1,117,1,3,-0.842,91.425,0
37.8,32485.0,77.4,19,2455.46,3,2,2,0.195,59.53,3
32.7,40989.0,87.0,19,2271.08,96,3,2,1.433,57.317,3
55.4,68649.0,64.0,13,6501.84,35,3,2,0.758,53.724,2
39.3,88290.0,35.8,16,16981.08,18,4,1,-1.138,77.939,1
57.2,53906.0,62.6,2,8962.42,30,3,3,0.209,8.966,2
40.2,53673.0,32.9,12,17527.32,57,3,2,-0.825,80.865,1
31.5,31685.0,93.3,6,430.38,19,1,0,2.167,34.773,0
36.2,37185.0,94.4,19,3585.89,76,2,0,0.97,86.458,3
31.4,32620.0,85.4,4,396.01,34,2,1,-1.146,49.748,0
31.1,39872.0,75.0,16,3422.12,4,2,0,0.438,52.744,3
36.4,65120.0,34.5,8,9655.66,24,1,3,1.68,80.898,1
22.9,26044.0,72.1,6,695.13,71,2,0,1.218,50.208,0
57.4,36857.0,46.0,10,8010.18,112,2,2,1.9,32.894,2
20.8,33331.0,74.7,20,2518.6,81,8,0,1.456,8.216,3
55.8,58114.0,31.8,10,9374.38,47,4,1,0.801,93.774,2
40.5,51381.0,80.0,29,2649.75,103,3,3,0.219,73.515,3
57.4,60890.0,55.3,13,8364.51,114,2,1,-0.617,62.408,2
58.3,58974.0,66.0,12,5869.87,24,3,1,0.792,74.592,2
35.3,39944.0,88.1,16,3401.13,16,1,2,0.559,72.457,3
26.8,24154.0,62.3,3,526.33,25,3,0,-1.083,7.415,0
32.5,95530.0,23.2,13,13602.62,83,0,2,1.46,11.284,1
20.4,19935.0,75.2,2,934.31,26,2,2,-0.79,55.678,0
40.8,42035.0,79.2,13,2350.23,33,1,1,0.736,74.017,3
38.1,30208.0,74.0,21,3811.28,78,2,3,-0.038,30.081,3
19.6,32831.0,79.8,0,649.3,108,5,2,-1.032,92.574,0
60.6,53994.0,42.8,10,6130.48,87,0,2,1.917,17.353,2
24.9,51766.0,77.5,21,3275.97,95,2,2,-0.942,78.48,3
22.9,37065.0,76.4,7,673.82,19,1,3,-0.629,14.268,0
61.7,52300.0,76.7,7,11567.59,30,3,1,0.164,22.709,2
39.4,31619.0,91.3,18,2241.91,55,4,3,-1.401,42.096,3
25.5,21921.0,76.7,5,330.69,111,2,1,0.932,48.592,0
47.5,76908.0,51.2,14,7179.33,26,2,1,-0.171,28.174,2
39.1,67014.0,37.9,12,10957.98,72,1,1,1.712,19.336,1
38.2,49277.0,79.0,25,2798.45,86,1,2,1.568,96.905,3
29.3,44936.0,81.9,17,2883.25,27,1,1,1.508,87.077,3
29.9,29301.0,78.3,20,3459.69,94,0,2,0.22,60.493,3
45.5,50856.0,37.5,11,20705.62,98,4,0,-2.409,75.834,1
36.0,45781.0,82.4,33,4359.54,66,2,2,1.722,41.65,3
24.0,37779.0,67.5,21,2566.68,77,1,0,0.064,72.309,3
44.5,78442.0,27.1,11,20965.52,74,0,1,1.193,27.301,1
39.6,57320.0,72.0,23,3162.39,89,0,3,-2.104,15.84,3
33.7,29566.0,78.3,5,447.29,97,3,1,-1.866,73.348,0
49.7,39258.0,64.5,2,8006.57,41,1,2,0.34,86.622,2
25.9,19028.0,71.4,2,366.94,27,3,2,0.34,22.577,0
29.1,22394.0,76.2,12,509.67,93,2,2,-0.103,76.472,0
29.4,32441.0,61.4,4,459.37,57,6,2,-1.032,61.239,0
56.8,60075.0,38.3,4,9297.66,116,2,2,0.405,92.24,2
39.9,75991.0,37.7,19,19659.72,91,3,0,-0.218,97.365,1
63.7,68843.0,65.6,10,7373.32,39,1,2,-0.708,64.765,2
28.4,28477.0,88.2,7,556.5,16,1,2,0.338,65.032,0
43.8,76980.0,31.8,10,20976.51,53,4,2,-1.059,81.707,1
54.4,65774.0,51.0,10,6367.34,107,2,3,0.4,94.111,2
48.2,45408.0,74.6,23,2006.73,93,3,0,0.191,18.802,3
32.0,55732.0,17.4,11,15970.38,35,1,1,-1.351,30.792,1
54.8,49007.0,63.8,11,9140.01,46,3,0,0.669,36.521,2
30.8,48408.0,100.0,15,4023.79,80,1,3,-1.013,8.477,3
58.5,56496.0,54.8,10,6080.62,15,3,2,-0.484,23.826,2
27.0,36258.0,64.2,11,767.72,27,3,0,-1.356,25.949,0
31.0,27399.0,55.4,4,610.15,97,2,1,-0.883,73.044,0
27.0,39494.0,69.2,13,2800.02,89,4,1,-0.256,27.394,3
23.4,24421.0,75.2,5,425.89,33,4,3,0.242,47.616,0
39.5,38170.0,76.6,25,3622.27,76,3,2,-1.872,97.78,3
53.0,58637.0,53.8,4,8288.11,78,3,3,-1.04,65.132,2
33.8,57983.0,85.6,15,1268.09,10,2,0,-0.588,30.089,3
39.1,50570.0,74.9,23,2743.54,42,0,1,-0.993,64.121,3
21.4,57453.0,79.2,18,3725.01,37,2,1,0.782,23.957,3
46.7,39288.0,39.7,9,14531.33,12,1,1,0.613,19.997,1
40.2,51108.0,77.1,23,3242.91,61,1,3,-1.229,38.92,3
41.5,76573.0,15.1,5,18259.16,111,3,1,-1.55,14.468,1
37.8,56187.0,34.0,11,11042.69,85,1,3,0.63,40.39,1
61.8,50543.0,48.6,9,8796.46,100,2,0,2.046,86.051,2
44.5,52469.0,69.7,26,2262.71,71,4,1,1.46,45.795,3
30.7,50172.0,71.3,14,3989.9,76,2,1,-0.025,18.38,3
36.4,38956.0,94.3,18,2807.57,20,2,0,-0.276,26.869,3
41.7,58605.0,40.9,19,17082.26,34,3,1,0.703,43.272,1
41.8,70032.0,29.8,12,17488.12,95,1,1,-0.09,50.908,1
50.5,45943.0,66.0,7,9052.33,6,2,1,-0.346,66.78,2
28.4,23831.0,76.8,6,853.92,109,1,1,1.085,85.714,0
25.8,26375.0,70.7,2,567.81,42,2,3,-1.283,21.161,0
42.5,109164.0,26.7,11,12317.45,4,1,3,-0.635,76.868,1
38.9,69389.0,30.2,16,13697.0,16,5,1,1.012,65.663,1
34.3,66304.0,17.1,11,11653.82,104,0,2,-0.214,38.597,1
24.7,26417.0,74.6,8,830.45,94,2,2,-0.687,17.334,0
26.7,34970.0,83.9,7,325.4,32,0,2,-1.783,75.556,0
26.7,23908.0,83.8,5,288.01,28,1,2,-0.106,22.394,0
33.1,25025.0,84.5,23,3003.58,67,1,1,0.709,49.227,3
42.5,76160.0,17.5,15,21403.29,48,0,0,-2.02,42.891,1
35.9,75474.0,56.6,9,15277.88,59,2,0,0.364,71.515,1
51.9,47156.0,76.7,9,7512.13,114,0,1,1.664,59.963,2
26.8,27225.0,81.9,7,449.49,67,1,0,0.924,24.879,0
33.4,43556.0,82.5,10,2530.43,91,2,3,-0.223,74.956,3
43.1,49382.0,80.9,31,3070.1,51,2,1,0.691,68.303,3
30.4,30933.0,75.9,3,605.78,41,2,3,0.437,59.871,0
32.6,96128.0,24.8,8,17179.83,93,1,2,-1.054,5.456,1
37.0,49053.0,89.9,18,3452.04,109,1,2,1.304,95.14,3
30.3,48047.0,80.5,16,4563.79,13,3,1,1.671,3.167,3
38.4,65100.0,26.0,18,11819.61,45,0,1,0.095,79.811,1
55.6,50422.0,61.0,7,9419.25,64,3,0,0.221,21.284,2
19.9,37073.0,65.0,7,602.35,111,1,2,0.9,0.17,0
36.4,45080.0,79.6,22,3016.25,52,2,2,0.919,3.502,3
26.2,36273.0,77.5,7,735.63,75,3,1,0.415,6.711,0
36.8,39624.0,75.9,20,3733.43,8,4,2,-1.626,88.632,3
53.7,53678.0,28.7,5,7304.97,108,1,0,-1.876,75.04,2
50.1,55294.0,47.5,5,8042.67,37,0,3,0.332,49.671,2
55.4,73876.0,54.5,11,9096.06,29,0,1,0.047,90.938,2
27.8,24786.0,56.7,5,537.58,10,2,0,0.091,54.41,0
20.4,30353.0,92.1,3,321.35,119,2,1,0.408,32.806,0
24.6,26537.0,72.9,1,530.94,119,2,0,-0.906,0.608,0
21.8,18055.0,100.0,5,541.25,47,2,3,-0.471,79.861,0
36.9,54331.0,87.7,26,2651.78,39,2,0,1.462,96.65,3
41.7,66053.0,19.9,14,15984.32,71,3,0,-0.342,15.117,1
23.1,37190.0,79.5,7,791.29,72,0,2,-1.366,97.315,0
43.5,40274.0,89.1,23,3210.92,102,1,0,-0.921,23.022,3
38.3,51274.0,86.0,22,3271.83,90,5,1,0.92,57.127,3
31.8,36496.0,73.7,15,2797.53,2,2,1,1.611,18.698,3
32.5,42793.0,74.5,22,2938.64,100,1,2,-0.465,27.716,3
33.2,36191.0,72.1,5,648.68,99,3,2,0.149,98.823,0
34.1,100191.0,21.6,14,25568.91,11,1,2,1.337,40.568,1
33.2,42105.0,80.1,19,4196.24,114,4,3,-0.228,32.43,3
60.2,49709.0,56.4,7,6212.15,24,1,1,-0.908,60.352,2
20.3,30687.0,78.8,2,282.13,29,2,2,1.248,5.429,0
25.8,51851.0,77.1,25,1557.19,53,2,3,1.43,19.945,3
32.6,31880.0,76.7,4,684.51,87,1,1,-1.855,94.388,0
25.6,30939.0,79.5,6,1265.96,5,1,2,-0.161,86.715,0
56.3,38876.0,55.7,13,12791.81,24,0,3,-0.134,47.629,2
57.7,53535.0,73.8,8,7899.44,78,2,1,-0.025,75.577,2
48.8,61186.0,36.0,9,8689.4,81,0,3,0.366,33.224,2
23.4,32360.0,83.2,5,252.06,39,5,0,0.33,78.784,0
37.5,56347.0,73.1,13,2640.91,44,2,1,0.131,58.774,3
42.7,83467.0,9.1,9,8853.91,65,1,2,0.009,8.129,1
24.1,23602.0,68.6,5,467.74,12,5,2,0.997,58.487,0
43.9,41424.0,76.4,20,2753.22,102,1,2,-0.277,41.173,3
28.7,44049.0,98.9,18,4715.01,53,2,1,-1.571,39.481,3
36.9,48341.0,87.4,21,3499.31,108,8,2,0.067,62.618,3
35.9,57000.0,80.1,18,2905.38,80,3,0,-0.559,24.716,3
44.4,37292.0,59.3,7,8361.33,36,4,0,0.766,65.251,2
55.2,65088.0,53.0,11,10183.26,3,0,3,-0.561,86.532,2
28.9,28083.0,84.9,4,778.22,52,0,1,0.135,82.726,0
35.4,81656.0,29.7,14,14581.61,40,5,2,-0.358,55.079,1
38.8,73482.0,43.2,12,17143.26,69,5,1,0.546,66.15,1
41.5,84299.0,21.7,13,12178.66,32,0,0,0.374,12.637,1
57.9,44201.0,56.7,4,8162.5,17,2,0,-2.138,34.303,2
29.9,96653.0,26.9,15,15100.8,72,1,2,-0.23,12.993,1
23.6,20997.0,100.0,3,146.84,67,2,0,-1.468,80.896,0
24.7,25574.0,94.0,4,402.22,97,6,3,0.491,70.725,0
47.5,61712.0,65.6,7,9863.45,19,3,0,1.022,31.973,2
22.9,26607.0,70.5,3,755.82,55,2,0,0.16,83.318,0
36.8,46847.0,82.4,21,3103.85,106,2,3,0.03,68.469,3
33.0,86150.0,34.7,13,10447.6,56,3,2,0.908,42.569,1
42.0,73470.0,33.7,9,27158.94,48,1,2,-0.833,65.025,1
56.3,38254.0,84.2,8,6645.52,41,1,1,0.051,65.939,2
39.2,58606.0,84.7,17,3648.52,16,1,1,0.983,4.944,3
35.5,74933.0,28.9,10,10631.63,3,3,0,-1.194,80.384,1
52.8,55592.0,61.4,11,9428.69,24,1,3,-0.148,70.819,2
57.0,68743.0,46.7,5,8213.69,107,2,2,0.633,14.031,2
34.9,57321.0,37.6,16,19588.24,26,1,3,1.099,73.759,1
31.7,50385.0,69.1,21,2755.83,75,3,2,0.082,91.499,3
40.5,49411.0,74.4,21,3502.97,27,1,0,-1.577,63.1,3
58.6,57123.0,56.1,9,8747.56,37,5,1,0.017,96.197,2
33.9,36547.0,81.6,21,1348.28,75,2,3,-0.366,40.056,3
28.1,50964.0,79.2,20,3752.65,98,2,3,0.475,54.776,3
53.7,65388.0,48.7,15,9224.19,57,5,2,0.823,87.31,2
