transaction_id,age,income,credit_limit,transaction_amount,num_transactions_30d,account_age_months,num_prev_disputes,merchant_category,country_match,time_of_day_hour,is_weekend,card_present,distance_from_home_km,dispute_reason,is_fraud
TXN000697,49,66688,7347,2947,79,5,0,food,1,21,0,0,20,none,0
TXN000698,63,89288,31994,2127,77,13,0,electronics,1,9,0,1,30,none,0
TXN000699,31,76195,27031,2682,23,147,0,food,1,9,0,0,38,none,1
TXN000700,38,45581,10768,4980,48,140,1,travel,1,9,0,0,35,none,1
TXN000701,67,77648,9992,1336,2,48,0,travel,1,19,0,1,39,fraud_claimed,0
TXN000702,32,55087,14534,480,20,153,4,electronics,1,15,0,1,92,none,0
TXN000703,29,74930,16820,1997,59,57,4,food,1,0,1,1,9,none,0
TXN000704,30,57981,21502,100,46,115,0,food,1,16,1,1,18,none,0
TXN000705,64,94298,32279,539,3,35,4,online,1,20,0,1,109,none,0
TXN000706,37,71167,17495,4766,55,76,3,food,1,13,0,1,41,none,1
TXN000707,58,100304,18772,4069,12,94,4,travel,1,18,0,0,43,none,0
TXN000708,27,68408,33876,4844,40,5,0,retail,1,20,0,1,32,none,0
TXN000709,66,64499,18162,2783,66,226,2,retail,1,20,1,1,39,none,0
TXN000710,33,77269,28999,4977,78,22,3,retail,1,16,0,1,11,none,1
TXN000711,60,63559,9929,1696,16,103,1,retail,1,13,0,0,39,none,1
TXN000712,62,139126,40935,201,34,205,0,food,1,7,0,1,293,none,0
TXN000713,29,99319,11025,1996,44,185,1,food,1,20,1,1,41,none,1
TXN000714,70,136925,41376,3633,6,175,2,online,1,20,1,0,2,none,1
TXN000715,47,120317,58426,2195,77,182,1,food,1,8,0,0,79,none,0
TXN000716,22,121347,30783,4450,64,131,0,retail,1,7,0,0,25,none,1
TXN000717,25,73787,8529,1018,22,124,0,electronics,1,12,0,1,8,none,0
TXN000718,49,60488,6797,3793,18,53,2,electronics,0,16,1,1,99,none,0
TXN000719,57,99441,25376,4308,12,212,0,travel,0,18,0,1,11,none,1
TXN000720,58,99663,16345,4678,52,159,2,travel,1,6,1,1,126,none,0
TXN000721,39,47431,5186,4297,51,69,2,food,0,16,0,1,29,none,1
TXN000722,28,86681,34887,2062,71,216,0,electronics,1,0,0,1,67,none,0
TXN000723,68,88483,25076,3318,48,104,4,retail,1,4,0,1,39,none,1
TXN000724,65,147720,31862,1726,19,161,2,retail,1,5,1,0,14,none,0
TXN000725,21,74153,34112,320,6,200,0,retail,1,1,0,1,55,none,0
TXN000726,42,31368,4594,4548,27,216,4,food,1,15,1,1,158,none,1
TXN000727,72,52424,25287,1270,53,178,2,food,0,21,0,1,73,none,0
TXN000728,37,137360,30986,4975,48,212,4,online,1,4,1,0,46,none,1
TXN000729,27,70004,31877,3942,7,16,3,retail,1,4,1,1,233,none,0
TXN000730,45,108869,37143,3278,59,116,3,retail,1,11,0,1,15,none,1
TXN000731,65,113652,48947,594,69,76,4,food,1,2,1,1,3,none,0
TXN000732,24,137755,67996,2809,11,205,2,food,1,15,0,1,1,none,0
TXN000733,56,81985,17656,369,15,109,0,online,1,5,0,1,62,none,0
TXN000734,26,75069,36367,2876,64,234,1,online,1,14,0,0,88,none,0
TXN000735,51,77326,19779,2021,3,39,0,travel,1,14,1,0,50,none,0
TXN000736,39,133737,33996,4949,69,89,1,electronics,1,15,1,0,117,none,1
TXN000737,64,106061,25046,4016,23,174,1,retail,1,19,0,1,59,none,0
TXN000738,74,48398,15321,1635,53,224,2,retail,0,12,0,0,23,fraud_claimed,1
TXN000739,59,123393,19947,2774,37,216,4,online,1,11,0,0,9,none,1
TXN000740,47,75861,24388,900,9,112,0,online,1,9,1,0,129,none,0
TXN000741,30,100897,31952,741,15,47,4,travel,1,13,0,1,5,none,0
TXN000742,46,106905,43270,3971,3,172,3,electronics,1,1,0,1,39,none,1
TXN000743,39,93577,40561,4711,70,137,2,travel,0,2,0,1,18,none,1
TXN000744,59,90641,25032,2514,17,232,2,electronics,1,8,0,0,15,none,0
TXN000745,23,34078,7528,624,26,215,3,retail,1,10,0,1,51,none,0
TXN000746,65,50003,10187,3816,21,128,0,travel,1,10,0,1,13,none,0
TXN000747,33,87768,15609,1729,72,178,3,online,0,21,0,0,124,none,1
TXN000748,70,76047,9358,4779,21,77,0,travel,1,9,1,1,26,none,1
TXN000749,48,96626,22898,1597,11,188,1,travel,1,13,0,1,56,none,0
TXN000750,40,82660,17201,1621,38,224,2,retail,1,8,1,0,65,none,0
TXN000751,48,129386,62954,906,72,15,0,online,1,19,0,0,57,none,0
TXN000752,28,74786,24162,287,35,36,4,online,1,20,0,1,116,none,0
TXN000753,61,26925,6432,4657,14,63,4,food,1,9,0,0,13,other,1
TXN000754,59,108976,36200,1646,14,69,2,food,1,21,1,1,4,none,0
TXN000755,21,130221,20272,2168,10,214,3,food,1,8,1,1,2,none,1
TXN000756,23,142832,39652,2442,12,208,3,retail,1,4,0,1,105,none,0
TXN000757,33,51015,17880,3914,38,169,0,travel,1,7,0,1,181,none,0
TXN000758,48,58320,17237,4866,34,74,3,online,1,10,0,1,18,none,0
TXN000759,69,89881,23433,3272,41,24,2,online,1,0,0,1,59,none,0
TXN000760,45,115827,57628,1459,10,210,0,travel,1,20,1,0,0,none,0
TXN000761,53,145071,65590,4510,17,49,1,online,1,9,0,1,10,none,1
TXN000762,58,127215,44444,1242,17,146,3,travel,1,0,0,0,58,none,1
TXN000763,73,51289,16810,4127,67,7,3,retail,1,21,1,1,3,none,1
TXN000764,26,28389,9886,687,62,4,0,retail,1,6,1,1,31,none,0
TXN000765,64,50683,9149,2668,1,90,4,retail,1,13,0,0,54,none,1
TXN000766,65,38629,9968,2038,12,197,3,travel,1,4,0,0,72,none,1
TXN000767,52,86550,10021,3768,4,60,2,travel,1,16,0,1,30,none,0
TXN000768,65,49826,14460,4634,42,55,3,electronics,1,21,0,1,49,none,1
TXN000769,67,125734,39884,2047,13,16,1,online,1,20,0,1,38,none,0
TXN000770,41,51630,9866,2659,4,227,3,online,0,5,1,1,2,none,1
TXN000771,36,123762,60100,666,69,218,4,electronics,1,15,1,0,67,none,0
TXN000772,74,71163,33004,175,19,210,3,electronics,1,10,0,1,9,none,0
TXN000773,41,123511,48028,4954,2,29,0,retail,1,9,0,1,1,none,0
TXN000774,31,91435,28651,4601,12,151,3,electronics,1,14,0,1,29,none,1
TXN000775,57,36653,16420,599,74,14,4,travel,1,6,0,1,100,merchant_error,1
TXN000776,56,52961,8063,4534,6,79,0,food,1,22,0,1,8,none,0
TXN000777,55,106941,44509,2831,8,177,2,travel,1,1,0,1,0,none,0
TXN000778,39,99137,14863,4268,51,33,0,electronics,1,11,0,1,5,none,0
TXN000779,40,58662,24502,1272,11,153,1,online,1,18,0,1,22,none,0
TXN000780,38,123818,26039,81,63,21,0,travel,1,11,0,1,43,merchant_error,0
TXN000781,67,81446,36718,3526,57,145,2,online,1,15,0,1,10,none,0
TXN000782,61,46288,22107,4760,12,23,3,travel,1,5,0,0,80,none,1
TXN000783,69,147555,23537,3590,73,57,0,online,1,2,0,0,69,none,1
TXN000784,34,120081,34231,278,2,235,0,travel,1,1,0,1,59,none,0
TXN000785,35,61877,30467,1786,8,209,0,online,1,19,0,1,33,fraud_claimed,0
TXN000786,51,136562,40062,2472,11,186,0,food,1,4,0,0,22,none,0
TXN000787,21,40313,17956,1278,53,142,2,retail,1,10,1,1,23,none,0
TXN000788,73,105885,35523,1025,10,93,4,travel,1,2,0,1,34,none,0
TXN000789,74,97715,24441,2732,8,20,4,food,1,2,0,1,4,none,1
TXN000790,74,35326,7570,1093,36,158,0,retail,1,21,0,1,57,none,0
TXN000791,23,135091,24490,4111,76,19,2,travel,1,4,0,1,21,none,0
TXN000792,36,26560,10749,416,14,181,2,food,1,21,1,1,12,none,0
TXN000793,43,104148,26517,3086,54,103,0,food,1,22,1,1,16,none,0
TXN000794,31,108186,32943,995,21,184,1,food,1,10,0,1,9,none,0
TXN000795,32,51745,15364,3613,50,77,0,electronics,1,2,0,0,115,none,1
TXN000796,30,56890,18825,4495,39,210,1,online,0,12,0,1,9,none,1
TXN000797,52,45022,20090,719,20,151,0,retail,1,20,0,1,107,none,0
TXN000798,36,148629,73169,2628,7,190,1,online,1,7,0,0,42,none,1
TXN000799,28,77579,20405,4859,9,238,1,online,1,19,0,1,101,fraud_claimed,0
TXN000800,58,95316,41081,1421,1,33,0,online,1,9,0,1,32,none,0
TXN000801,32,108847,44171,4631,26,231,1,food,1,1,0,0,131,none,1
TXN000802,44,53380,17583,1495,38,232,3,online,1,3,1,1,11,none,0
TXN000803,48,135198,65222,2960,38,18,4,electronics,1,17,0,1,40,none,1
TXN000804,73,27356,4929,4661,61,73,2,travel,1,18,0,0,6,none,1
TXN000805,28,95326,13698,2944,44,161,1,food,1,3,0,1,29,none,0
TXN000806,48,117447,51862,4124,44,160,1,retail,1,19,0,1,42,none,0
TXN000807,56,139994,38590,4680,74,189,2,travel,1,8,1,0,46,none,0
TXN000808,46,114899,50416,1013,62,182,1,travel,1,15,0,0,22,none,0
TXN000809,28,45049,20598,2476,6,17,2,travel,1,5,1,0,3,none,0
TXN000810,70,100717,12587,2476,17,19,0,online,1,3,0,1,53,none,0
TXN000811,48,130361,59103,1948,51,219,3,online,1,8,1,1,33,none,0
TXN000812,48,41082,11475,1949,38,70,3,food,1,12,1,1,7,none,0
TXN000813,57,25661,7805,1645,24,227,4,online,1,8,0,1,137,none,0
TXN000814,61,62412,21883,1708,51,120,1,online,1,5,0,1,155,none,0
TXN000815,56,139015,65413,4537,10,101,4,online,1,20,1,1,97,none,0
TXN000816,47,148191,15952,2101,72,34,0,food,1,18,0,1,92,none,0
TXN000817,74,27920,8117,1905,21,84,3,food,1,13,0,1,5,none,0
TXN000818,37,116194,43583,4250,70,153,0,electronics,1,20,0,1,251,fraud_claimed,1
TXN000819,29,139306,54201,3408,57,196,0,electronics,1,14,0,1,25,none,0
TXN000820,53,85315,32164,1083,39,74,1,electronics,1,2,0,0,8,none,0
TXN000821,73,104561,16078,2412,33,202,0,electronics,1,4,0,1,83,none,0
TXN000822,40,33946,7459,4905,59,88,3,travel,1,20,0,1,12,none,0
TXN000823,33,119242,29033,3222,18,85,4,travel,1,17,0,0,37,none,0
TXN000824,48,70500,29735,4047,56,11,3,electronics,1,13,1,1,6,none,1
TXN000825,68,129540,27398,1161,57,91,1,electronics,1,15,0,1,32,none,0
TXN000826,49,41309,7612,2455,76,144,3,retail,1,13,1,1,40,none,1
TXN000827,33,80230,38749,1966,48,218,2,travel,1,8,1,0,29,none,0
TXN000828,66,136822,14167,4568,42,189,4,retail,1,14,1,1,3,none,0
TXN000829,55,123656,61720,3917,27,222,2,retail,1,6,1,1,33,none,0
TXN000830,26,148782,55157,817,74,127,2,online,0,13,0,0,31,none,0
TXN000831,38,55027,23737,196,52,113,1,food,1,5,1,0,15,none,0
TXN000832,71,97541,21249,4837,42,80,0,travel,1,20,0,1,127,none,0
TXN000833,25,137340,14520,4534,32,7,2,electronics,1,14,0,0,27,none,0
TXN000834,67,139846,55259,1317,26,16,3,electronics,1,19,1,0,99,none,1
TXN000835,45,84321,36566,2294,25,227,0,food,0,7,0,1,5,none,0
TXN000836,22,25956,10283,4876,75,16,3,travel,1,1,1,1,19,none,0
TXN000837,30,125375,19701,767,23,168,3,electronics,1,7,1,1,9,none,0
TXN000838,50,99131,39788,4241,57,12,0,electronics,1,0,0,1,26,none,0
TXN000839,70,72908,29715,4897,52,35,0,online,1,16,1,0,5,none,0
TXN000840,65,103339,37555,3864,31,21,3,retail,1,18,0,1,29,none,0
TXN000841,25,50963,20713,4276,64,178,1,electronics,1,4,0,0,21,none,1
TXN000842,53,126757,55566,2216,71,171,4,travel,1,21,0,0,12,none,1
TXN000843,74,64443,22261,3568,33,228,4,food,1,19,0,1,51,none,1
TXN000844,21,124259,16829,1590,2,17,1,online,1,15,0,1,150,none,0
TXN000845,38,64063,18901,971,18,32,0,travel,0,6,0,1,11,none,1
TXN000846,52,139225,18246,3857,47,41,3,online,0,6,0,0,62,none,1
TXN000847,67,141400,37190,3585,33,134,4,retail,1,17,1,1,67,none,0
TXN000848,69,105818,27813,885,35,216,3,electronics,1,17,0,1,34,none,0
TXN000849,31,29703,3754,2428,51,27,1,travel,1,1,0,1,113,none,1
TXN000850,41,90128,21588,4208,18,148,3,food,1,14,0,0,169,fraud_claimed,1
TXN000851,46,97099,14021,1011,72,153,1,retail,1,13,1,0,22,none,0
TXN000852,45,50849,21524,3394,30,66,0,retail,1,17,1,1,52,none,0
TXN000853,42,56860,27240,4076,44,137,1,online,1,8,0,1,54,none,0
TXN000854,47,56585,7295,2855,53,92,1,retail,1,13,0,1,25,none,0
TXN000855,69,47015,22663,1491,10,181,4,travel,1,4,1,1,19,none,1
TXN000856,33,102539,31687,3311,52,61,3,online,1,10,0,1,135,none,1
TXN000857,53,68585,15076,667,49,166,4,retail,1,7,0,1,78,none,0
TXN000858,54,51958,6793,2790,11,3,2,food,1,4,0,1,6,none,0
TXN000859,61,51017,15317,432,66,212,1,travel,1,10,0,1,6,none,0
TXN000860,55,101707,42493,3691,58,198,2,food,1,4,1,1,127,none,1
TXN000861,21,149677,57301,4276,36,103,4,food,1,16,0,1,4,none,0
TXN000862,41,70350,8448,2720,33,225,3,online,1,21,0,1,58,none,0
TXN000863,68,37201,4804,462,47,55,4,electronics,1,3,0,1,12,none,1
TXN000864,26,54426,14213,2407,13,1,3,online,0,14,1,1,1,none,1
TXN000865,48,42778,9330,1985,40,101,3,travel,1,18,1,1,3,none,1
TXN000866,37,70241,13553,1667,68,198,0,travel,1,21,1,1,23,none,0
TXN000867,25,67229,14279,2551,42,45,1,online,1,1,0,0,4,none,0
TXN000868,51,111652,47049,3085,19,226,4,electronics,0,23,0,1,45,none,1
TXN000869,25,143402,67641,3174,19,175,3,online,1,16,1,0,52,none,1
TXN000870,58,73364,19224,2976,58,207,4,travel,1,11,0,1,23,none,1
TXN000871,23,123833,57265,2063,23,237,4,electronics,0,23,1,1,67,none,1
TXN000872,73,109878,25117,297,54,26,3,travel,1,16,0,1,33,none,0
TXN000873,43,82056,23843,3227,65,121,2,electronics,1,9,0,1,28,none,0
TXN000874,57,52490,9994,3864,12,142,1,electronics,1,17,0,1,26,none,1
TXN000875,73,44975,16019,1457,24,182,1,online,0,18,1,1,28,none,0
TXN000876,57,51723,25426,617,34,199,0,online,1,17,1,1,171,none,0
TXN000877,30,48279,16482,4562,53,46,0,online,1,12,0,0,57,merchant_error,0
TXN000878,30,103301,25115,1774,8,122,0,electronics,1,13,0,1,18,none,0
TXN000879,39,137214,49277,1235,18,31,1,electronics,1,23,1,1,66,none,0
TXN000880,37,36561,5453,1245,57,216,2,travel,1,15,0,1,20,none,0
TXN000881,41,132435,60319,1039,5,59,1,food,1,17,1,1,6,none,0
TXN000882,34,91061,27430,2681,26,223,1,online,1,17,0,1,32,none,0
TXN000883,29,113397,31721,3972,30,29,1,travel,1,15,0,1,69,none,0
TXN000884,66,74153,24792,4552,54,106,1,travel,1,16,0,1,23,none,0
TXN000885,21,58142,20344,4940,13,224,2,retail,1,6,0,1,101,none,0
TXN000886,71,51916,6682,3187,29,17,0,online,1,11,0,1,24,none,0
TXN000887,65,89324,33322,3732,3,142,4,travel,1,1,0,1,21,none,1
TXN000888,33,69965,13767,4916,58,232,0,retail,1,9,0,0,317,none,0
TXN000889,24,29648,11431,1485,76,164,0,online,1,4,0,0,32,none,0
TXN000890,21,60133,25797,2906,2,186,4,electronics,1,20,0,0,81,none,1
TXN000891,69,75677,31904,818,75,24,1,retail,1,2,1,0,81,none,0
TXN000892,60,121059,38859,988,28,109,2,electronics,1,18,0,1,130,none,0
TXN000893,52,119588,36841,2473,77,191,2,food,1,12,0,1,4,none,0
TXN000894,54,124950,19635,735,76,91,0,food,1,11,0,1,15,none,0
TXN000895,48,123317,50577,2511,2,25,4,food,1,2,0,1,72,none,1
TXN000896,51,95135,19841,3372,7,187,3,food,1,5,1,0,41,none,1
TXN000897,28,60046,17934,1226,26,32,1,travel,1,13,0,1,41,none,0
TXN000898,59,72064,15400,4061,76,116,0,food,1,3,1,1,9,none,0
TXN000899,46,126459,19415,2207,16,82,2,travel,1,12,0,1,16,none,0
TXN000900,54,131625,46308,2816,23,110,4,travel,1,18,0,1,36,none,1
TXN000901,74,94350,11485,788,40,146,4,online,0,17,0,1,16,none,1
TXN000902,74,70893,28318,982,60,37,0,travel,1,2,1,1,11,none,0
TXN000903,23,126520,28724,2820,73,26,3,travel,1,19,1,1,4,none,0
TXN000904,70,86272,8631,2133,32,137,2,food,1,5,0,1,8,none,0
TXN000905,32,117152,35667,608,15,227,0,travel,1,15,1,1,73,none,0
TXN000906,21,147907,17562,3351,13,64,3,electronics,1,19,0,1,63,none,0
TXN000907,74,92649,19499,234,5,72,4,food,1,23,1,0,2,none,1
TXN000908,64,89674,34326,850,75,148,1,retail,1,2,0,1,11,none,0
TXN000909,25,149132,18652,1824,74,182,2,food,1,11,0,1,41,none,0
TXN000910,50,144044,62765,4819,52,106,2,travel,1,18,0,0,19,none,1
TXN000911,50,133542,13558,1116,77,86,3,electronics,1,18,1,1,86,none,0
TXN000912,37,38760,7702,134,41,211,0,food,1,23,1,1,76,none,0
TXN000913,68,46927,18600,3256,53,158,4,electronics,1,3,1,1,111,none,0
TXN000914,67,111475,25249,2941,50,53,3,retail,1,0,1,0,41,none,1
TXN000915,43,86367,12156,4135,15,92,1,retail,1,1,0,1,21,none,0
TXN000916,35,122955,30012,2981,7,99,1,online,1,12,1,1,46,none,0
TXN000917,57,37588,7824,2027,40,235,1,online,1,12,1,1,4,none,0
TXN000918,41,146750,64142,2425,28,191,3,food,1,1,0,1,0,none,0
TXN000919,34,126678,28545,4600,32,11,4,online,1,18,0,0,0,none,0
TXN000920,22,129734,53913,3106,15,31,2,electronics,1,21,0,1,26,none,0
TXN000921,31,143154,65385,1619,70,177,0,online,1,23,1,1,12,none,0
TXN000922,71,77233,21125,727,65,231,2,electronics,0,15,1,1,8,none,1
TXN000923,59,69738,32356,3571,4,100,4,online,0,11,1,1,47,none,1
TXN000924,58,58397,14653,1026,11,222,2,online,1,0,1,0,265,none,0
TXN000925,54,107189,52054,3575,26,87,3,online,1,8,1,0,9,none,1
TXN000926,58,101367,13757,4711,61,147,1,travel,1,16,1,1,39,none,0
TXN000927,70,149873,56173,4480,37,140,4,travel,1,9,1,0,6,none,1
TXN000928,54,96260,28639,1970,23,15,4,online,1,17,0,1,136,none,0
TXN000929,38,145585,37132,1058,40,159,2,electronics,1,18,0,0,17,none,0
TXN000930,50,101619,35880,1367,77,171,3,food,1,6,0,1,105,none,0
TXN000931,35,136453,52062,3436,23,101,2,retail,1,18,1,1,16,none,0
TXN000932,47,44816,4559,125,16,165,2,travel,1,23,0,1,82,none,0
TXN000933,71,67240,11214,2105,61,207,4,online,1,14,0,1,11,none,0
TXN000934,54,31276,12048,1811,68,29,2,retail,1,8,0,1,17,none,0
TXN000935,72,138939,50928,2156,31,114,1,travel,1,9,0,0,10,none,0
TXN000936,58,129199,62844,1630,53,107,2,food,1,22,0,0,15,none,0
TXN000937,53,104530,42273,4790,25,154,1,electronics,1,19,0,1,90,none,0
TXN000938,44,48499,23294,2960,44,108,4,online,1,19,0,1,50,none,1
TXN000939,35,113576,43274,3802,12,130,3,food,1,3,0,0,26,none,1
TXN000940,50,133856,29344,2951,9,84,1,travel,1,5,0,1,177,none,0
TXN000941,62,107495,15279,4915,12,15,3,online,1,3,0,1,31,none,0
TXN000942,71,146717,60554,987,69,132,3,retail,1,4,0,1,174,none,0
TXN000943,37,96635,34562,3076,54,214,1,electronics,1,8,0,1,10,none,0
TXN000944,25,132803,15839,793,54,50,4,travel,1,11,0,1,117,none,1
TXN000945,49,110112,26869,250,28,166,0,electronics,1,22,0,1,0,none,0
TXN000946,24,60946,29419,1563,56,23,3,online,1,7,1,1,39,none,0
TXN000947,30,80204,24074,4588,69,59,3,food,1,20,0,1,27,none,0
TXN000948,37,76886,20996,1022,77,90,4,electronics,1,4,0,0,37,none,1
TXN000949,30,96652,27360,196,58,115,4,retail,1,10,0,1,40,none,0
TXN000950,37,40563,7445,1891,78,75,2,travel,1,22,0,1,24,none,0
TXN000951,40,117324,29035,4596,75,156,4,retail,1,10,0,1,315,none,1
TXN000952,44,117464,29122,440,42,194,3,electronics,1,12,0,1,187,none,0
TXN000953,25,126872,15344,248,38,123,1,food,1,13,0,1,163,none,0
TXN000954,54,34847,14183,2355,68,136,0,food,1,7,0,1,193,none,1
TXN000955,26,51155,13638,85,53,157,2,retail,1,17,0,1,78,none,0
TXN000956,73,104671,44890,1366,33,139,1,online,1,18,1,1,223,none,0
TXN000957,22,141891,62451,4932,71,229,0,online,1,11,0,1,111,none,0
TXN000958,33,108310,20015,2340,56,18,0,food,1,11,1,0,26,none,0
TXN000959,63,92278,33491,4696,72,183,0,retail,1,17,0,1,76,none,0
TXN000960,63,43309,12512,1912,51,50,1,retail,1,9,0,1,121,none,0
TXN000961,68,25619,11581,4023,74,142,2,retail,1,6,0,0,62,none,0
TXN000962,31,108194,20156,4680,43,118,2,electronics,1,17,1,1,27,none,0
TXN000963,71,75108,27874,4997,15,202,0,online,1,11,0,1,3,none,1
TXN000964,67,59707,20485,2069,38,227,1,online,1,13,0,1,82,merchant_error,0
TXN000965,43,45337,9888,150,15,137,0,electronics,0,14,0,0,152,none,0
TXN000966,36,106537,16474,1799,5,227,4,travel,1,15,0,1,22,none,0
TXN000967,51,91504,33001,3636,54,139,2,electronics,1,1,1,1,8,none,0
TXN000968,31,72614,28714,26,51,191,3,retail,1,17,0,1,19,none,0
TXN000969,74,116428,26341,4358,10,108,0,electronics,1,11,0,1,43,none,1
TXN000970,36,116155,41575,474,12,204,4,retail,1,15,0,1,19,none,0
TXN000971,28,25281,6523,4481,4,67,2,food,0,12,0,1,47,none,1
TXN000972,24,52420,20196,1837,18,181,1,retail,1,19,0,1,170,none,0
TXN000973,60,105896,19028,3038,36,167,2,online,1,16,0,0,55,none,0
TXN000974,24,64030,29203,529,25,78,1,electronics,1,17,0,1,22,none,0
TXN000975,45,26058,5601,99,76,184,1,retail,1,2,1,1,137,none,1
TXN000976,23,111213,27482,4825,36,156,0,travel,0,22,0,1,41,none,1
TXN000977,52,101260,12478,2861,67,75,0,food,1,9,1,0,6,none,0
TXN000978,23,53404,7722,2853,9,39,2,travel,1,0,0,1,34,none,0
TXN000979,47,128482,39359,4735,61,25,4,travel,1,5,0,0,53,none,1
TXN000980,49,130284,26973,1894,53,21,2,travel,1,2,0,1,91,none,0
TXN000981,52,54856,23818,4181,18,138,3,food,1,18,1,1,137,none,0
TXN000982,70,34200,3621,935,43,171,1,food,1,3,0,1,19,none,0
TXN000983,71,89178,22440,3744,35,15,1,food,1,19,0,0,8,none,0
TXN000984,39,58997,13860,979,63,211,0,food,1,22,0,1,3,none,0
TXN000985,41,50611,5452,1104,78,48,4,travel,1,2,1,1,67,none,0
TXN000986,25,144273,21604,3205,4,86,0,online,1,7,0,1,79,none,0
TXN000987,38,66235,17582,1414,41,149,3,online,1,7,0,1,26,none,0
TXN000988,48,142428,42321,3374,45,188,2,food,1,6,0,1,25,none,0
TXN000989,62,60057,15717,4300,50,116,2,electronics,1,1,1,0,154,none,0
TXN000990,42,26239,8196,3992,79,236,4,retail,1,20,1,1,124,none,0
TXN000991,41,128674,43498,4333,28,224,0,electronics,1,5,0,1,13,none,0
TXN000992,26,139474,14501,4023,42,50,0,electronics,1,15,0,1,75,none,0
TXN000993,21,90661,25896,4566,76,151,3,electronics,1,9,1,1,48,none,1
TXN000994,25,70272,34110,4723,69,141,2,online,1,3,1,1,8,none,0
TXN000995,61,114393,35188,3102,1,69,0,retail,1,12,0,1,22,none,0
TXN000996,32,86212,31986,4169,39,4,4,electronics,1,9,1,1,9,none,0
TXN000997,46,149088,33506,2084,17,220,2,food,1,20,0,0,17,none,0
TXN000998,66,40398,16546,294,35,78,3,online,1,13,0,1,47,none,0
TXN000999,54,145030,59341,4943,46,200,4,food,1,8,1,1,23,none,0
TXN001000,69,81503,25145,4936,42,9,1,food,1,10,0,1,25,none,0
TXN001001,34,31638,15515,1197,39,121,3,electronics,1,22,1,1,38,none,0
TXN001002,46,31570,4742,3979,49,115,4,food,1,17,0,1,4,none,0
TXN001003,65,93785,10014,2975,62,163,0,retail,1,10,0,0,67,none,0
TXN001004,47,34110,13919,4329,38,101,1,food,1,16,1,0,25,none,1
TXN001005,29,130899,55352,793,23,149,3,electronics,1,1,0,0,32,none,0
TXN001006,46,104141,15421,959,22,186,0,food,1,2,0,1,183,none,0
TXN001007,67,37115,7654,3949,4,146,1,online,1,10,1,1,21,none,0
TXN001008,42,64062,6855,54,49,97,2,online,1,17,0,0,52,none,0
TXN001009,67,47911,10412,1820,59,200,0,online,1,2,0,0,24,none,0
TXN001010,50,129061,52819,4576,73,81,4,travel,1,14,1,0,112,none,1
TXN001011,63,57556,17680,2091,68,43,3,online,1,10,0,1,93,none,1
TXN001012,68,103131,24672,3508,71,95,1,online,1,10,1,1,13,none,0
TXN001013,37,26969,6707,839,2,226,0,travel,0,19,0,1,58,none,1
TXN001014,46,68753,6912,1919,49,6,2,online,1,10,0,1,3,none,0
TXN001015,56,107811,23709,2591,31,214,3,electronics,1,18,0,1,165,none,0
TXN001016,21,29470,10567,701,40,206,3,online,1,0,1,0,21,none,0
TXN001017,28,146863,71915,4029,48,67,0,online,1,4,0,1,89,none,0
TXN001018,69,35225,15457,941,51,140,2,travel,0,9,0,0,19,none,0
TXN001019,55,132860,14539,4946,43,100,1,electronics,1,9,0,1,50,none,0
TXN001020,72,148008,67998,3416,55,12,0,food,1,13,0,1,205,none,1
TXN001021,35,132510,54763,157,49,237,1,retail,1,1,0,1,104,none,0
TXN001022,67,133295,54937,1042,57,66,3,electronics,1,3,1,1,8,none,0
TXN001023,42,48196,13649,1321,77,2,1,food,1,1,1,0,39,none,1
TXN001024,34,130823,33909,397,15,143,2,electronics,1,17,0,1,21,none,0
TXN001025,46,38669,8552,3131,27,151,4,food,1,12,0,1,28,none,1
TXN001026,48,62380,7877,1883,68,157,2,food,1,18,0,1,20,none,0
TXN001027,43,149398,28578,3598,64,81,1,electronics,1,4,0,1,20,none,1
TXN001028,34,135677,26951,925,30,224,0,travel,1,19,1,0,39,none,0
TXN001029,44,140886,41368,1888,36,135,3,electronics,1,1,1,1,10,none,0
TXN001030,22,73320,29253,3758,67,222,4,electronics,1,10,1,1,38,none,0
TXN001031,65,72414,20965,287,49,156,0,food,1,17,0,0,16,none,0
TXN001032,46,128542,15828,1987,76,142,0,retail,1,5,0,1,17,none,0
TXN001033,34,40577,19603,1869,55,172,2,food,1,22,0,0,67,none,0
TXN001034,71,113009,53915,3046,56,158,1,online,1,9,0,1,1,none,0
TXN001035,27,80409,33295,3381,68,209,2,electronics,1,21,0,1,23,none,0
TXN001036,23,53625,26626,4723,44,160,1,electronics,1,22,1,0,26,none,0
TXN001037,67,106040,33698,2192,31,238,2,travel,1,16,1,0,33,none,0
TXN001038,43,49089,23813,4685,58,70,0,food,1,21,1,1,55,none,0
TXN001039,66,61487,8008,1180,53,115,3,travel,1,10,1,1,23,none,0
TXN001040,63,90838,22370,499,79,88,1,electronics,0,18,0,0,11,none,0
TXN001041,67,121999,23198,2535,23,6,4,food,0,16,0,1,108,none,1
TXN001042,65,135448,24154,1192,28,27,4,food,1,23,0,1,198,none,0
TXN001043,38,119795,18726,4489,16,82,0,online,1,3,0,1,1,none,1
TXN001044,58,75138,26220,4268,37,88,2,online,1,23,0,1,39,none,0
TXN001045,55,67823,27978,2498,21,229,2,retail,1,13,0,1,20,none,0
TXN001046,71,62208,20610,1886,79,120,0,online,1,19,0,0,16,none,0
