age,income,monthly_expense,credit_score,loan_amount,loan_tenure_months,num_existing_loans,num_late_payments,employment_type,education,years_employed,num_dependents,loan_default
54,90119.0,63025.73131948364,700,56574,60,2,8,self_employed,masters,8.0,3,1
22,58714.0,29464.374628061425,738,23812,48,2,7,self_employed,masters,18.0,0,0
39,74093.0,28227.572593364137,808,60309,60,4,5,contract,high_school,4.0,0,1
53,75419.0,31194.773514336768,452,69230,48,3,5,salaried,bachelors,8.0,0,1
32,69145.0,32656.945787741464,813,46628,24,2,0,salaried,bachelors,29.0,2,0
42,125432.0,81510.43375589121,802,45581,36,0,5,salaried,masters,29.0,3,0
47,97425.0,50568.86537225062,305,51628,36,1,3,contract,masters,24.0,2,0
46,112949.0,34308.04232221686,799,30105,60,1,3,unemployed,bachelors,6.0,0,0
43,97811.0,57500.53909824897,417,74157,60,4,1,salaried,bachelors,29.0,2,1
48,22461.0,18122.261762597882,784,37442,24,3,3,self_employed,high_school,3.0,1,1
34,34291.0,25603.124347504236,767,7347,48,3,4,salaried,masters,26.0,2,1
54,66804.0,50361.281245095626,460,52650,36,1,4,salaried,bachelors,17.0,4,1
55,96971.0,71494.96406390629,569,22110,48,0,4,self_employed,bachelors,17.0,0,1
62,113471.0,54245.033282062206,355,67170,24,1,3,salaried,high_school,19.0,0,1
56,84946.0,61233.88547115532,527,9923,36,1,0,salaried,high_school,16.0,3,0
22,118989.0,45065.74474252782,448,56801,36,3,9,self_employed,bachelors,29.0,1,0
42,104080.0,68874.30313466467,345,67771,12,2,7,self_employed,bachelors,3.0,3,1
27,141719.0,92523.0506361169,443,53135,24,0,2,salaried,bachelors,27.0,2,0
49,81332.0,25543.403594761465,639,24199,24,3,1,self_employed,high_school,29.0,4,0
38,97794.0,71720.51318441537,712,14066,12,1,8,salaried,phd,26.0,4,0
26,50841.0,40509.420301127844,819,57136,48,2,6,salaried,bachelors,21.0,4,1
52,144447.0,64579.13410120329,643,41575,12,0,8,self_employed,bachelors,15.0,4,0
26,140029.0,104575.7433943844,686,51733,24,4,1,salaried,bachelors,21.0,1,0
59,68758.0,23743.738397306108,772,21991,48,0,8,salaried,bachelors,22.0,2,0
24,,,574,27553,36,0,9,salaried,high_school,4.0,4,1
44,96272.0,54596.40726070385,652,5634,12,1,8,contract,phd,8.0,0,0
58,57643.0,34600.66862679188,365,17771,48,1,8,salaried,bachelors,1.0,2,0
58,70408.0,56989.14071985013,378,23298,48,4,9,salaried,high_school,1.0,1,1
31,63950.0,49831.335533789956,501,40999,48,4,9,salaried,bachelors,3.0,4,1
31,76849.0,56237.79168636996,412,76887,12,4,3,salaried,bachelors,19.0,1,1
40,120500.0,54289.36528263404,390,64648,36,3,9,self_employed,high_school,19.0,4,1
38,48044.0,38507.27780812702,440,67668,48,3,2,salaried,phd,16.0,0,1
42,125469.0,44369.50596616248,588,74374,12,1,5,contract,high_school,19.0,2,1
35,145588.0,112005.37168919844,710,72509,24,1,2,self_employed,bachelors,27.0,0,0
30,35997.0,17296.12796848205,676,49440,12,4,8,self_employed,phd,20.0,4,1
22,99751.0,32875.413023326975,683,36655,12,3,2,salaried,bachelors,24.0,3,0
34,118605.0,79245.49681373067,451,48039,12,2,1,salaried,bachelors,18.0,2,1
25,43911.0,18758.953112755058,618,60255,48,3,7,salaried,high_school,2.0,1,1
22,75533.0,32778.61181746329,668,77219,12,1,5,salaried,high_school,29.0,4,0
61,102566.0,48034.318508281096,761,59989,24,3,7,salaried,high_school,4.0,0,0
53,114870.0,38484.50808365775,311,16244,48,1,6,self_employed,masters,9.0,3,0
55,34571.0,13739.20437614281,455,63595,24,4,2,salaried,masters,5.0,4,1
49,128255.0,38839.05061479232,776,44551,60,4,7,salaried,masters,2.0,1,0
52,149226.0,81324.47465809269,700,68230,12,4,9,salaried,bachelors,16.0,0,1
29,114463.0,39643.167795966285,476,33371,48,2,0,salaried,masters,9.0,2,1
60,77941.0,52645.94467936245,640,74358,48,2,0,contract,bachelors,23.0,3,0
47,,,356,33878,12,1,9,salaried,bachelors,11.0,4,1
55,106250.0,87015.11404205566,747,41157,36,0,7,contract,bachelors,0.0,4,0
24,78712.0,61331.47695269151,502,10914,36,2,8,self_employed,high_school,17.0,4,1
33,63541.0,29177.550148946208,501,32180,24,1,9,contract,phd,18.0,4,1
22,43387.0,31705.85291215413,629,8688,12,3,5,salaried,bachelors,21.0,0,0
26,113980.0,84548.61982853204,662,14916,12,4,4,contract,masters,19.0,2,0
51,68908.0,58062.550087067684,753,61363,60,4,1,salaried,bachelors,3.0,1,0
51,105457.0,66312.62632103197,655,32360,36,4,8,self_employed,bachelors,14.0,3,0
38,33057.0,11407.347709563546,515,42805,36,1,5,salaried,high_school,8.0,4,1
44,84028.0,55102.24126972426,322,18453,12,4,7,salaried,bachelors,5.0,4,1
36,130804.0,84203.6180536184,454,27703,24,2,8,self_employed,masters,11.0,2,1
58,139246.0,90662.070476917,485,64021,12,3,8,self_employed,high_school,17.0,2,1
42,75731.0,35512.54589211902,548,79176,24,4,7,salaried,phd,22.0,0,1
35,44858.0,34667.32875514347,433,12410,36,1,9,salaried,bachelors,14.0,0,1
23,68689.0,56854.55162626336,620,53268,60,3,7,self_employed,bachelors,28.0,0,1
32,64638.0,27131.275777634968,689,39248,48,4,2,salaried,bachelors,18.0,3,0
60,111598.0,38890.082499053286,733,36159,36,0,2,salaried,masters,8.0,0,0
59,122386.0,49810.40051314695,321,47039,24,4,1,contract,bachelors,21.0,4,0
55,66486.0,49951.176241805646,424,52800,12,2,0,unemployed,bachelors,23.0,0,1
59,40567.0,27267.29359540522,378,45761,36,3,3,contract,bachelors,12.0,3,1
55,49739.0,32321.697318333205,350,48663,60,2,1,contract,bachelors,,0,1
39,77804.0,40534.81219622952,475,45412,24,0,1,salaried,high_school,12.0,0,0
51,128821.0,79586.30741494105,552,40367,12,0,4,unemployed,high_school,0.0,4,1
36,23754.0,11148.483084472027,545,10813,48,2,3,salaried,high_school,17.0,4,1
48,47044.0,26460.37029487622,405,64894,24,3,0,salaried,bachelors,21.0,4,1
55,87260.0,64239.47392059289,492,56444,12,0,8,contract,bachelors,2.0,0,1
59,86912.0,72978.51834492701,615,39269,48,0,3,salaried,bachelors,16.0,4,0
54,145623.0,118372.40898595477,601,66748,12,4,4,salaried,bachelors,21.0,2,1
45,28706.0,23355.955665439433,847,46190,48,1,6,salaried,high_school,4.0,1,1
36,28894.0,15060.218927069855,567,45318,48,0,1,salaried,high_school,28.0,1,1
51,38037.0,21218.348376660244,469,42018,48,3,7,self_employed,high_school,24.0,4,1
63,103986.0,71552.7112797537,754,44759,12,3,1,salaried,bachelors,5.0,3,0
38,101942.0,82288.14924117223,591,21498,48,4,9,salaried,high_school,20.0,4,1
26,71612.0,27076.27109539682,440,30989,24,3,4,salaried,bachelors,,4,1
50,49725.0,23238.13467334402,445,30568,60,4,1,salaried,bachelors,16.0,0,1
25,25926.0,9763.362531120785,724,71577,60,0,1,salaried,bachelors,26.0,3,0
31,124555.0,79292.29734700498,613,35099,48,0,3,contract,masters,0.0,4,0
38,29496.0,13817.859812307144,483,45639,60,0,3,salaried,bachelors,6.0,2,1
31,76447.0,36645.58185056579,427,28482,60,0,7,contract,high_school,21.0,1,1
38,121604.0,41224.215385666925,586,74212,48,1,5,salaried,bachelors,29.0,2,1
41,49806.0,24523.86845991391,552,60261,48,1,9,salaried,high_school,15.0,2,1
45,108199.0,83786.39278238927,685,35048,24,0,7,salaried,high_school,4.0,2,0
26,61321.0,26257.04184387684,529,8065,36,3,6,salaried,masters,15.0,3,1
55,142041.0,96922.11758836918,570,7036,12,4,9,salaried,bachelors,3.0,3,1
27,122031.0,78868.09710866076,714,40814,48,2,3,salaried,phd,10.0,3,0
23,85095.0,65941.52251204343,497,64694,48,4,1,salaried,high_school,13.0,1,1
34,42656.0,15900.381082251479,622,21924,60,2,8,salaried,masters,28.0,0,1
64,75147.0,62948.72401252693,355,65204,24,2,1,self_employed,masters,12.0,4,0
64,111396.0,69115.17535987192,502,37844,60,0,0,unemployed,bachelors,26.0,4,1
32,69666.0,59042.68626356624,437,26518,48,2,7,salaried,bachelors,23.0,0,0
44,102368.0,82030.86670158948,721,22059,48,0,9,self_employed,bachelors,26.0,4,0
37,58787.0,24798.384731642233,356,28052,60,1,8,self_employed,masters,7.0,2,0
52,133767.0,44262.04296830507,370,74803,48,3,0,salaried,bachelors,20.0,1,0
32,82946.0,36546.13215067253,671,76524,36,2,6,contract,high_school,19.0,4,0
37,41727.0,24625.606609989336,813,13680,12,3,1,unemployed,bachelors,14.0,1,0
29,128351.0,50618.810920051306,383,72021,12,0,5,salaried,bachelors,17.0,0,1
25,115081.0,45123.58917238105,342,25043,12,2,4,self_employed,phd,6.0,4,1
61,142721.0,79128.29750001701,432,7419,36,4,0,self_employed,bachelors,20.0,1,0
25,130058.0,41397.12118688943,694,61892,48,1,1,salaried,high_school,,2,0
46,88056.0,32319.937347503885,364,22140,60,1,1,salaried,bachelors,24.0,2,0
24,23081.0,12203.472566181159,589,48484,24,2,9,contract,high_school,8.0,0,1
53,54196.0,18140.56370768922,675,68869,48,1,9,self_employed,masters,10.0,3,0
24,56735.0,29400.94397040245,766,50210,36,4,5,salaried,phd,26.0,4,1
48,124749.0,69947.19421894143,512,62600,36,3,0,salaried,high_school,9.0,2,1
50,100102.0,54875.5798310708,447,11487,12,4,3,contract,bachelors,13.0,2,1
53,99578.0,77476.28167276653,770,65692,48,1,9,salaried,phd,15.0,0,0
40,45498.0,26913.629868969052,448,67112,12,3,4,self_employed,high_school,26.0,2,1
42,96865.0,53991.51012386462,387,36110,24,4,1,salaried,bachelors,7.0,4,0
26,51656.0,27165.378228973554,623,21360,12,0,1,salaried,bachelors,0.0,0,0
39,87695.0,65744.31518822655,695,54410,24,0,6,salaried,high_school,11.0,1,1
49,57900.0,45873.077554374686,703,78167,36,3,6,salaried,high_school,2.0,0,1
63,148392.0,114155.49606900426,381,8017,12,3,5,salaried,phd,1.0,4,1
43,137235.0,92009.29055742378,585,65124,12,3,0,self_employed,bachelors,15.0,4,0
42,104899.0,39394.71038470238,681,55949,60,0,2,self_employed,bachelors,3.0,1,0
27,67701.0,30619.705592518294,569,63268,36,4,8,salaried,bachelors,1.0,0,1
22,128777.0,41895.6247334757,591,71320,60,3,9,self_employed,masters,,4,1
26,39033.0,31692.970865499017,752,36127,24,0,0,salaried,bachelors,26.0,4,1
62,143193.0,94999.84812411679,323,8196,24,3,1,salaried,bachelors,23.0,1,0
33,30805.0,21886.939758198172,610,46300,36,3,7,salaried,high_school,16.0,3,1
47,55851.0,26326.17627507389,760,54714,24,3,6,salaried,masters,19.0,0,1
55,46832.0,35831.605165410874,507,36921,36,0,8,unemployed,high_school,20.0,4,1
35,83437.0,36944.38555053138,737,9746,24,4,9,self_employed,high_school,29.0,2,0
47,135725.0,40840.204413747975,837,73535,48,0,3,salaried,bachelors,9.0,1,0
48,33944.0,17210.56621829134,635,70350,12,0,3,self_employed,high_school,19.0,3,1
30,39873.0,24478.784891654625,721,55345,48,3,6,salaried,phd,7.0,3,1
47,60372.0,34006.803326801986,620,54220,36,2,0,salaried,bachelors,17.0,1,0
43,109464.0,84740.66657905253,796,27063,36,2,9,salaried,high_school,24.0,3,1
51,35379.0,12664.723486513776,462,76736,48,2,8,self_employed,high_school,17.0,4,1
64,137322.0,83025.27838308747,840,50971,12,0,1,salaried,bachelors,17.0,3,0
38,56751.0,33036.95009492748,464,8598,12,3,0,contract,bachelors,28.0,0,0
47,120082.0,54609.22764685872,594,15564,60,2,6,salaried,masters,1.0,2,1
57,109822.0,82610.90467868785,341,54725,24,1,5,salaried,bachelors,11.0,4,1
22,25110.0,17930.216362061212,584,64940,60,1,2,unemployed,bachelors,9.0,1,1
29,74341.0,52267.116664989604,686,67085,12,1,0,salaried,phd,7.0,2,0
56,32087.0,25089.013427629383,437,22862,48,4,4,contract,bachelors,18.0,4,1
36,43762.0,30525.374830819455,486,15265,24,3,9,contract,bachelors,9.0,2,1
43,135812.0,58061.35623069824,730,14705,48,0,3,contract,bachelors,10.0,3,0
35,102617.0,70606.60082974599,715,60279,60,0,4,salaried,masters,13.0,1,1
47,120483.0,56535.026936106704,725,67471,36,3,0,salaried,bachelors,25.0,1,1
49,29596.0,12820.870523426056,715,67979,48,4,0,self_employed,bachelors,14.0,0,1
44,123555.0,42027.4774063924,325,60828,60,3,4,self_employed,bachelors,29.0,3,1
35,127539.0,90452.6636099293,670,51104,60,4,5,self_employed,bachelors,23.0,0,0
45,38313.0,26476.218920350715,684,45934,60,2,4,salaried,high_school,22.0,0,1
23,133175.0,57128.70736658609,355,11050,36,2,1,salaried,bachelors,9.0,3,0
47,86549.0,61636.602485152434,552,48952,36,4,8,salaried,bachelors,3.0,4,1
35,134914.0,108580.471695926,405,13484,36,3,4,salaried,high_school,6.0,0,1
28,43705.0,15708.27307294321,429,67648,24,2,4,salaried,phd,10.0,2,1
24,87364.0,37387.43700181221,675,64945,36,3,9,salaried,bachelors,23.0,4,1
44,93445.0,66592.96594691907,607,58678,36,2,8,salaried,high_school,21.0,3,1
64,123892.0,55872.64943677642,390,36323,36,3,2,self_employed,bachelors,21.0,1,1
39,98645.0,63484.48775876949,692,40361,48,3,4,self_employed,bachelors,,4,1
59,22023.0,7590.0138434504115,833,15315,36,1,4,salaried,bachelors,4.0,0,1
56,139654.0,76629.73675919908,409,52968,24,4,1,salaried,high_school,25.0,2,0
36,79796.0,56375.896510142324,639,31519,60,0,3,self_employed,high_school,1.0,3,0
46,100073.0,67807.73040219207,655,14107,48,4,1,salaried,bachelors,11.0,1,1
58,112197.0,83955.85446373792,467,60781,12,3,4,contract,bachelors,20.0,2,1
49,84429.0,66074.02307833842,751,8869,36,3,9,self_employed,high_school,4.0,1,1
31,124195.0,90072.5387163573,404,32370,60,4,1,contract,bachelors,6.0,3,0
60,81627.0,54638.93098108164,449,67695,60,3,9,self_employed,bachelors,3.0,4,1
38,53848.0,17093.906006620302,445,65422,48,2,8,salaried,high_school,29.0,0,1
60,57804.0,34348.967474367724,598,12971,12,3,9,self_employed,masters,10.0,3,1
43,35379.0,11347.239295369416,466,30651,24,4,5,salaried,masters,21.0,2,1
47,79664.0,59304.853020501956,347,61974,60,4,7,salaried,bachelors,8.0,4,1
46,47766.0,22755.650199444884,538,28446,60,4,8,salaried,high_school,3.0,1,1
38,129126.0,78681.14044929286,306,43108,60,1,7,salaried,bachelors,26.0,4,1
34,88099.0,39970.0686712184,763,8823,60,1,4,salaried,bachelors,29.0,4,0
41,56060.0,40944.82695167759,752,18454,48,1,4,salaried,phd,21.0,2,0
46,114733.0,90361.00191406297,670,8932,12,1,5,self_employed,bachelors,28.0,0,0
25,89122.0,46276.89900309118,848,15220,60,1,0,unemployed,bachelors,27.0,4,0
31,36087.0,27953.254228047084,786,79090,24,1,7,salaried,masters,8.0,4,1
24,68868.0,30776.506887426487,510,72965,24,1,1,salaried,bachelors,25.0,0,0
62,139119.0,82645.5211265391,464,33208,36,4,5,salaried,high_school,11.0,0,1
39,43225.0,33383.479542627894,424,77980,60,0,8,contract,bachelors,15.0,1,1
57,115286.0,55249.056055642206,636,15510,60,1,2,salaried,high_school,0.0,1,0
43,26643.0,21973.10143766149,491,49045,60,4,1,contract,high_school,7.0,0,1
55,113059.0,41496.46602554579,513,15537,60,0,9,salaried,masters,0.0,3,0
29,56727.0,17588.279434112934,627,77683,60,1,4,contract,bachelors,19.0,0,1
61,31005.0,24719.49413367774,680,74134,24,0,8,salaried,high_school,18.0,1,0
40,129079.0,43597.30564773566,538,77254,12,0,5,salaried,masters,3.0,2,1
63,85697.0,72460.1606338117,831,18782,12,2,7,salaried,bachelors,13.0,2,0
62,36029.0,29661.53264713487,381,70587,36,3,7,salaried,bachelors,22.0,4,1
58,135281.0,50779.27915184292,662,27072,24,2,6,contract,bachelors,28.0,2,1
27,34226.0,20387.45426942457,804,77746,60,0,4,self_employed,bachelors,13.0,1,1
47,83646.0,33601.113761065215,501,50702,12,4,1,salaried,high_school,8.0,2,1
55,80603.0,43161.72527646072,803,11057,48,1,9,unemployed,masters,8.0,3,1
27,48731.0,16265.619385678498,336,35916,48,3,9,salaried,high_school,25.0,0,1
58,129458.0,54781.25610783399,701,32268,48,1,4,unemployed,bachelors,16.0,0,1
54,130384.0,65165.92815712077,475,48978,60,4,6,salaried,high_school,14.0,1,0
43,88926.0,48131.74218378437,844,28259,60,3,6,contract,phd,9.0,4,1
42,25997.0,21775.68362356113,766,58583,36,2,1,salaried,bachelors,16.0,0,1
27,75506.0,56201.08689365808,500,39293,36,0,6,salaried,phd,8.0,2,1
27,98229.0,69307.97278089999,839,12043,36,4,5,salaried,bachelors,3.0,3,0
25,69815.0,41565.946663791015,846,55430,48,0,6,salaried,masters,27.0,4,1
51,62092.0,47314.02752329469,693,43893,60,0,7,self_employed,masters,28.0,4,1
32,82539.0,40165.7521427027,341,45642,48,1,3,salaried,masters,13.0,4,1
51,86077.0,59384.049911603805,692,35868,36,4,0,unemployed,high_school,2.0,0,0
52,41817.0,35401.485474113964,740,31309,60,0,7,unemployed,high_school,28.0,4,1
45,57861.0,27370.908814944745,805,28284,24,2,7,unemployed,high_school,24.0,1,1
30,33428.0,22420.481985855695,619,74000,12,3,2,unemployed,high_school,20.0,2,1
24,63934.0,48869.434588595126,514,67107,12,4,2,self_employed,masters,,3,1
52,135555.0,108944.76332860522,370,70049,36,1,4,unemployed,bachelors,21.0,2,1
61,134367.0,93366.65403595177,535,34265,48,4,2,contract,bachelors,0.0,1,1
58,30258.0,13797.17470071564,580,28880,24,1,4,salaried,bachelors,0.0,1,1
57,77775.0,37289.62688605115,461,5255,60,3,7,self_employed,high_school,12.0,2,1
45,101580.0,31633.730496733755,490,6502,48,2,0,contract,bachelors,13.0,0,0
52,114947.0,82587.95826147386,308,75192,36,0,1,self_employed,bachelors,15.0,1,1
27,25469.0,8239.39426473551,359,70424,48,4,1,salaried,masters,6.0,4,1
23,48854.0,37889.149372469394,524,75966,36,1,3,salaried,bachelors,9.0,3,1
41,26256.0,9590.354201503918,586,46366,12,3,8,contract,bachelors,14.0,3,1
49,144086.0,56846.54952018923,468,32425,12,0,1,unemployed,bachelors,7.0,1,0
32,96256.0,54104.49258703532,361,57328,48,3,8,salaried,masters,10.0,4,1
25,53937.0,38070.58077412605,648,72396,24,2,6,salaried,bachelors,23.0,2,0
36,119134.0,44848.138792802805,741,76694,60,0,9,salaried,bachelors,13.0,3,0
27,21651.0,11735.688365445616,313,10806,36,0,7,self_employed,high_school,12.0,4,1
51,70288.0,39752.65770665559,463,22106,60,0,0,salaried,bachelors,22.0,4,0
59,104730.0,43646.971388573365,719,61731,12,1,4,self_employed,bachelors,12.0,0,0
23,45051.0,16378.611235311526,819,37599,24,0,8,unemployed,masters,26.0,1,1
36,47386.0,36014.853021128634,847,76326,24,3,3,self_employed,high_school,8.0,4,0
32,95054.0,54784.95342990245,327,14004,60,1,1,salaried,bachelors,16.0,2,1
29,131562.0,40509.21329270092,745,56364,12,0,5,contract,bachelors,17.0,3,0
47,36184.0,26835.49147361274,507,30792,60,3,1,self_employed,bachelors,28.0,0,1
26,53787.0,45150.77602650885,769,69912,48,3,2,salaried,bachelors,18.0,2,0
27,41621.0,26356.889798635013,403,59645,24,4,7,salaried,masters,12.0,3,1
47,95564.0,55144.21356681618,725,12232,24,3,2,self_employed,bachelors,11.0,1,0
25,97984.0,76734.08495852863,400,59766,48,2,1,contract,bachelors,28.0,2,1
40,79792.0,65739.37082538243,840,53542,12,0,5,contract,bachelors,20.0,3,1
41,65253.0,46655.588555360795,821,10913,24,0,2,salaried,masters,19.0,0,0
54,54051.0,29457.7469677874,405,15567,36,0,0,salaried,bachelors,19.0,3,1
41,69811.0,43682.26245979996,576,43379,36,3,2,salaried,high_school,7.0,4,1
33,50447.0,34582.14749748466,364,79968,12,3,5,self_employed,bachelors,23.0,0,1
22,148046.0,60232.583800892986,487,5319,48,0,2,self_employed,phd,10.0,2,0
47,103930.0,56741.68180303992,616,9791,60,1,8,salaried,high_school,6.0,1,0
35,143278.0,108375.72214138974,437,5329,12,1,6,salaried,bachelors,0.0,0,1
59,120037.0,79236.29666173918,642,79387,60,2,4,unemployed,masters,9.0,0,0
58,50254.0,26441.757056515486,404,66032,12,4,1,contract,bachelors,14.0,0,1
32,104045.0,69174.25516835664,845,49078,36,2,8,salaried,bachelors,3.0,3,0
57,136859.0,49956.59060160363,679,26300,48,0,4,self_employed,high_school,0.0,4,0
34,77418.0,40321.128108091376,409,55945,36,0,6,self_employed,bachelors,10.0,1,1
64,134534.0,99046.71509947702,844,60609,48,0,8,salaried,high_school,29.0,1,0
24,34472.0,14522.358400595993,653,65562,60,4,3,salaried,phd,4.0,4,1
54,131193.0,52776.16643353917,616,66901,12,3,8,salaried,masters,18.0,3,1
27,23471.0,19315.46562179421,565,10703,24,4,0,salaried,masters,18.0,3,1
31,127332.0,52899.276733760664,364,68115,24,2,5,self_employed,bachelors,3.0,4,1
26,,,632,32676,48,3,1,salaried,high_school,1.0,4,0
44,143379.0,119476.11003729078,812,66710,48,3,7,salaried,bachelors,6.0,2,0
31,115804.0,81536.40519903407,432,65077,36,2,4,salaried,bachelors,27.0,3,1
23,28329.0,19399.078601212943,839,50440,24,3,2,salaried,bachelors,12.0,0,1
34,54865.0,42197.19332759988,834,41923,36,1,1,self_employed,bachelors,19.0,1,0
61,66850.0,24313.525176141335,795,34802,60,2,7,salaried,bachelors,20.0,3,1
23,74220.0,51083.839533432474,668,67904,24,2,6,salaried,bachelors,11.0,4,1
41,132234.0,76302.8177612507,398,65162,60,1,8,unemployed,phd,,0,1
22,113808.0,86042.58683820156,616,70169,12,4,7,salaried,bachelors,1.0,2,1
58,128381.0,74393.95809117598,422,73147,36,4,3,self_employed,bachelors,21.0,2,1
30,26397.0,16923.98106575006,619,27075,48,4,1,salaried,bachelors,8.0,0,0
38,117909.0,66354.2530099036,794,79716,24,3,1,contract,bachelors,15.0,0,0
30,149004.0,83887.37573503325,756,14304,36,1,1,contract,bachelors,7.0,4,0
32,55525.0,40110.343167535764,821,64622,48,2,5,salaried,bachelors,23.0,4,1
36,73072.0,47183.43221545405,819,59215,12,2,6,self_employed,bachelors,17.0,1,1
45,110106.0,71381.14294202316,614,78973,24,2,5,salaried,high_school,3.0,1,0
59,103820.0,56857.58010926396,841,17521,60,3,1,unemployed,masters,23.0,2,0
56,104530.0,61893.28160868897,778,29028,12,3,3,salaried,high_school,10.0,0,0
51,43284.0,30737.90390520441,319,44328,48,4,2,contract,bachelors,16.0,2,0
52,81330.0,61344.57622325477,429,32301,24,3,3,salaried,bachelors,7.0,4,0
26,103369.0,70612.27056802536,592,43015,24,4,4,self_employed,bachelors,18.0,3,1
35,45122.0,36469.4117714822,431,41845,12,4,6,unemployed,masters,7.0,4,1
32,90553.0,68021.44393469642,655,49159,24,2,8,contract,bachelors,5.0,3,0
30,101906.0,62063.31025038083,353,48714,48,3,1,salaried,bachelors,22.0,0,0
55,114788.0,76824.5481466461,686,30230,12,4,7,salaried,high_school,1.0,0,1
33,82812.0,67033.79256561895,564,54262,60,1,2,salaried,masters,14.0,0,1
56,,,514,46722,12,1,8,salaried,bachelors,0.0,1,1
56,42436.0,31981.629204459656,759,51359,12,3,9,salaried,masters,5.0,1,0
22,62963.0,42742.16665564499,757,67796,60,2,3,salaried,bachelors,27.0,3,0
61,22096.0,13336.372208695637,342,45159,48,2,2,salaried,masters,18.0,2,1
43,149940.0,64925.67046131793,577,10239,36,4,9,salaried,phd,3.0,2,1
50,133737.0,71455.49664363204,429,55886,36,3,5,salaried,bachelors,12.0,3,1
29,45279.0,37683.8350511052,649,32195,60,1,9,salaried,bachelors,14.0,1,1
32,141092.0,93370.58840118373,843,39674,48,4,8,salaried,bachelors,,4,0
62,128899.0,78682.20007167349,405,23105,24,4,6,self_employed,bachelors,2.0,3,1
58,134245.0,109158.1192067203,300,34739,60,0,3,salaried,bachelors,1.0,2,0
35,46201.0,28763.886937641146,731,36969,36,3,2,salaried,high_school,15.0,3,0
51,39715.0,23405.851970420936,605,19497,48,4,9,salaried,bachelors,17.0,3,1
56,49309.0,35385.172426130805,826,6816,12,1,3,salaried,high_school,17.0,0,0
42,35078.0,24272.786520545505,352,64254,48,0,2,self_employed,high_school,5.0,1,1
58,76614.0,31123.518486312016,819,74385,48,1,2,salaried,bachelors,17.0,0,1
26,25105.0,14039.206828250823,629,38826,36,2,8,salaried,high_school,10.0,1,1
40,137666.0,77076.92102316057,624,68365,36,0,3,contract,masters,6.0,3,0
35,114848.0,58345.48101966721,413,55100,24,0,8,unemployed,masters,22.0,1,0
47,22839.0,13349.65621138142,446,9359,24,4,9,salaried,phd,22.0,2,1
25,88920.0,46879.43039324372,465,17809,60,2,4,salaried,bachelors,13.0,0,1
46,63619.0,26060.888382066958,678,69450,12,4,6,salaried,bachelors,28.0,3,1
63,,,438,43428,24,3,4,salaried,bachelors,17.0,2,1
46,145736.0,49514.144277338455,598,77790,36,1,0,salaried,bachelors,6.0,1,0
39,33493.0,20654.53774604685,575,7093,48,1,1,self_employed,high_school,9.0,1,1
61,,,477,49498,60,4,4,salaried,bachelors,7.0,2,1
29,,,653,45985,24,1,5,contract,masters,23.0,1,1
60,27531.0,13716.404574201355,453,37009,48,1,6,salaried,bachelors,13.0,0,1
61,57051.0,19847.424642165053,500,22718,48,3,1,salaried,bachelors,17.0,4,0
35,27736.0,11404.54865530166,414,21705,24,2,9,self_employed,masters,4.0,1,1
53,27710.0,16626.545534311546,367,67598,12,0,8,salaried,high_school,13.0,3,0
59,87155.0,36071.83305623652,744,17239,12,4,5,salaried,bachelors,21.0,1,1
54,33975.0,20357.317550748725,744,51622,60,4,1,salaried,high_school,24.0,3,1
44,82424.0,35226.32490942679,625,51665,12,3,1,salaried,masters,,1,1
36,65603.0,50311.47393508135,658,37274,60,3,2,salaried,bachelors,25.0,1,0
54,43252.0,22426.132158812557,444,16419,36,0,0,salaried,bachelors,21.0,3,1
46,100797.0,43852.02154382978,574,20003,24,2,8,salaried,bachelors,9.0,0,0
38,21431.0,16004.22930288113,808,35866,48,4,9,salaried,bachelors,25.0,4,1
54,94603.0,46219.37702311953,478,26988,60,3,3,unemployed,bachelors,14.0,4,1
23,57481.0,20768.933081563562,776,60894,12,4,4,salaried,bachelors,5.0,0,0
35,112573.0,69088.88922168019,713,10674,60,1,6,salaried,bachelors,8.0,1,0
61,29557.0,18321.2112548155,452,75538,60,4,0,unemployed,bachelors,9.0,4,1
61,94971.0,65822.7496350471,403,71446,12,2,2,self_employed,bachelors,22.0,0,0
60,123302.0,53281.34510440319,374,34072,12,2,2,salaried,bachelors,16.0,0,0
27,20162.0,10969.624756327816,427,38717,24,4,1,salaried,high_school,0.0,4,1
27,54742.0,24924.1615433282,644,31651,48,1,7,self_employed,bachelors,13.0,3,1
24,39675.0,13669.01171421446,830,49291,24,2,4,salaried,bachelors,3.0,2,0
28,93997.0,73518.58844390704,458,68350,24,3,0,self_employed,bachelors,27.0,3,1
29,37015.0,25943.01369722477,837,9646,12,4,1,unemployed,bachelors,1.0,1,1
63,70057.0,32632.87865607786,725,44713,12,1,0,salaried,masters,2.0,3,0
36,52591.0,33114.19378747185,322,72936,48,3,5,salaried,masters,27.0,2,1
50,113583.0,46647.97966622278,346,49331,60,4,8,self_employed,bachelors,6.0,2,1
54,146133.0,115391.02153908476,824,27185,24,1,6,salaried,masters,29.0,0,0
51,120318.0,43699.315781340076,443,57107,48,3,4,salaried,high_school,22.0,1,1
60,29833.0,9012.860459063824,718,71554,24,2,2,salaried,masters,13.0,0,1
48,27896.0,16071.011376272723,384,22563,60,4,7,self_employed,bachelors,11.0,3,1
